路線方向,路段,交流道,進出口,週六,週日,週2-4
國6西向,非主線資料,埔里端,進口,3366,5035,2788
國10西向,非主線資料,左營端,出口1,15132,18631,19869
國10西向,非主線資料,左營端,出口2-都會快,17546,21422,18952
國10西向,非主線資料,鼎金系統,出口1,23637,24993,22727
國10西向,非主線資料,鼎金系統,出口2-大中二路,11947,11943,11954
國10西向,非主線資料,鼎金系統,進口1-國1北,23772,23004,22176
國10西向,非主線資料,鼎金系統,進口2-國1南,18090,17532,16968
國10西向,非主線資料,仁武,出口,8165,9043,8220
國10西向,非主線資料,仁武,進口,15044,14063,14234
國10西向,非主線資料,燕巢,出口,8138,9277,8100
國10西向,非主線資料,燕巢,進口,6662,5620,9259
國10西向,非主線資料,燕巢系統,出口,5395,6216,4060
國10西向,非主線資料,燕巢系統,進口1-國3南,9961,13513,6654
國10西向,非主線資料,燕巢系統,進口2-國3北,9905,10443,9820
國10西向,非主線資料,嶺口,進口,5104,5972,4003
國10西向,非主線資料,旗山端,進口,16108,18029,11030
