full_id,osm_id,osm_type,highway,lane_marki,junction,embankment,sidewalk_r,sidewalk_l,tunnel,turn_lanes,cycleway_b,source_nam,old_ref,local_ref,cycleway_r,cycleway_l,maxheight,maxspeed_t,old_name,motorroad,maxweight,motorcycle,motorcar,bicycle,alt_name,sidewalk,lanes,cycleway_1,foot,bridge,surface,name_zh,name_en,name,lit,ref_zh,ref_en,ref,oneway,maxspeed,layer,xcoord,ycoord
w24729835,"24729835",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.338266800000000,23.171592700000001
w24729835,"24729835",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.338231699999994,23.171851700000001
w24729835,"24729835",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.338211999999999,23.172128600000001
w24729835,"24729835",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.338207900000000,23.172380199999999
w27989534,"27989534",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Zhonghua Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.222120899999993,23.021166099999999
w27989534,"27989534",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Zhonghua Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221826199999995,23.021356500000000
w27989535,"27989535",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,asphalt,?????????,Zhonghua Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.225752799999995,23.018870400000001
w27989535,"27989535",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,asphalt,?????????,Zhonghua Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.224457999999998,23.019687200000000
w27989538,"27989538",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,????????????,Zhongzheng North Road,????????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.259285199999994,23.043657799999998
w27989538,"27989538",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,????????????,Zhongzheng North Road,????????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.260598200000004,23.044744800000000
w27989538,"27989538",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,????????????,Zhongzheng North Road,????????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.261792099999994,23.045734299999999
w27989539,"27989539",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.284106499999993,23.063793499999999
w27989539,"27989539",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.284521799999993,23.063893900000000
w27989539,"27989539",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.284867800000001,23.063955600000000
w27989539,"27989539",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.285337200000001,23.064040700000000
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.285806500000007,23.064165400000000
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286240100000001,23.064341500000001
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286574200000004,23.064496399999999
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286852600000003,23.064670000000000
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.287350300000000,23.065037799999999
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.288727600000001,23.066045800000001
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.288951999999995,23.066215600000000
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.289081100000004,23.066356400000000
w27989540,"27989540",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.290454100000005,23.067367600000001
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.323605599999993,23.272965400000000
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.323910999999995,23.273098300000001
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.324130499999995,23.273207200000002
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.324399400000004,23.273417899999998
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.324609400000000,23.273615899999999
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.324775200000005,23.273800399999999
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.324889700000000,23.273976300000001
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325063299999997,23.274345100000001
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325193499999997,23.274782399999999
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325213700000006,23.274960300000000
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325222299999993,23.275190400000000
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325218899999996,23.275702200000001
w27989552,"27989552",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,,120.325202200000007,23.277631599999999
w27989553,"27989553",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,viaduct,asphalt,,,,yes,???1???,Provincial Highway 1,"1",yes,,"1",120.321258099999994,23.272215400000000
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363056400000005,23.369715200000002
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363442599999999,23.370186499999999
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363641200000004,23.370519500000000
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363727600000004,23.370860400000002
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363744900000000,23.371082399999999
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363698099999993,23.371675700000001
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363706800000003,23.372032500000000
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363741300000001,23.372349700000001
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.363865799999999,23.372580899999999
w27989671,"27989671",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,,,????????????,yes,???1???,Provincial Highway 1,"1",yes,"50","1",120.364410000000007,23.373334100000001
w28136714,"28136714",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,shared_lane,,yes,asphalt,????????????,Bazhangxi Bridge,????????????,yes,???1???,Provincial Highway 1,"1",yes,"70","1",120.381893700000006,23.402585299999998
w28215701,"28215701",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,???19??????,Provincial Highway 19A,19???,,,"3",120.274934500000001,23.282990699999999
w28215701,"28215701",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,???19??????,Provincial Highway 19A,19???,,,"3",120.275249400000007,23.282225700000001
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275339500000001,23.282006700000000
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275429799999998,23.281773099999999
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275453099999993,23.281582799999999
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275424200000003,23.281317300000001
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275304599999998,23.280939000000000
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275193500000000,23.280510400000001
w28215702,"28215702",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???19??????,Provincial Highway 19A,19???,,,,120.275171400000005,23.280094399999999
