full_id,osm_id,osm_type,highway,lane_marki,junction,embankment,sidewalk_r,sidewalk_l,tunnel,turn_lanes,cycleway_b,source_nam,old_ref,local_ref,cycleway_r,cycleway_l,maxheight,maxspeed_t,old_name,motorroad,maxweight,motorcycle,motorcar,bicycle,alt_name,sidewalk,lanes,cycleway_1,foot,bridge,surface,name_zh,name_en,name,lit,ref_zh,ref_en,ref,oneway,maxspeed,layer,xcoord,ycoord
w201113764,"201113764",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.220939700000002,22.934502800000001
w201113764,"201113764",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.220928700000002,22.933489900000001
w201113764,"201113764",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.220891199999997,22.932112100000001
w201113764,"201113764",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.220887599999998,22.931627500000001
w201113764,"201113764",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.220889000000000,22.931291600000002
w201113765,"201113765",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221045500000002,22.929348399999999
w201113765,"201113765",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221041299999996,22.929961299999999
w201113765,"201113765",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221031499999995,22.931203900000000
w201113765,"201113765",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221028500000003,22.931626900000001
w201113766,"201113766",way,primary,,,,,,,,,,,,exclusive,,,,,,,,,,,,,lane,,,asphalt,???????????????,Erren Road Section 2,???????????????,yes,???1???,Provincial Highway 1,"1",yes,,,120.221060399999999,22.937212299999999
w201909165,"201909165",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,yes,,?????????,Nanxiong Bridge,?????????,,???19??????,Provincial Highway 19A,19???,no,,"1",120.338275400000001,22.890076499999999
w201911156,"201911156",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,????????????,,???19??????,Provincial Highway 19A,19???,no,"60",,120.325283099999993,22.971206299999999
w202391229,"202391229",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,?????????,yes,???3???,Provincial Highway 3,"3",yes,"60","1",120.477815800000002,23.134915899999999
w202391252,"202391252",way,primary,,,,,,,,,,,,,,,,,,,,,,??????????????????,,,,,,asphalt,,,,,???20???,Provincial Highway 20,"20",yes,,,120.458136900000000,23.116521800000001
w202391252,"202391252",way,primary,,,,,,,,,,,,,,,,,,,,,,??????????????????,,,,,,asphalt,,,,,???20???,Provincial Highway 20,"20",yes,,,120.458127300000001,23.116280799999998
w202391252,"202391252",way,primary,,,,,,,,,,,,,,,,,,,,,,??????????????????,,,,,,asphalt,,,,,???20???,Provincial Highway 20,"20",yes,,,120.458097199999997,23.116092800000001
w202391253,"202391253",way,primary,,,,,,,,,,,,,,,,,,,,,,??????????????????,,,,,yes,asphalt,,,,,???20???,Provincial Highway 20,"20",yes,,,120.458154100000002,23.119451800000000
w202391253,"202391253",way,primary,,,,,,,,,,,,,,,,,,,,,,??????????????????,,,,,yes,asphalt,,,,,???20???,Provincial Highway 20,"20",yes,,,120.458143100000001,23.117970600000000
w203739367,"203739367",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???19???,Provincial Highway 19,"19",yes,"70",,120.184386000000003,23.219907400000000
w203739367,"203739367",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???19???,Provincial Highway 19,"19",yes,"70",,120.184377699999999,23.219616100000000
w203739367,"203739367",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???19???,Provincial Highway 19,"19",yes,"70",,120.184394999999995,23.219309599999999
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.312554500000005,22.970211500000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.313153999999997,22.970993100000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.313565199999999,22.971458500000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.314009600000006,22.971914300000002
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.314437499999997,22.972316800000002
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.315079800000007,22.972835400000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.315567999999999,22.973181100000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.316162100000000,22.973560200000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.316911800000000,22.974028100000002
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.317638700000003,22.974486200000001
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318094599999995,22.974718400000000
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318356199999997,22.974892499999999
w204256200,"204256200",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318766499999995,22.975115899999999
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318779899999996,22.975229500000001
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318683399999998,22.975178900000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318549300000001,22.975099900000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318337400000004,22.974978900000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.318007499999993,22.974782600000001
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.317546100000001,22.974514599999999
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.317045899999997,22.974197300000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.316572500000007,22.973907100000002
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.316355200000004,22.973773800000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.315888500000000,22.973487299999999
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.315499599999995,22.973229300000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.315322600000002,22.973120600000001
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.314972600000004,22.972866300000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.314664100000002,22.972613100000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.314264499999993,22.972282199999999
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.313762900000000,22.971795700000001
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.313383299999998,22.971406800000000
w204256202,"204256202",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Guanren Road,?????????,,???86???,Provincial Highway 86,"86",yes,,,120.312840199999997,22.970746200000001
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.290669800000003,23.067631299999999
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.288992699999994,23.066433900000000
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.288882999999998,23.066323499999999
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.287296100000006,23.065115700000000
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.287100499999994,23.064973800000001
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286798399999995,23.064753199999998
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286495400000007,23.064569200000001
w205089600,"205089600",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"70",,120.286125100000007,23.064392600000001
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.298233900000000,23.072113500000000
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.299495699999994,23.072888200000001
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.299871499999995,23.073172899999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.300149099999999,23.073418199999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.300479600000003,23.073797899999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.300823399999999,23.074241600000001
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.301111300000002,23.074782299999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.301516100000001,23.075792000000000
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.301813600000003,23.076614500000002
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.302114599999996,23.077393300000001
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.302333000000004,23.077950999999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.302735900000002,23.079084600000002
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.303118499999997,23.080125299999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.303967499999999,23.082426999999999
w205089602,"205089602",way,primary,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,asphalt,?????????,Zhongshan Road,?????????,yes,???1???,Provincial Highway 1,"1",yes,"50",,120.304529799999997,23.083935600000000
w205089612,"205089612",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,Zhonghua Road,?????????,,???19??????,Provincial Highway 19A,19???,yes,,,120.290705799999998,23.067543799999999
w205089612,"205089612",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,Zhonghua Road,?????????,,???19??????,Provincial Highway 19A,19???,yes,,,120.291496300000006,23.066862300000000
w205089612,"205089612",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,Zhonghua Road,?????????,,???19??????,Provincial Highway 19A,19???,yes,,,120.291651599999994,23.066730799999998
w205089614,"205089614",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????,Zhongzheng Road,?????????,,???19??????,Provincial Highway 19A,19???,,,,120.292678100000003,23.068870900000000
w205089619,"205089619",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,?????????,Zhongshan Road,?????????,yes,"???1???;???19??????","Provincial Highway 1;Provincial Highway 19A","1;19???",yes,,,120.290705799999998,23.067543799999999
w205187811,"205187811",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????????????????,,???39???,Provincial Highway 39,"39",yes,,,120.289024499999996,22.923619400000000
w205187812,"205187812",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????????????????,,???39???,Provincial Highway 39,"39",yes,,,120.289084599999995,22.923743399999999
w205187813,"205187813",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288981899999996,22.923700100000001
w205187813,"205187813",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?????????????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287576700000002,22.923110600000001
w205187818,"205187818",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287089300000005,22.927468800000000
w205187819,"205187819",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287014200000002,22.927550700000001
w205187819,"205187819",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.286514600000004,22.927339499999999
w205187819,"205187819",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.285720400000002,22.926999800000001
w205187822,"205187822",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288981899999996,22.923700100000001
w205187823,"205187823",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287205400000005,22.927518299999999
w205187824,"205187824",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287014200000002,22.927550700000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287089300000005,22.927468800000000
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287419099999994,22.926804099999998
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287626299999999,22.926376099999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287672900000004,22.926313700000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287752800000007,22.926265399999998
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287816399999997,22.926235299999998
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287916800000005,22.926190900000002
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288033499999997,22.926134699999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288156900000004,22.926028500000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288266800000002,22.925909900000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288341900000006,22.925808600000000
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288403599999995,22.925685099999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288435800000002,22.925581399999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288451800000004,22.925423200000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288430500000004,22.925303100000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288406300000005,22.925191000000002
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288363399999994,22.925079700000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288352700000004,22.925018099999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288400899999999,22.924874800000001
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288454599999994,22.924761199999999
w205187825,"205187825",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288731299999995,22.924202000000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.289084599999995,22.923743399999999
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288583200000005,22.924690300000002
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288481300000001,22.924892100000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288451899999998,22.924953899999998
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288454599999994,22.925057599999999
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288510900000006,22.925203400000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288536300000004,22.925308699999999
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288556499999999,22.925497400000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288527000000002,22.925695000000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288486800000001,22.925769100000000
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288451899999998,22.925845700000000
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288406300000005,22.925917299999998
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288344600000002,22.925996399999999
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288269499999998,22.926075399999998
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.288138099999998,22.926166800000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287946700000006,22.926270800000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287834000000004,22.926310300000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287777399999996,22.926356899999998
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287722400000007,22.926407600000001
w205187826,"205187826",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????????,,???39???,Provincial Highway 39,"39",yes,,,120.287565299999997,22.926768200000001
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.285541400000000,22.926926300000002
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.285482700000003,22.927004900000000
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.285361699999996,22.927251099999999
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.285069399999998,22.927803600000001
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.284649200000004,22.928641200000001
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.284616499999998,22.928704700000001
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.284142299999999,22.929601399999999
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.283675500000001,22.930522100000001
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.283405099999996,22.931056999999999
w205187828,"205187828",way,primary,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,???39???,Provincial Highway 39,"39",yes,,,120.283373100000006,22.931129200000001
