,id,left,top,right,bottom,活動中心數量,郵局數量,公車站數量,火車站數量,加油站數量,停車場數量,腳踏車站點數量,寺廟數量,大賣數量,服飾數量,便利商店數量,超市美妝數量,電子賣場數量,電信業者,銀行數量,ATM數量,大學數量,高中數量,國小數量,國中數量,補習班數量,嫌惡設施_危險數量,嫌惡設施_殯葬數量,嫌惡設施_髒亂數量,食物數量,診所數量,醫院數量,禮品百貨數量,觀光景點數量,房屋稅數量,地段率總和,折舊年數總和,平均地段率,平均折舊年數,預測值,誤差
57914,57915,13383490.33,2629936.267,13383540.33,2629886.267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245,49,123.0,25.0,124.83995819091797,1.8399581909179688
57916,57917,13383490.33,2629836.267,13383540.33,2629786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,495,96,124.0,24.0,125.75022506713867,1.7502250671386719
57917,57918,13383490.33,2629786.267,13383540.33,2629736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,56,120.0,56.0,120.7723503112793,0.7723503112792969
57918,57919,13383490.33,2629736.267,13383540.33,2629686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,33,125.0,33.0,126.29209518432617,1.2920951843261719
57919,57920,13383490.33,2629686.267,13383540.33,2629636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,143,125.0,48.0,125.48804473876953,0.48804473876953125
57920,57921,13383490.33,2629636.267,13383540.33,2629586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,70,125.0,35.0,125.46134948730469,0.4613494873046875
57921,57922,13383490.33,2629586.267,13383540.33,2629536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,7,125.0,7.0,125.41053009033203,0.41053009033203125
57922,57923,13383490.33,2629536.267,13383540.33,2629486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,49,125.0,25.0,125.3188247680664,0.31882476806640625
57923,57924,13383490.33,2629486.267,13383540.33,2629436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,104,125.0,35.0,127.00759506225586,2.0075950622558594
57925,57926,13383490.33,2629386.267,13383540.33,2629336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,40,150.0,40.0,151.59583282470703,1.5958328247070312
57929,57930,13383490.33,2629186.267,13383540.33,2629136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,75,125.0,38.0,125.48087310791016,0.48087310791015625
57930,57931,13383490.33,2629136.267,13383540.33,2629086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,36,125.0,36.0,125.45423126220703,0.45423126220703125
57931,57932,13383490.33,2629086.267,13383540.33,2629036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,99,125.0,33.0,126.64300918579102,1.6430091857910156
57932,57933,13383490.33,2629036.267,13383540.33,2628986.267,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,42,140.0,42.0,141.37768936157227,1.3776893615722656
57933,57934,13383490.33,2628986.267,13383540.33,2628936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,40,140.0,40.0,140.33970260620117,0.3397026062011719
57934,57935,13383490.33,2628936.267,13383540.33,2628886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,116,125.0,39.0,125.08907318115234,0.08907318115234375
57935,57936,13383490.33,2628886.267,13383540.33,2628836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,96,125.0,32.0,125.19063568115234,0.19063568115234375
57936,57937,13383490.33,2628836.267,13383540.33,2628786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,24,125.0,24.0,124.85088348388672,0.14911651611328125
57937,57938,13383490.33,2628786.267,13383540.33,2628736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,28,125.0,28.0,125.85382461547852,0.8538246154785156
57938,57939,13383490.33,2628736.267,13383540.33,2628686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,105,125.0,35.0,125.55337142944336,0.5533714294433594
57939,57940,13383490.33,2628686.267,13383540.33,2628636.267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,54,130.0,27.0,130.7098159790039,0.7098159790039062
57940,57941,13383490.33,2628636.267,13383540.33,2628586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,125,33,125.0,33.0,126.6633415222168,1.6633415222167969
57942,57943,13383490.33,2628536.267,13383540.33,2628486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,40,125.0,40.0,126.09873962402344,1.0987396240234375
57943,57944,13383490.33,2628486.267,13383540.33,2628436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,375,70,125.0,23.0,126.00405502319336,1.0040550231933594
57944,57945,13383490.33,2628436.267,13383540.33,2628386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,32,125.0,32.0,126.55762100219727,1.5576210021972656
57945,57946,13383490.33,2628386.267,13383540.33,2628336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,125,39,125.0,39.0,127.3541259765625,2.3541259765625
57950,57951,13383490.33,2628136.267,13383540.33,2628086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,33,125.0,33.0,126.27412033081055,1.2741203308105469
57951,57952,13383490.33,2628086.267,13383540.33,2628036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,40,125.0,20.0,126.43564987182617,1.4356498718261719
57952,57953,13383490.33,2628036.267,13383540.33,2627986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,23,125.0,23.0,124.8370132446289,0.16298675537109375
58155,58156,13383540.33,2631986.267,13383590.33,2631936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,90,120.0,45.0,120.74663543701172,0.7466354370117188
58156,58157,13383540.33,2631936.267,13383590.33,2631886.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,112,120.0,37.0,120.625732421875,0.625732421875
58157,58158,13383540.33,2631886.267,13383590.33,2631836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,102,120.0,51.0,120.178955078125,0.178955078125
58158,58159,13383540.33,2631836.267,13383590.33,2631786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,120,42,120.0,42.0,120.25245666503906,0.2524566650390625
58159,58160,13383540.33,2631786.267,13383590.33,2631736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,44,120.0,22.0,120.09885787963867,0.09885787963867188
58160,58161,13383540.33,2631736.267,13383590.33,2631686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,19,120.0,19.0,119.34135437011719,0.6586456298828125
58162,58163,13383540.33,2631636.267,13383590.33,2631586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,40,120.0,40.0,120.1825942993164,0.18259429931640625
58163,58164,13383540.33,2631586.267,13383590.33,2631536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,77,120.0,39.0,120.16880798339844,0.1688079833984375
58165,58166,13383540.33,2631486.267,13383590.33,2631436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,630,175,126.0,35.0,126.03431701660156,0.0343170166015625
58166,58167,13383540.33,2631436.267,13383590.33,2631386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,370,112,123.0,37.0,123.1698226928711,0.16982269287109375
58167,58168,13383540.33,2631386.267,13383590.33,2631336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,250,72,125.0,36.0,125.61783981323242,0.6178398132324219
58168,58169,13383540.33,2631336.267,13383590.33,2631286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,250,72,125.0,36.0,126.64379119873047,1.6437911987304688
58169,58170,13383540.33,2631286.267,13383590.33,2631236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,610,180,122.0,36.0,122.83844375610352,0.8384437561035156
58170,58171,13383540.33,2631236.267,13383590.33,2631186.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,130,41,130.0,41.0,129.79219818115234,0.20780181884765625
58171,58172,13383540.33,2631186.267,13383590.33,2631136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,390,117,130.0,39.0,129.90769577026367,0.09230422973632812
58172,58173,13383540.33,2631136.267,13383590.33,2631086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,720,234,120.0,39.0,119.85686492919922,0.14313507080078125
58173,58174,13383540.33,2631086.267,13383590.33,2631036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,250,82,125.0,41.0,124.85470581054688,0.145294189453125
58175,58176,13383540.33,2630986.267,13383590.33,2630936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,840,284,120.0,41.0,120.33301544189453,0.33301544189453125
58176,58177,13383540.33,2630936.267,13383590.33,2630886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,120,40,120.0,40.0,121.55577087402344,1.5557708740234375
58177,58178,13383540.33,2630886.267,13383590.33,2630836.267,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,160,41,160.0,41.0,159.0932388305664,0.9067611694335938
58178,58179,13383540.33,2630836.267,13383590.33,2630786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,81,120.0,41.0,120.48889923095703,0.48889923095703125
58179,58180,13383540.33,2630786.267,13383590.33,2630736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,100,120.0,50.0,119.8998908996582,0.10010910034179688
58180,58181,13383540.33,2630736.267,13383590.33,2630686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,82,120.0,41.0,121.00674438476562,1.006744384765625
58181,58182,13383540.33,2630686.267,13383590.33,2630636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340,113,113.0,38.0,114.36942291259766,1.3694229125976562
58182,58183,13383540.33,2630636.267,13383590.33,2630586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,440,179,110.0,45.0,109.35076332092285,0.6492366790771484
58183,58184,13383540.33,2630586.267,13383590.33,2630536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,28,110.0,28.0,110.65513038635254,0.6551303863525391
58184,58185,13383540.33,2630536.267,13383590.33,2630486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,330,156,110.0,52.0,110.15925598144531,0.1592559814453125
58185,58186,13383540.33,2630486.267,13383590.33,2630436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,330,163,110.0,54.0,110.56673431396484,0.5667343139648438
58186,58187,13383540.33,2630436.267,13383590.33,2630386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,330,150,110.0,50.0,109.06755065917969,0.9324493408203125
58187,58188,13383540.33,2630386.267,13383590.33,2630336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,37,110.0,37.0,109.5959529876709,0.40404701232910156
58188,58189,13383540.33,2630336.267,13383590.33,2630286.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,250,66,125.0,33.0,125.60717010498047,0.6071701049804688
58189,58190,13383540.33,2630286.267,13383590.33,2630236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,147,120.0,49.0,121.34985733032227,1.3498573303222656
58190,58191,13383540.33,2630236.267,13383590.33,2630186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340,159,113.0,53.0,114.19837188720703,1.1983718872070312
58191,58192,13383540.33,2630186.267,13383590.33,2630136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,470,177,118.0,44.0,119.32026290893555,1.3202629089355469
58192,58193,13383540.33,2630136.267,13383590.33,2630086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,75,115.0,38.0,115.62804794311523,0.6280479431152344
58195,58196,13383540.33,2629986.267,13383590.33,2629936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,140,38,140.0,38.0,141.0768814086914,1.0768814086914062
58197,58198,13383540.33,2629886.267,13383590.33,2629836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,63,120.0,32.0,120.95472717285156,0.9547271728515625
58198,58199,13383540.33,2629836.267,13383590.33,2629786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,53,120.0,53.0,120.52510833740234,0.5251083374023438
58199,58200,13383540.33,2629786.267,13383590.33,2629736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,74,120.0,37.0,120.25933074951172,0.25933074951171875
58200,58201,13383540.33,2629736.267,13383590.33,2629686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,120.56932067871094,0.5693206787109375
58201,58202,13383540.33,2629686.267,13383590.33,2629636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,72,125.0,36.0,125.61515426635742,0.6151542663574219
58202,58203,13383540.33,2629636.267,13383590.33,2629586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,39,125.0,39.0,125.7264175415039,0.7264175415039062
58203,58204,13383540.33,2629586.267,13383590.33,2629536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,115,125.0,38.0,126.05743408203125,1.05743408203125
58205,58206,13383540.33,2629486.267,13383590.33,2629436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,31,125.0,31.0,126.37936401367188,1.379364013671875
58206,58207,13383540.33,2629436.267,13383590.33,2629386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,405,106,135.0,35.0,136.63024520874023,1.6302452087402344
58208,58209,13383540.33,2629336.267,13383590.33,2629286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,28,150.0,28.0,152.11275482177734,2.1127548217773438
58210,58211,13383540.33,2629236.267,13383590.33,2629186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,76,125.0,38.0,126.33487319946289,1.3348731994628906
58211,58212,13383540.33,2629186.267,13383590.33,2629136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,70,125.0,35.0,127.18580627441406,2.1858062744140625
58212,58213,13383540.33,2629136.267,13383590.33,2629086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,113,125.0,38.0,126.93889999389648,1.9388999938964844
58214,58215,13383540.33,2629036.267,13383590.33,2628986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,72,125.0,36.0,126.26213455200195,1.2621345520019531
58215,58216,13383540.33,2628986.267,13383590.33,2628936.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,42,140.0,42.0,139.7840347290039,0.21596527099609375
58216,58217,13383540.33,2628936.267,13383590.33,2628886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,265,53,133.0,27.0,133.34251022338867,0.3425102233886719
58217,58218,13383540.33,2628886.267,13383590.33,2628836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,35,125.0,35.0,125.48799896240234,0.48799896240234375
58218,58219,13383540.33,2628836.267,13383590.33,2628786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,64,125.0,32.0,125.373291015625,0.373291015625
58219,58220,13383540.33,2628786.267,13383590.33,2628736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,73,125.0,37.0,125.98698425292969,0.9869842529296875
58220,58221,13383540.33,2628736.267,13383590.33,2628686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,38,125.0,38.0,125.84829711914062,0.848297119140625
58221,58222,13383540.33,2628686.267,13383590.33,2628636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,34,130.0,34.0,131.22002410888672,1.2200241088867188
58223,58224,13383540.33,2628586.267,13383590.33,2628536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,49,125.0,25.0,126.2926025390625,1.2926025390625
58224,58225,13383540.33,2628536.267,13383590.33,2628486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,36,125.0,36.0,127.01819229125977,2.0181922912597656
58225,58226,13383540.33,2628486.267,13383590.33,2628436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,250,85,125.0,43.0,126.14684295654297,1.1468429565429688
58227,58228,13383540.33,2628386.267,13383590.33,2628336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,79,125.0,26.0,127.2778549194336,2.2778549194335938
58228,58229,13383540.33,2628336.267,13383590.33,2628286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,33,125.0,33.0,127.45176696777344,2.4517669677734375
58232,58233,13383540.33,2628136.267,13383590.33,2628086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,22,125.0,22.0,126.29961395263672,1.2996139526367188
58233,58234,13383540.33,2628086.267,13383590.33,2628036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,29,125.0,29.0,125.87181091308594,0.8718109130859375
58437,58438,13383590.33,2631986.267,13383640.33,2631936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,360,142,120.0,47.0,120.80116271972656,0.8011627197265625
58438,58439,13383590.33,2631936.267,13383640.33,2631886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,101,120.0,51.0,120.74942016601562,0.749420166015625
58439,58440,13383590.33,2631886.267,13383640.33,2631836.267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,143,120.0,48.0,120.91362380981445,0.9136238098144531
58440,58441,13383590.33,2631836.267,13383640.33,2631786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,240,95,120.0,48.0,120.2251205444336,0.22512054443359375
58444,58445,13383590.33,2631636.267,13383640.33,2631586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,94,120.0,31.0,120.80885314941406,0.8088531494140625
58445,58446,13383590.33,2631586.267,13383640.33,2631536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,130,35,130.0,35.0,130.359619140625,0.359619140625
58446,58447,13383590.33,2631536.267,13383640.33,2631486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,260,70,130.0,35.0,131.33752822875977,1.3375282287597656
58447,58448,13383590.33,2631486.267,13383640.33,2631436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,130,35,130.0,35.0,130.93251037597656,0.9325103759765625
58448,58449,13383590.33,2631436.267,13383640.33,2631386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,260,71,130.0,36.0,131.32880020141602,1.3288002014160156
58449,58450,13383590.33,2631386.267,13383640.33,2631336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,240,71,120.0,36.0,120.98405456542969,0.9840545654296875
58450,58451,13383590.33,2631336.267,13383640.33,2631286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,72,125.0,36.0,126.33826446533203,1.3382644653320312
58451,58452,13383590.33,2631286.267,13383640.33,2631236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,490,144,123.0,36.0,124.27994918823242,1.2799491882324219
58454,58455,13383590.33,2631136.267,13383640.33,2631086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,240,75,120.0,38.0,120.87830352783203,0.8783035278320312
58455,58456,13383590.33,2631086.267,13383640.33,2631036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,39,120.0,39.0,120.90213012695312,0.902130126953125
58456,58457,13383590.33,2631036.267,13383640.33,2630986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,120.66119384765625,0.66119384765625
58457,58458,13383590.33,2630986.267,13383640.33,2630936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41,120.0,41.0,120.18656158447266,0.18656158447265625
58458,58459,13383590.33,2630936.267,13383640.33,2630886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,40,120.0,40.0,120.08980178833008,0.08980178833007812
58459,58460,13383590.33,2630886.267,13383640.33,2630836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,160,41,160.0,41.0,159.4782257080078,0.5217742919921875
58460,58461,13383590.33,2630836.267,13383640.33,2630786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,720,242,144.0,48.0,143.73196029663086,0.2680397033691406
58461,58462,13383590.33,2630786.267,13383640.33,2630736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,480,182,120.0,46.0,120.8619613647461,0.8619613647460938
58462,58463,13383590.33,2630736.267,13383640.33,2630686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,106,120.0,35.0,120.40385818481445,0.4038581848144531
58463,58464,13383590.33,2630686.267,13383640.33,2630636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340,120,113.0,40.0,113.46832275390625,0.46832275390625
