,id,left,top,right,bottom,活動中心,郵局,公車站,火車站,加油站,停車場,腳踏車,寺廟,大賣場,服飾,便利商店,超市美妝,電子賣場,銀行,ATM,大學,高中,國小,國中,補習班,嫌惡設施_危險,嫌惡設施_殯葬,嫌惡設施_髒亂,食物,診所,醫院,禮品百貨,觀光景點,房屋稅數量,地段率總和,折舊年數總和,平均地段率,平均折舊年數,EPSG3857_X,EPSG3857_Y,距最近火車站距離,公園,土地單價,預測值
4322,4323,13376240.3256,2625936.2673,13376340.3256,2625836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625886.2673,7453.28665034627,0,,97.04211616516113
4323,4324,13376240.3256,2625836.2673,13376340.3256,2625736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625786.2673,7518.78366598409,0,,96.72129821777344
4324,4325,13376240.3256,2625736.2673,13376340.3256,2625636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625686.2673,7584.821954396,0,,96.39782333374023
4325,4326,13376240.3256,2625636.2673,13376340.3256,2625536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625586.2673,7360.15273489284,0,,97.51305770874023
4326,4327,13376240.3256,2625536.2673,13376340.3256,2625436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625486.2673,7341.54718053376,0,,97.60796928405762
4327,4328,13376240.3256,2625436.2673,13376340.3256,2625336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625386.2673,7324.04021925338,0,,97.69728469848633
4328,4329,13376240.3256,2625336.2673,13376340.3256,2625236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625286.2673,7307.6397674773,0,,97.78094863891602
4329,4330,13376240.3256,2625236.2673,13376340.3256,2625136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625186.2673,7292.35331155325,0,,97.85893058776855
4330,4331,13376240.3256,2625136.2673,13376340.3256,2625036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2625086.2673,7278.187891483,0,,97.93119621276855
4331,4332,13376240.3256,2625036.2673,13376340.3256,2624936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624986.2673,7265.15008540015,0,,97.99770927429199
4332,4333,13376240.3256,2624936.2673,13376340.3256,2624836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624886.2673,7253.24599486778,0,,98.05843925476074
4333,4334,13376240.3256,2624836.2673,13376340.3256,2624736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624786.2673,7242.48123106082,0,,98.11335182189941
4334,4335,13376240.3256,2624736.2673,13376340.3256,2624636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624686.2673,7232.86090192193,0,,98.16243171691895
4335,4336,13376240.3256,2624636.2673,13376340.3256,2624536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624586.2673,7224.38960033564,0,,98.20564842224121
4336,4337,13376240.3256,2624536.2673,13376340.3256,2624436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624486.2673,7217.07139339916,0,,98.24298477172852
4337,4338,13376240.3256,2624436.2673,13376340.3256,2624336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624386.2673,7210.90981284702,0,,98.27441596984863
4338,4339,13376240.3256,2624336.2673,13376340.3256,2624236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624286.2673,7205.90784667007,0,,98.2999324798584
4339,4340,13376240.3256,2624236.2673,13376340.3256,2624136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624186.2673,7202.06793198797,0,,98.31952095031738
4340,4341,13376240.3256,2624136.2673,13376340.3256,2624036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2624086.2673,7199.39194920579,0,,98.33317375183105
4341,4342,13376240.3256,2624036.2673,13376340.3256,2623936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623986.2673,7197.88121749189,0,,98.34087944030762
4342,4343,13376240.3256,2623936.2673,13376340.3256,2623836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623886.2673,7197.53649160065,0,,98.34263610839844
4343,4344,13376240.3256,2623836.2673,13376340.3256,2623736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623786.2673,7198.35796005829,0,,98.33844757080078
4344,4345,13376240.3256,2623736.2673,13376340.3256,2623636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623686.2673,7200.34524472194,0,,98.32831001281738
4345,4346,13376240.3256,2623636.2673,13376340.3256,2623536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623586.2673,7203.49740171495,0,,98.31222915649414
4346,4347,13376240.3256,2623536.2673,13376340.3256,2623436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623486.2673,7207.81292373221,0,,98.29021072387695
4347,4348,13376240.3256,2623436.2673,13376340.3256,2623336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623386.2673,7213.28974370306,0,,98.26227378845215
4348,4349,13376240.3256,2623336.2673,13376340.3256,2623236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623286.2673,7219.92523979219,0,,98.22842216491699
4349,4350,13376240.3256,2623236.2673,13376340.3256,2623136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623186.2673,7227.71624170721,0,,98.18867683410645
4350,4351,13376240.3256,2623136.2673,13376340.3256,2623036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2623086.2673,7236.6590382802,0,,98.1430549621582
4351,4352,13376240.3256,2623036.2673,13376340.3256,2622936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622986.2673,7246.74938628541,0,,98.09157752990723
4352,4353,13376240.3256,2622936.2673,13376340.3256,2622836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622886.2673,7257.98252043259,0,,98.03427696228027
4353,4354,13376240.3256,2622836.2673,13376340.3256,2622736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622786.2673,7270.35316449514,0,,97.97116661071777
4354,4355,13376240.3256,2622736.2673,13376340.3256,2622636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622686.2673,7283.85554351055,0,,97.90228080749512
4355,4356,13376240.3256,2622636.2673,13376340.3256,2622536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622586.2673,7298.48339697688,0,,97.8276596069336
4356,4357,13376240.3256,2622536.2673,13376340.3256,2622436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622486.2673,7314.2299929974,0,,97.74732971191406
4357,4358,13376240.3256,2622436.2673,13376340.3256,2622336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622386.2673,7331.08814328244,0,,97.66132736206055
4358,4359,13376240.3256,2622336.2673,13376340.3256,2622236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622286.2673,7349.05021894805,0,,97.5696964263916
4359,4360,13376240.3256,2622236.2673,13376340.3256,2622136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622186.2673,7368.10816701549,0,,97.47247123718262
4360,4361,13376240.3256,2622136.2673,13376340.3256,2622036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2622086.2673,7388.25352756382,0,,97.36969947814941
4361,4362,13376240.3256,2622036.2673,13376340.3256,2621936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621986.2673,7409.47745141353,0,,97.26142883300781
4362,4363,13376240.3256,2621936.2673,13376340.3256,2621836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621886.2673,7431.77071830614,0,,97.1476993560791
4363,4364,13376240.3256,2621836.2673,13376340.3256,2621736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621786.2673,7455.12375545737,0,,97.03311729431152
4364,4365,13376240.3256,2621736.2673,13376340.3256,2621636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621686.2673,7479.52665644076,0,,96.91358375549316
4365,4366,13376240.3256,2621636.2673,13376340.3256,2621536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621586.2673,7504.96920029332,0,,96.78896141052246
4366,4367,13376240.3256,2621536.2673,13376340.3256,2621436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621486.2673,7531.44087079316,0,,96.6592960357666
4367,4368,13376240.3256,2621436.2673,13376340.3256,2621336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621386.2673,7558.93087581408,0,,96.52464485168457
4368,4369,13376240.3256,2621336.2673,13376340.3256,2621236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621286.2673,7587.42816669633,0,,96.38505744934082
4369,4370,13376240.3256,2621236.2673,13376340.3256,2621136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621186.2673,7616.92145756803,0,,96.24059104919434
4370,4371,13376240.3256,2621136.2673,13376340.3256,2621036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376290.3256,2621086.2673,7647.39924454825,0,,96.0913028717041
4371,4372,13376340.3256,2635136.2673,13376440.3256,2635036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2635086.2673,6013.90236913498,0,,104.85588645935059
4372,4373,13376340.3256,2635036.2673,13376440.3256,2634936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634986.2673,5966.92763638165,0,,105.13016510009766
4373,4374,13376340.3256,2634936.2673,13376440.3256,2634836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634886.2673,5920.9958291935,0,,105.39835357666016
4374,4375,13376340.3256,2634836.2673,13376440.3256,2634736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634786.2673,5876.13143005869,0,,105.66030311584473
4375,4376,13376340.3256,2634736.2673,13376440.3256,2634636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634686.2673,5832.35909757649,0,,105.91588401794434
4376,4377,13376340.3256,2634636.2673,13376440.3256,2634536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634586.2673,5789.70362728797,0,,106.16494560241699
4377,4378,13376340.3256,2634536.2673,13376440.3256,2634436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634486.2673,5748.18990925343,0,,106.4073371887207
4378,4379,13376340.3256,2634436.2673,13376440.3256,2634336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634386.2673,5707.84288232689,0,,106.64291763305664
4379,4380,13376340.3256,2634336.2673,13376440.3256,2634236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634286.2673,5668.68748516992,0,,106.87154006958008
4380,4381,13376340.3256,2634236.2673,13376440.3256,2634136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634186.2673,5630.7486040206,0,,107.09305953979492
4381,4382,13376340.3256,2634136.2673,13376440.3256,2634036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2634086.2673,5594.05101728311,0,,107.30732917785645
4382,4383,13376340.3256,2634036.2673,13376440.3256,2633936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633986.2673,5558.61933708091,0,,107.51420974731445
4383,4384,13376340.3256,2633936.2673,13376440.3256,2633836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633886.2673,5524.47794788936,0,,107.71355247497559
4384,4385,13376340.3256,2633836.2673,13376440.3256,2633736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633786.2673,5491.65094243758,0,,107.90522766113281
4385,4386,13376340.3256,2633736.2673,13376440.3256,2633636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633686.2673,5460.16205513357,0,,108.08908462524414
4386,4387,13376340.3256,2633636.2673,13376440.3256,2633536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633586.2673,5430.03459326914,0,,108.26499557495117
4387,4388,13376340.3256,2633536.2673,13376440.3256,2633436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633486.2673,5401.29136633687,0,,108.43282127380371
4388,4389,13376340.3256,2633436.2673,13376440.3256,2633336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633386.2673,5373.95461381723,0,,108.59243965148926
4389,4390,13376340.3256,2633336.2673,13376440.3256,2633236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633286.2673,5348.04593184624,0,,108.74371528625488
4390,4391,13376340.3256,2633236.2673,13376440.3256,2633136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633186.2673,5323.58619921611,0,,108.88653373718262
4391,4392,13376340.3256,2633136.2673,13376440.3256,2633036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2633086.2673,5300.59550319924,0,,109.02077102661133
4392,4393,13376340.3256,2633036.2673,13376440.3256,2632936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632986.2673,5279.09306570798,0,,109.15163993835449
4393,4394,13376340.3256,2632936.2673,13376440.3256,2632836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632886.2673,5259.09717034769,0,,112.06915664672852
4394,4395,13376340.3256,2632836.2673,13376440.3256,2632736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632786.2673,5240.62509095042,0,,116.63259887695312
4395,4396,13376340.3256,2632736.2673,13376440.3256,2632636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632686.2673,5223.6930221528,0,,118.54826354980469
4396,4397,13376340.3256,2632636.2673,13376440.3256,2632536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632586.2673,5208.31601264833,0,,120.0243148803711
4397,4398,13376340.3256,2632536.2673,13376440.3256,2632436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632486.2673,5194.50790168838,0,,123.08536148071289
4398,4399,13376340.3256,2632436.2673,13376440.3256,2632336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,13376390.3256,2632386.2673,5182.28125944706,0,,131.15283966064453
4399,4400,13376340.3256,2632336.2673,13376440.3256,2632236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632286.2673,5171.64733180748,0,,122.12207412719727
4400,4401,13376340.3256,2632236.2673,13376440.3256,2632136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2632186.2673,5162.6159901213,0,,118.08250045776367
4401,4402,13376340.3256,2632136.2673,13376440.3256,2632036.2673,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,2,0,0,0,,,13376390.3256,2632086.2673,5155.19568645327,0,,125.65277862548828
4402,4403,13376340.3256,2632036.2673,13376440.3256,2631936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,1,130,18,130.0,18.0,13376390.3256,2631986.2673,5149.39341477327,0,,124.29682540893555
4403,4404,13376340.3256,2631936.2673,13376440.3256,2631836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631886.2673,5145.21467850454,0,,119.89526748657227
4404,4405,13376340.3256,2631836.2673,13376440.3256,2631736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631786.2673,5142.66346478052,0,,123.95205307006836
4405,4406,13376340.3256,2631736.2673,13376440.3256,2631636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631686.2673,5141.74222568142,0,,125.97805404663086
4406,4407,13376340.3256,2631636.2673,13376440.3256,2631536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631586.2673,5142.45186666536,0,,125.21770858764648
4407,4408,13376340.3256,2631536.2673,13376440.3256,2631436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631486.2673,5144.79174231511,1,,123.4779167175293
4408,4409,13376340.3256,2631436.2673,13376440.3256,2631336.2673,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631386.2673,5148.75965944938,0,,121.96107864379883
4409,4410,13376340.3256,2631336.2673,13376440.3256,2631236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631286.2673,5154.35188756557,0,,115.38786315917969
4410,4411,13376340.3256,2631236.2673,13376440.3256,2631136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631186.2673,5161.5631764962,0,,115.46659851074219
4411,4412,13376340.3256,2631136.2673,13376440.3256,2631036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2631086.2673,5170.38678108545,0,,116.93928146362305
4412,4413,13376340.3256,2631036.2673,13376440.3256,2630936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630986.2673,5180.81449262059,0,,118.04988098144531
4413,4414,13376340.3256,2630936.2673,13376440.3256,2630836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630886.2673,5192.83667667694,0,,116.90507888793945
4414,4415,13376340.3256,2630836.2673,13376440.3256,2630736.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630786.2673,5206.44231697506,0,,121.01334381103516
4415,4416,13376340.3256,2630736.2673,13376440.3256,2630636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630686.2673,5221.61906479969,0,,122.22931289672852
4416,4417,13376340.3256,2630636.2673,13376440.3256,2630536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630586.2673,5238.35329346895,0,,118.75445938110352
4417,4418,13376340.3256,2630536.2673,13376440.3256,2630436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630486.2673,5256.63015731437,0,,114.80548095703125
4418,4419,13376340.3256,2630436.2673,13376440.3256,2630336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630386.2673,5276.43365461171,0,,114.38936233520508
4419,4420,13376340.3256,2630336.2673,13376440.3256,2630236.2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630286.2673,5297.74669385219,0,,112.09228897094727
4420,4421,13376340.3256,2630236.2673,13376440.3256,2630136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630186.2673,5320.55116277746,0,,110.18827438354492
4421,4422,13376340.3256,2630136.2673,13376440.3256,2630036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2630086.2673,5344.82799956325,0,,108.14364242553711
4422,4423,13376340.3256,2630036.2673,13376440.3256,2629936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2629986.2673,5370.55726554793,0,,107.66629981994629
4423,4424,13376340.3256,2629936.2673,13376440.3256,2629836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2629886.2673,5397.71821897255,0,,108.58218383789062
4424,4425,13376340.3256,2629836.2673,13376440.3256,2629736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2629786.2673,5426.28938911208,0,,111.17510223388672
4425,4426,13376340.3256,2629736.2673,13376440.3256,2629636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2629686.2673,5456.24865032615,0,,113.37041473388672
4426,4427,13376340.3256,2629636.2673,13376440.3256,2629536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13376390.3256,2629586.2673,5487.5732955127,0,,115.07863235473633
