Unnamed: 0,匯入時間,統計時間,縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
1696,20210701,2018,臺南市,新化區,羊林里,184,121262,659,540,344,826,478.65,72.63
1697,20210701,2018,臺南市,新化區,礁坑里,157,109283,696,546,338,792,865.92,124.4
1698,20210701,2018,臺南市,善化區,東關里,410,544934,1329,933,488,1919,1129.12,84.95
1699,20210701,2018,臺南市,善化區,文昌里,855,813527,951,652,401,1198,933.63,98.12
1700,20210701,2018,臺南市,善化區,南關里,532,458551,862,615,386,1066,837.0,97.11
1701,20210701,2018,臺南市,善化區,文正里,497,538636,1084,758,438,1333,1043.8,96.31
1702,20210701,2018,臺南市,善化區,坐駕里,1436,1591996,1109,819,460,1474,956.33,86.26
1703,20210701,2018,臺南市,善化區,胡家里,296,229281,775,617,428,941,608.74,78.59
1704,20210701,2018,臺南市,善化區,胡厝里,563,471267,837,620,399,1046,791.1,94.51
1705,20210701,2018,臺南市,善化區,什乃里,366,303590,829,642,398,1069,693.34,83.59
1706,20210701,2018,臺南市,善化區,溪美里,560,634917,1134,696,421,1213,1692.75,149.3
1707,20210701,2018,臺南市,善化區,六分里,189,154972,820,644,380,1107,610.39,74.44
1708,20210701,2018,臺南市,善化區,田寮里,476,367380,772,621,398,932,601.81,77.97
1709,20210701,2018,臺南市,善化區,六德里,269,198947,740,567,392,897,653.7,88.39
1710,20210701,2018,臺南市,善化區,牛庄里,529,459567,869,640,397,1084,800.94,92.19
1711,20210701,2018,臺南市,善化區,嘉南里,288,229214,796,627,379,985,690.6,86.77
1712,20210701,2018,臺南市,善化區,嘉北里,441,388617,881,694,457,1131,684.1,77.63
1713,20210701,2018,臺南市,善化區,小新里,1498,1590370,1062,789,477,1319,1005.4,94.7
1714,20210701,2018,臺南市,善化區,光文里,1882,2010818,1068,744,426,1340,1124.63,105.26
1715,20210701,2018,臺南市,善化區,頂街里,356,341406,959,679,413,1277,860.33,89.71
1716,20210701,2018,臺南市,善化區,昌隆里,516,410168,795,591,373,1008,759.12,95.5
1717,20210701,2018,臺南市,善化區,蓮潭里,1217,2215289,1820,1574,881,2454,1328.55,72.99
1718,20210701,2018,臺南市,新市區,新市里,934,761743,816,627,393,1006,645.41,79.14
1719,20210701,2018,臺南市,新市區,新和里,2150,2058829,958,690,429,1186,875.34,91.41
1720,20210701,2018,臺南市,新市區,社內里,808,693541,858,674,410,1099,670.0,78.06
1721,20210701,2018,臺南市,新市區,大洲里,164,126989,774,584,398,881,642.23,82.94
1722,20210701,2018,臺南市,新市區,豐華里,235,193742,824,567,383,961,1032.47,125.23
1723,20210701,2018,臺南市,新市區,三舍里,527,657883,1248,762,449,1432,1476.66,118.29
1724,20210701,2018,臺南市,新市區,大營里,1060,947960,894,679,402,1135,807.18,90.26
1725,20210701,2018,臺南市,新市區,大社里,1389,1170292,843,650,417,1053,717.88,85.2
1726,20210701,2018,臺南市,新市區,潭頂里,515,378250,734,540,353,920,711.37,96.86
1727,20210701,2018,臺南市,新市區,港墘里,1111,810409,729,576,371,889,578.93,79.37
1728,20210701,2018,臺南市,新市區,永就里,945,797009,843,661,403,1099,673.33,79.84
1729,20210701,2018,臺南市,安定區,蘇林里,575,417583,726,589,363,948,541.27,74.53
1730,20210701,2018,臺南市,安定區,蘇厝里,557,434473,780,617,389,1002,613.61,78.67
1731,20210701,2018,臺南市,安定區,安定里,369,294436,798,639,426,956,631.65,79.16
1732,20210701,2018,臺南市,安定區,安加里,532,465609,875,690,418,1153,678.72,77.55
1733,20210701,2018,臺南市,安定區,港尾里,366,296094,809,586,388,990,781.61,96.61
1734,20210701,2018,臺南市,安定區,中榮里,531,544820,1026,760,436,1306,969.25,94.47
1735,20210701,2018,臺南市,安定區,港口里,814,642086,789,635,397,980,608.58,77.15
1736,20210701,2018,臺南市,安定區,港南里,695,536657,772,574,367,957,668.21,86.54
1737,20210701,2018,臺南市,安定區,新吉里,682,542258,795,577,379,968,764.79,96.19
1738,20210701,2018,臺南市,安定區,海寮里,639,472936,740,571,381,908,626.79,84.69
1739,20210701,2018,臺南市,安定區,中沙里,175,139792,799,639,373,923,813.77,101.87
1740,20210701,2018,臺南市,安定區,嘉同里,571,388258,680,544,352,798,677.12,99.58
1741,20210701,2018,臺南市,安定區,文科里,388,294993,760,574,378,948,651.92,85.75
1742,20210701,2018,臺南市,山上區,山上里,265,196833,743,592,386,930,541.71,72.93
1743,20210701,2018,臺南市,山上區,南洲里,413,286612,694,548,360,888,569.5,82.06
1744,20210701,2018,臺南市,山上區,明和里,409,300077,734,584,384,949,546.21,74.45
1745,20210701,2018,臺南市,山上區,新莊里,279,180254,646,554,367,832,441.87,68.39
1746,20210701,2018,臺南市,山上區,玉峰里,90,58144,646,587,358,824,414.71,64.19
1747,20210701,2018,臺南市,山上區,豐德里,70,49626,709,475,371,751,867.27,122.33
1748,20210701,2018,臺南市,山上區,平陽里,89,58753,660,566,339,831,540.67,81.9
1749,20210701,2018,臺南市,玉井區,玉井里,296,234476,792,608,380,1001,646.96,81.67
1750,20210701,2018,臺南市,玉井區,玉田里,864,663757,768,595,361,964,680.17,88.54
1751,20210701,2018,臺南市,玉井區,中正里,219,160344,732,558,365,910,672.01,91.78
1752,20210701,2018,臺南市,玉井區,竹圍里,270,180251,668,552,378,815,471.57,70.64
1753,20210701,2018,臺南市,玉井區,沙田里,83,63964,771,576,366,1013,652.81,84.71
1754,20210701,2018,臺南市,玉井區,三埔里,75,60128,802,683,461,1116,559.89,69.84
1755,20210701,2018,臺南市,玉井區,三和里,141,106297,754,568,368,951,620.39,82.29
1756,20210701,2018,臺南市,玉井區,望明里,250,164132,657,539,361,749,498.28,75.9
1757,20210701,2018,臺南市,玉井區,層林里,91,62836,691,551,392,827,489.26,70.86
1758,20210701,2018,臺南市,玉井區,豐里里,167,122763,735,539,349,827,934.57,127.13
1759,20210701,2018,臺南市,楠西區,楠西里,322,220833,686,565,343,853,536.13,78.17
1760,20210701,2018,臺南市,楠西區,灣丘里,155,106909,690,524,301,872,585.03,84.82
1761,20210701,2018,臺南市,楠西區,密枝里,86,66165,769,568,414,908,634.96,82.53
1762,20210701,2018,臺南市,楠西區,照興里,135,77335,573,461,319,701,490.66,85.65
1763,20210701,2018,臺南市,楠西區,鹿田里,149,101923,684,527,337,856,531.29,77.67
1764,20210701,2018,臺南市,楠西區,龜丹里,106,73003,689,560,403,870,513.33,74.53
1765,20210701,2018,臺南市,楠西區,東勢里,382,260307,681,532,346,874,524.59,76.98
1766,20210701,2018,臺南市,南化區,南化里,263,188248,716,566,367,906,547.08,76.43
1767,20210701,2018,臺南市,南化區,小崙里,112,72295,645,542,357,811,461.29,71.46
1768,20210701,2018,臺南市,南化區,中坑里,74,52622,711,581,447,832,450.48,63.35
1769,20210701,2018,臺南市,南化區,北平里,83,47722,575,473,267,714,452.32,78.67
1770,20210701,2018,臺南市,南化區,東和里,89,71147,799,573,385,818,923.77,115.56
1771,20210701,2018,臺南市,南化區,西埔里,149,98159,659,541,340,819,496.96,75.44
1772,20210701,2018,臺南市,南化區,北寮里,196,142836,729,602,395,867,629.48,86.38
1773,20210701,2018,臺南市,南化區,玉山里,168,112418,669,539,356,835,478.47,71.5
1774,20210701,2018,臺南市,南化區,關山里,182,134246,738,604,379,897,572.9,77.67
1775,20210701,2018,臺南市,左鎮區,光和里,52,37488,721,551,341,993,542.14,75.2
1776,20210701,2018,臺南市,左鎮區,榮和里,113,71011,628,560,324,807,467.58,74.41
1777,20210701,2018,臺南市,左鎮區,左鎮里,80,50638,633,504,355,760,442.58,69.92
1778,20210701,2018,臺南市,左鎮區,中正里,133,91776,690,523,334,881,591.01,85.65
1779,20210701,2018,臺南市,左鎮區,睦光里,54,35860,664,455,345,711,537.15,80.89
1780,20210701,2018,臺南市,左鎮區,內庄里,69,54166,785,625,432,1062,589.84,75.14
1781,20210701,2018,臺南市,左鎮區,岡林里,56,34796,621,460,272,809,527.65,84.92
1782,20210701,2018,臺南市,左鎮區,草山里,37,22556,610,524,270,752,579.77,95.1
1783,20210701,2018,臺南市,左鎮區,二寮里,20,12790,640,630,426,829,320.74,50.15
1784,20210701,2018,臺南市,左鎮區,澄山里,59,32897,558,501,334,692,436.56,78.3
1785,20210701,2018,臺南市,仁德區,太子里,1531,1187545,776,607,378,981,645.91,83.27
1786,20210701,2018,臺南市,仁德區,土庫里,778,603295,775,594,366,998,660.61,85.19
1787,20210701,2018,臺南市,仁德區,一甲里,889,833066,937,658,385,1142,1012.36,108.03
1788,20210701,2018,臺南市,仁德區,仁德里,2347,2250352,959,729,431,1232,890.03,92.83
1789,20210701,2018,臺南市,仁德區,新田里,1045,874730,837,635,386,1031,758.69,90.64
1790,20210701,2018,臺南市,仁德區,後壁里,2797,2319890,829,639,400,1065,659.47,79.51
1791,20210701,2018,臺南市,仁德區,上崙里,1734,1386118,799,638,383,1049,637.12,79.7
1792,20210701,2018,臺南市,仁德區,保安里,822,643249,783,593,380,967,640.65,81.87
1793,20210701,2018,臺南市,仁德區,二行里,583,503432,864,623,392,1043,922.58,106.84
1794,20210701,2018,臺南市,仁德區,大甲里,556,422951,761,592,408,923,631.3,82.99
1795,20210701,2018,臺南市,仁德區,中洲里,672,522734,778,589,383,962,726.64,93.41
1796,20210701,2018,臺南市,仁德區,仁和里,366,287933,787,641,379,1021,644.42,81.91
1797,20210701,2018,臺南市,仁德區,成功里,1359,1150712,847,598,371,1016,883.75,104.37
1798,20210701,2018,臺南市,仁德區,仁愛里,357,290980,815,647,396,1137,584.37,71.7
1799,20210701,2018,臺南市,仁德區,仁義里,2977,2662108,894,656,404,1098,867.48,97.01
1800,20210701,2018,臺南市,仁德區,文賢里,580,435043,750,600,372,903,676.6,90.21
1801,20210701,2018,臺南市,歸仁區,南保里,1907,1541262,808,614,393,1003,715.69,88.55
1802,20210701,2018,臺南市,歸仁區,六甲里,1055,810766,768,594,380,920,734.19,95.54
1803,20210701,2018,臺南市,歸仁區,歸仁里,706,620501,879,659,415,1091,730.69,83.14
1804,20210701,2018,臺南市,歸仁區,後市里,993,849896,856,633,403,996,1143.21,133.57
1805,20210701,2018,臺南市,歸仁區,辜厝里,941,762787,811,630,403,995,719.19,88.72
1806,20210701,2018,臺南市,歸仁區,許厝里,981,798183,814,630,417,1030,668.5,82.16
1807,20210701,2018,臺南市,歸仁區,看西里,653,573006,877,667,433,1134,810.58,92.37
1808,20210701,2018,臺南市,歸仁區,看東里,565,468569,829,669,426,1006,719.79,86.79
1809,20210701,2018,臺南市,歸仁區,崙頂里,931,939814,1009,688,418,1220,1136.99,112.63
1810,20210701,2018,臺南市,歸仁區,沙崙里,164,126282,770,596,355,966,714.91,92.84
1811,20210701,2018,臺南市,歸仁區,大潭里,472,370619,785,598,391,930,1048.32,133.51
1812,20210701,2018,臺南市,歸仁區,武東里,445,426926,959,749,433,1155,1121.92,116.94
1813,20210701,2018,臺南市,歸仁區,八甲里,726,621920,857,663,412,1080,770.64,89.96
1814,20210701,2018,臺南市,歸仁區,七甲里,999,822592,823,647,401,1062,738.61,89.7
1815,20210701,2018,臺南市,歸仁區,媽廟里,503,402333,800,608,394,978,755.94,94.51
1816,20210701,2018,臺南市,歸仁區,西埔里,508,393096,774,574,384,974,673.47,87.03
1817,20210701,2018,臺南市,歸仁區,大廟里,826,625751,758,596,378,943,633.48,83.62
1818,20210701,2018,臺南市,歸仁區,南興里,1309,1133966,866,650,420,1075,771.15,89.02
1819,20210701,2018,臺南市,歸仁區,新厝里,711,585477,823,622,391,1025,691.37,83.96
1820,20210701,2018,臺南市,歸仁區,歸南里,653,491875,753,599,367,888,652.35,86.6
1821,20210701,2018,臺南市,歸仁區,文化里,935,757455,810,636,397,989,706.21,87.17
1822,20210701,2018,臺南市,關廟區,關廟里,587,494637,843,646,383,1007,828.18,98.28
1823,20210701,2018,臺南市,關廟區,山西里,537,415561,774,589,374,902,901.88,116.54
1824,20210701,2018,臺南市,關廟區,香洋里,904,720741,797,589,382,945,910.45,114.19
1825,20210701,2018,臺南市,關廟區,北勢里,621,469693,756,630,406,922,557.12,73.66
1826,20210701,2018,臺南市,關廟區,新埔里,256,188269,735,574,390,857,649.15,88.27
1827,20210701,2018,臺南市,關廟區,五甲里,886,644307,727,601,377,943,527.98,72.6
1828,20210701,2018,臺南市,關廟區,東勢里,825,575827,698,582,385,897,513.88,73.62
1829,20210701,2018,臺南市,關廟區,松腳里,479,390310,815,579,363,910,1215.24,149.14
1830,20210701,2018,臺南市,關廟區,深坑里,375,262404,700,565,382,856,528.59,75.54
1831,20210701,2018,臺南市,關廟區,布袋里,274,176499,644,494,320,743,650.08,100.92
1832,20210701,2018,臺南市,關廟區,埤頭里,470,365633,778,566,386,873,886.24,113.92
1833,20210701,2018,臺南市,關廟區,下湖里,112,68212,609,530,309,800,426.28,69.99
1834,20210701,2018,臺南市,關廟區,新光里,121,72024,595,489,307,696,490.25,82.36
1835,20210701,2018,臺南市,關廟區,南雄里,310,206014,665,535,350,828,527.35,79.35
1836,20210701,2018,臺南市,關廟區,花園里,891,648912,728,590,364,864,633.97,87.05
1837,20210701,2018,臺南市,龍崎區,崎頂里,193,137081,710,581,364,900,541.71,76.27
1838,20210701,2018,臺南市,龍崎區,土崎里,115,71502,622,487,338,763,456.5,73.42
1839,20210701,2018,臺南市,龍崎區,中坑里,17,17465,1027,643,360,1192,1083.28,105.45
1840,20210701,2018,臺南市,龍崎區,楠坑里,55,44535,810,625,283,988,829.02,102.38
1841,20210701,2018,臺南市,龍崎區,牛埔里,77,59120,768,589,376,925,855.52,111.43
1842,20210701,2018,臺南市,龍崎區,大坪里,65,38913,599,504,346,775,366.71,61.25
1843,20210701,2018,臺南市,龍崎區,龍船里,68,48826,718,592,332,955,544.14,75.78
1844,20210701,2018,臺南市,龍崎區,石𥕢里,67,42095,628,497,328,766,507.65,80.8
1845,20210701,2018,臺南市,永康區,永康里,2437,2224257,913,654,406,1125,895.62,98.13
1846,20210701,2018,臺南市,永康區,埔園里,2370,2441262,1030,742,440,1294,985.2,95.64
1847,20210701,2018,臺南市,永康區,網寮里,2185,2142705,981,698,405,1186,1193.24,121.68
1848,20210701,2018,臺南市,永康區,王行里,722,670254,928,644,395,1056,1127.55,121.46
1849,20210701,2018,臺南市,永康區,龍潭里,1896,1717485,906,675,405,1115,934.79,103.2
1850,20210701,2018,臺南市,永康區,大灣里,957,787870,823,620,349,1021,781.14,94.88
1851,20210701,2018,臺南市,永康區,東灣里,972,779098,802,589,381,927,1011.79,126.23
1852,20210701,2018,臺南市,永康區,西灣里,2290,1991663,870,642,389,1087,795.22,91.43
1853,20210701,2018,臺南市,永康區,南灣里,1035,767117,741,594,373,919,586.9,79.19
1854,20210701,2018,臺南市,永康區,北灣里,1237,1034181,836,640,393,1029,726.27,86.87
1855,20210701,2018,臺南市,永康區,西勢里,1934,1690532,874,650,415,1100,748.42,85.62
1856,20210701,2018,臺南市,永康區,新樹里,547,424131,775,592,383,919,668.11,86.17
1857,20210701,2018,臺南市,永康區,三民里,407,434575,1068,681,399,1211,1581.32,148.1
1858,20210701,2018,臺南市,永康區,塩行里,1748,1487433,851,613,360,1033,857.03,100.72
1859,20210701,2018,臺南市,永康區,蔦松里,535,418950,783,613,401,946,642.94,82.1
1860,20210701,2018,臺南市,永康區,烏竹里,898,799979,891,704,416,1152,735.75,82.59
1861,20210701,2018,臺南市,永康區,建國里,547,452086,826,646,410,1083,719.55,87.06
1862,20210701,2018,臺南市,永康區,復興里,381,309746,813,576,335,906,865.68,106.48
1863,20210701,2018,臺南市,永康區,成功里,524,431190,823,624,385,1003,778.89,94.65
1864,20210701,2018,臺南市,永康區,光復里,127,99477,783,549,363,919,884.65,112.94
1865,20210701,2018,臺南市,永康區,神洲里,270,170507,632,513,326,847,448.97,71.09
1866,20210701,2018,臺南市,永康區,勝利里,2266,2048075,904,634,366,1150,985.02,108.98
1867,20210701,2018,臺南市,永康區,大橋里,1922,2323504,1209,651,386,1143,10680.77,883.51
1868,20210701,2018,臺南市,永康區,五王里,1622,1276138,787,606,378,1011,710.93,90.36
1869,20210701,2018,臺南市,永康區,崑山里,1815,1525273,840,614,379,1019,786.47,93.59
1870,20210701,2018,臺南市,永康區,塩洲里,1968,1742566,885,663,394,1097,776.07,87.65
1871,20210701,2018,臺南市,永康區,甲頂里,705,568282,806,625,412,947,835.98,103.71
1872,20210701,2018,臺南市,永康區,復國里,2608,2070908,794,636,394,990,659.77,83.09
1873,20210701,2018,臺南市,永康區,中興里,967,784817,812,631,398,1010,688.5,84.83
1874,20210701,2018,臺南市,永康區,正強里,2489,2166419,870,661,408,1071,808.01,92.83
1875,20210701,2018,臺南市,永康區,二王里,2367,2094980,885,666,398,1124,801.9,90.6
1876,20210701,2018,臺南市,永康區,中華里,928,950738,1025,698,412,1266,1044.93,101.99
1877,20210701,2018,臺南市,永康區,東橋里,2594,3333586,1285,964,508,1721,1195.98,93.06
1878,20210701,2018,臺南市,永康區,安康里,1534,1366575,891,670,397,1117,900.1,101.04
1879,20210701,2018,臺南市,永康區,西橋里,984,799146,812,626,385,1039,675.77,83.21
1880,20210701,2018,臺南市,永康區,六合里,1799,1591271,885,645,380,1113,864.64,97.75
1881,20210701,2018,臺南市,永康區,三合里,947,718605,759,594,366,996,620.57,81.78
1882,20210701,2018,臺南市,永康區,尚頂里,1417,1287041,908,633,378,1052,1057.81,116.46
1883,20210701,2018,臺南市,永康區,復華里,2816,2352173,835,637,394,1029,789.68,94.54
1884,20210701,2018,臺南市,永康區,龍埔里,1293,1456814,1127,867,492,1487,923.19,81.94
1885,20210701,2018,臺南市,永康區,永明里,1464,1488644,1017,755,452,1251,1363.15,134.06
1886,20210701,2018,臺南市,永康區,塩興里,1277,1241193,972,711,439,1166,1009.56,103.87
1887,20210701,2018,臺南市,永康區,北興里,1544,1493436,967,735,429,1253,849.97,87.87
