Unnamed: 0,匯入時間,縣市,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
15490,20211201,台南市,安平區,房地(土地+建物)+車位,,26.26,都市：其他:住宅區,,,1080901,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,217.87,3,2,2,有,有,15910000.0,77722.0,坡道平面,29.25,1250000.0,預售屋、或土地及建物分件登記案件；,RPPQMLRLQHGGFAD28DA,118.14,13.8,0.0,有
15491,20211201,台南市,安平區,房地(土地+建物)+車位,,37.49,都市：其他:住宅區,,,1080508,土地1建物1車位2,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,312.67,4,2,3,有,有,21790000.0,75107.0,坡道平面,58.5,2700000.0,預售屋、或土地及建物分件登記案件；,RPUQMLRLQHGGFAD78DA,160.64,16.42,0.0,有
15492,20211201,台南市,中西區,房地(土地+建物),,12.85,都市：其他:商業區,,,1100711,土地2建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800515.0,128.79,3,2,2,有,有,4900000.0,38046.0,,0.0,0.0,,RPUNMLNJRHGGFAD97DA,102.76,5.74,0.0,有
15493,20211201,台南市,北區,房地(土地+建物),,24.23,都市：其他:細部計畫道路用地,,,1100820,土地3建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100507.0,69.87,2,1,1,有,有,6840000.0,97896.0,,0.0,0.0,包含公共設施保留地用地；,RPRNMLOJRHGGFAD77DA,49.55,3.59,0.0,有
15494,20211201,台南市,安平區,房地(土地+建物)+車位,,26.89,都市：其他:住宅區,,,1080503,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,223.07,3,2,2,有,有,15670000.0,74399.0,坡道平面,29.25,1250000.0,預售屋、或土地及建物分件登記案件；,RPUPMLQJRHGGFAD48DA,121.46,14.14,0.0,有
15495,20211201,台南市,安平區,房地(土地+建物)+車位,,37.28,都市：其他:住宅區,,,1080923,土地1建物1車位2,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,310.3300000000001,4,2,3,有,有,21920000.0,76012.0,坡道平面,56.16,2600000.0,預售屋、或土地及建物分件登記案件；,RPVPMLQJRHGGFAD58DA,160.64,16.42,0.0,有
15496,20211201,台南市,中西區,房地(土地+建物),,5.87,都市：其他:細部計畫道路用地,,,1100829,土地6建物1車位0,三層，走廊,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800213.0,41.97,1,1,1,有,有,1750000.0,41696.0,,0.0,0.0,,RPPOMLRJRHGGFAD97DA,26.83,5.9,0.0,有
15497,20211201,台南市,安平區,房地(土地+建物)+車位,,26.89,都市：其他:住宅區,,,1081003,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,223.07,3,2,2,有,有,15970000.0,75947.0,坡道平面,29.25,1250000.0,預售屋、或土地及建物分件登記案件；,RPSNMLSJRHGGFAD28DA,121.46,14.14,0.0,有
15498,20211201,台南市,北區,房地(土地+建物)+車位,,30.43,都市：其他:住宅區,,,1090403,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623.0,170.44,4,2,2,有,有,12810000.0,73328.0,坡道平面,16.61,1530000.0,權利買賣契約價格1450萬元預售屋、或土地及建物分件登記案件；,RPOQMLSJRHGGFAD18DA,86.93,13.04,0.0,有
15499,20211201,台南市,中西區,房地(土地+建物),,5.32,都市：其他:商業區,,,1100810,土地1建物1車位0,十四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860127.0,63.3,1,1,1,有,有,3820000.0,60348.0,,0.0,0.0,,RPXOMLTJRHGGFAD98DA,36.67,6.49,0.0,有
15500,20211201,台南市,安平區,房地(土地+建物),,9.26,都市：其他:住宅區,,,1100823,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1021125.0,63.99,2,2,1,有,有,4180000.0,65323.0,,0.0,0.0,,RPXPMLTJRHGGFAD09DA,37.97,4.44,0.0,有
15501,20211201,台南市,安平區,房地(土地+建物)+車位,,34.67,都市：其他:住宅區,,,1091009,土地1建物1車位2,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100413.0,291.44000000000005,4,2,2,有,有,20390000.0,76801.0,坡道平面,58.5,2500000.0,預售屋、或土地及建物分件登記案件；,RPVOMLTJRHGGFAD78DA,146.42,16.19,0.0,有
15502,20211201,台南市,安南區,土地,,117.1,都市：其他:細部計畫道路用地,,,1100830,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2918160.0,24920.0,,0.0,0.0,包含公共設施保留地用地；,RPPOMLQJRHGGFBD97DA,0.0,0.0,0.0,無
15503,20211201,台南市,安南區,土地,,158.08,都市：其他:細部計畫道路用地,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3547374.0,22440.0,,0.0,0.0,包含公共設施保留地用地；,RPQOMLQJRHGGFBD08DA,0.0,0.0,0.0,無
15504,20211201,台南市,安南區,土地,,31.5,都市：其他:細部計畫道路用地,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,599784.0,19041.0,,0.0,0.0,包含公共設施保留地用地；,RPROMLQJRHGGFBD18DA,0.0,0.0,0.0,無
15505,20211201,台南市,安南區,房地(土地+建物),,171.98,都市：其他:住宅區,,,1100515,土地5建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,971128.0,274.02,5,2,5,有,有,16200000.0,59120.0,,0.0,0.0,,RPROMLTJRHGGFBD48DA,262.41,8.42,0.0,無
15506,20211201,台南市,安南區,房地(土地+建物)+車位,,15.47,都市：其他:住宅區,,,1100816,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100114.0,116.21,2,2,1,有,有,6400000.0,55073.0,坡道平面,25.6,0.0,,RPVOMLRJRHGGFBD68DA,54.27,8.16,0.0,有
15507,20211201,台南市,安南區,土地,,463.5,都市：其他:主要計畫道路用地,,,1100827,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7085982.0,15288.0,,0.0,0.0,包含公共設施保留地用地；,RPPNMLSJRHGGFBD08DA,0.0,0.0,0.0,無
15508,20211201,台南市,安南區,房地(土地+建物),,77.56,都市：其他:低密度住宅區,,,1090721,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,155.33,5,2,4,有,無,8200000.0,52791.0,,0.0,0.0,,RPRNMLSJRHGGFBD28DA,152.13,3.2,0.0,無
15509,20211201,台南市,安南區,房地(土地+建物),,80.75,都市：其他:低密度住宅區,,,1090909,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,154.7,5,2,4,有,無,8300000.0,53652.0,,0.0,0.0,,RPTNMLSJRHGGFBD48DA,151.5,3.2,0.0,無
15510,20211201,台南市,安南區,房地(土地+建物),,79.44,都市：其他:低密度住宅區,,,1090721,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,154.7,5,2,4,有,無,8200000.0,53006.0,,0.0,0.0,,RPUNMLSJRHGGFBD58DA,151.5,3.2,0.0,無
15511,20211201,台南市,安南區,房地(土地+建物),,76.84,都市：其他:低密度住宅區,,,1100507,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,154.7,5,2,4,有,無,8200000.0,53006.0,,0.0,0.0,,RPVNMLSJRHGGFBD68DA,151.5,3.2,0.0,無
15512,20211201,台南市,安南區,房地(土地+建物),,74.57,都市：其他:低密度住宅區,,,1090804,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,154.15,5,2,4,有,無,8200000.0,53195.0,,0.0,0.0,,RPWNMLSJRHGGFBD78DA,150.83,3.32,0.0,無
15513,20211201,台南市,安南區,房地(土地+建物),,114.68,都市：其他:低密度住宅區,,,1100615,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100512.0,201.11,6,2,4,有,無,10780000.0,53603.0,,0.0,0.0,,RPXNMLSJRHGGFBD88DA,197.12,3.99,0.0,無
15514,20211201,台南市,安南區,房地(土地+建物),,88.05,都市：其他:住宅區,,,1100901,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,691202.0,87.34,3,2,2,有,無,4200000.0,48088.0,,0.0,0.0,,RPQNMLQJRHGGFBD97DA,87.34,0.0,0.0,無
15515,20211201,台南市,安南區,房地(土地+建物),,114.48,都市：其他:住宅區,,,1000824,土地4建物1車位0,全,二層,透天厝,住商用,加強磚造,691202.0,93.08,4,1,2,有,無,4000000.0,42974.0,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTJRHGGFBD38DA,93.08,0.0,0.0,無
15516,20211201,台南市,安南區,房地(土地+建物)+車位,,18.7,都市：其他:住宅區,,,1100821,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100526.0,188.29,3,2,2,有,有,11990000.0,63678.0,坡道平面,23.34,0.0,,RPVNMLTJRHGGFBD78DA,91.71,13.91,0.0,有
15517,20211201,台南市,東區,房地(土地+建物),,30.75,都市：其他:第五種住宅區,,,1100829,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731011.0,123.51,3,2,2,有,有,6900000.0,55866.0,,0.0,0.0,陽台外推；其他增建；,RPQNMLTLQHGGFCD48DA,81.85,14.7,0.0,無
15518,20211201,台南市,東區,房地(土地+建物),,11.47,都市：其他:第三種商業區,,,1100814,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890822.0,118.06,3,1,2,有,有,7000000.0,59292.0,,0.0,0.0,,RPSNMLRKQHGGFCD38DA,86.99,7.73,0.0,有
15519,20211201,台南市,東區,房地(土地+建物),,8.39,都市：其他:第五種住宅區,,,1100902,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880114.0,40.66,1,1,1,有,有,2780000.0,68372.0,,0.0,0.0,,RPQNMLRJRHGGFCD18DA,28.18,3.75,0.0,有
15520,20211201,台南市,東區,土地,,9.0,都市：其他:細部計畫道路用地,,,1100827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,843570.0,93730.0,,0.0,0.0,包含公共設施保留地用地；,RPPNMLSJRHGGFCD18DA,0.0,0.0,0.0,無
15521,20211201,台南市,南區,建物,,0.0,,,,1100816,土地0建物1車位0,地下層,五層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,780204.0,3.36,0,0,0,無,有,350000.0,104167.0,,0.0,0.0,,RPSNMLSJRHGGFCD48DA,3.36,0.0,0.0,有
15522,20211201,台南市,南區,房地(土地+建物),,7.56,都市：其他:住宅區,,,1100816,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780204.0,33.96,1,0,1,有,無,2500000.0,73616.0,,0.0,0.0,,RPUNMLSJRHGGFCD68DA,22.61,3.81,0.0,有
15523,20211201,台南市,南區,土地,,125.0,都市：其他:住宅區,,,1100724,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000.0,54400.0,,0.0,0.0,,RPQOMLSJRHGGFCD38DA,0.0,0.0,0.0,無
15524,20211201,台南市,東區,房地(土地+建物)+車位,,13.33,都市：其他:第五種住宅區,,,1100828,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860508.0,155.75,3,2,2,有,有,9500000.0,60995.0,坡道平面,0.0,0.0,陽台外推；,RPXOMLSJRHGGFCD09DA,82.67,13.3,0.0,有
15525,20211201,台南市,東區,土地,,65.0,都市：其他:細部計畫道路用地,,,1100906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1528800.0,23520.0,,0.0,0.0,包含公共設施保留地用地；,RPSNMLTJRHGGFCD58DA,0.0,0.0,0.0,無
15526,20211201,台南市,鹽水區,房地(土地+建物),,61.39,,鄉村區,乙種建築用地,1100828,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,700820.0,138.75,4,2,2,有,無,3300000.0,23784.0,,0.0,0.0,,RPSNMLTJRHGGFDD68DA,125.37,13.38,0.0,無
15527,20211201,台南市,白河區,土地,,222.67,,鄉村區,乙種建築用地,1100907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,850000.0,3817.0,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKKRHGGFED77DA,0.0,0.0,0.0,無
15528,20211201,台南市,後壁區,土地,,1382.0,,特定農業區,農牧用地,1100818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,940000.0,680.0,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKKRHGGFED87DA,0.0,0.0,0.0,無
15529,20211201,台南市,新營區,土地,,442.94,都市：其他:都市計畫道路用地,,,1100521,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,605945.0,1368.0,,0.0,0.0,包含公共設施保留地用地；,RPQNMLNJRHGGFDD87DA,0.0,0.0,0.0,無
15530,20211201,台南市,白河區,土地,,1834.0,,特定農業區,農牧用地,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000.0,600.0,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLMQHGGFED18DA,0.0,0.0,0.0,無
15531,20211201,台南市,六甲區,土地,,29.85,都市：其他:住宅區,,,1100816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,632000.0,21173.0,,0.0,0.0,,RPUNMLRJRHGGFFD88DA,0.0,0.0,0.0,無
15532,20211201,台南市,六甲區,土地,,11.2,都市：其他:住宅區,,,1100710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,237000.0,21161.0,,0.0,0.0,,RPXNMLRJRHGGFFD56DA,0.0,0.0,0.0,無
15533,20211201,台南市,麻豆區,房地(土地+建物),,103.05,,鄉村區,乙種建築用地,1100810,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,970410.0,171.78,9,0,9,有,有,3150000.0,18337.0,,0.0,0.0,,RPTOMLRJRHGGFFD88DA,142.88,28.9,0.0,無
15534,20211201,台南市,麻豆區,土地,,2793.23,都市：其他:農業區,,,1100820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13510000.0,4837.0,,0.0,0.0,,RPOOMLSJRHGGFFD48DA,0.0,0.0,0.0,無
15535,20211201,台南市,大內區,房地(土地+建物),,122.0,,山坡地保育區,丙種建築用地,1100827,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,840918.0,142.45,4,2,3,有,無,2220000.0,15584.0,,0.0,0.0,,RPQNMLTJRHGGFFD68DA,134.89,7.56,0.0,無
15536,20211201,台南市,麻豆區,土地,,766.77,都市：其他:乙種工業區,,,1090818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15150000.0,19758.0,,0.0,0.0,,RPTNMLTJRHGGFFD98DA,0.0,0.0,0.0,無
15537,20211201,台南市,麻豆區,土地,,6100.01,都市：其他:農業區,,,1100626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21350000.0,3500.0,,0.0,0.0,含仲介費；含地政士服務費；,RPWNMLKKRHGGFFD48DA,0.0,0.0,0.0,無
15538,20211201,台南市,將軍區,土地,,1248.0,,一般農業區,農牧用地,1100819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1497600.0,1200.0,,0.0,0.0,耕作人承買,RPVOMLKLQHGGFGD58DA,0.0,0.0,0.0,無
15539,20211201,台南市,將軍區,土地,,1190.0,,特定農業區,農牧用地,1100819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1497600.0,1258.0,,0.0,0.0,畸零地或有合併使用效益；,RPWOMLKLQHGGFGD68DA,0.0,0.0,0.0,無
15540,20211201,台南市,佳里區,土地,,147.68,都市：其他:計畫道路用地,,,1100825,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,881611.0,5970.0,,0.0,0.0,本案買賣移轉之印花稅、登記規費、代辦代書費皆由買方負擔。包含公共設施保留地用地；,RPXNMLLMQHGGFGD88DA,0.0,0.0,0.0,無
15541,20211201,台南市,佳里區,土地,,84.49,都市：其他:計畫道路用地,,,1100825,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,593542.0,7025.0,,0.0,0.0,本案買賣移轉之印花稅、登記規費、代辦代書費皆由買方負擔。包含公共設施保留地用地；,SPXNMLLMQHGGFGD98DA,0.0,0.0,0.0,無
15542,20211201,台南市,佳里區,土地,,1040.0,,特定農業區,農牧用地,1100821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000.0,1442.0,,0.0,0.0,,RPUNMLSJRHGGFGD09DA,0.0,0.0,0.0,無
15543,20211201,台南市,西港區,房地(土地+建物),,99.73,,鄉村區,乙種建築用地,1100731,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100112.0,205.6,4,2,4,有,有,8950000.0,43531.0,,0.0,0.0,,RPPPMLSJRHGGFGD78DA,190.2,15.4,0.0,無
15544,20211201,台南市,佳里區,房地(土地+建物),,30.8,都市：其他:住宅區,,,1100721,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840318.0,110.31,3,2,2,有,無,2700000.0,24476.0,,0.0,0.0,,RPVOMLTJRHGGFGD76DA,81.5,10.82,0.0,無
15545,20211201,台南市,佳里區,房地(土地+建物),,61.6,都市：其他:住宅區,,,1100721,土地3建物2車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,840318.0,198.24,4,3,3,有,無,6300000.0,31780.0,,0.0,0.0,,RPWOMLTJRHGGFGD86DA,151.44,10.82,0.0,無
15546,20211201,台南市,佳里區,土地,,2125.69,,特定農業區,農牧用地,1100823,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000.0,2352.0,,0.0,0.0,,RPPNMLKKRHGGFGD87DA,0.0,0.0,0.0,無
15547,20211201,台南市,將軍區,土地,,1724.0,,特定農業區,農牧用地,1100907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2379000.0,1380.0,,0.0,0.0,,RPSNMLKKRHGGFGD18DA,0.0,0.0,0.0,無
15548,20211201,台南市,佳里區,土地,,365.97,,一般農業區,甲種建築用地,1100907,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2768000.0,7563.0,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKRHGGFGD08DA,0.0,0.0,0.0,無
15549,20211201,台南市,新市區,房地(土地+建物),,314.64,,一般農業區,丁種建築用地,1100728,土地4建物1車位0,全,一層,透天厝,工業用,鋼骨構造有牆,1090115.0,162.62,1,0,2,有,無,19030000.0,117021.0,,0.0,0.0,,RPSPMLQJRHGGFHD98DA,162.62,0.0,0.0,無
15550,20211201,台南市,新市區,房地(土地+建物),,95.12,,鄉村區,乙種建築用地,1100731,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1080429.0,143.66,4,2,3,有,無,10500000.0,73089.0,,0.0,0.0,,RPSOMLRJRHGGFHD98DA,135.93,7.73,0.0,無
15551,20211201,台南市,新市區,房地(土地+建物)+車位,,24.59,都市：其他:住宅區,,,1100822,土地3建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830806.0,152.41,3,2,2,有,有,7060000.0,46322.0,坡道平面,0.0,0.0,,RPRRMLSJRHGGFHD66DA,91.34,18.65,0.0,有
15552,20211201,台南市,善化區,土地,,2504.0,,一般農業區,農牧用地,1100903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3004800.0,1200.0,,0.0,0.0,,RPXTMLSJRHGGFHD47DA,0.0,0.0,0.0,無
15553,20211201,台南市,新化區,房地(土地+建物),,34.26,都市：其他:住宅區,,,1100821,土地1建物1車位0,一層，二層，三層,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,831125.0,174.95,3,2,3,有,有,6000000.0,34296.0,,0.0,0.0,,RPVVMLSJRHGGFHD47DA,127.44,16.07,0.0,有
15554,20211201,台南市,新市區,土地,,636.0,,鄉村區,乙種建築用地,1100428,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28000000.0,44025.0,,0.0,0.0,本案三舍段226-17地號買賣總價27500000元整三舍段226-24226-28226-32地號買賣總價500000元整.,RPPOMLTJRHGGFHD88DA,0.0,0.0,0.0,無
15555,20211201,台南市,新市區,房地(土地+建物),,82.76,都市：其他:生活服務區(第三種住宅區),,,1100731,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1030911.0,198.3,3,3,5,有,無,16000000.0,80686.0,,0.0,0.0,,RPROMLTJRHGGFHD09DA,176.35,21.95,0.0,無
15556,20211201,台南市,新市區,土地,,302.43,,特定農業區,農牧用地,1100820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1640000.0,5423.0,,0.0,0.0,,RPQNMLKKRHGGFHD08DA,0.0,0.0,0.0,無
15557,20211201,台南市,安定區,土地,,1020.0,,特定農業區,農牧用地,1100803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7650000.0,7500.0,,0.0,0.0,,RPRNMLKKRHGGFHD18DA,0.0,0.0,0.0,無
15558,20211201,台南市,仁德區,房地(土地+建物),,370.36,都市：其他:甲種工業區,,,1100614,土地1建物1車位0,全,一層,透天厝,工業用,鋼筋混凝土加強磚造,740104.0,169.48,1,1,1,有,無,17000000.0,100307.0,,0.0,0.0,其他增建；,RPUOMLRKQHGGFID66DA,169.48,0.0,0.0,無
15559,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1080520,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.48,2,2,1,有,有,5570000.0,53050.0,坡道平面,17.45,900000.0,,RPWTMLPLQHGGFID27DA,50.06,8.13,0.0,有
15560,20211201,台南市,仁德區,房地(土地+建物)+車位,,9.99,都市：其他:商業區,,,1070411,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,103.66,2,2,1,有,有,5620000.0,55562.0,坡道平面,17.45,830000.0,,RPWPMLQLQHGGFID96DA,47.74,9.2,0.0,有
15561,20211201,台南市,關廟區,土地,,2697.0,,一般農業區,農牧用地,1100130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13800000.0,5117.0,,0.0,0.0,,RPQNMLRLQHGGFID88DA,0.0,0.0,0.0,無
15562,20211201,台南市,歸仁區,房地(土地+建物)+車位,,34.75,都市：其他:住宅區,,,1090304,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100507.0,108.45,3,2,2,有,有,5150000.0,47487.0,一樓平面,0.0,0.0,,RPVNMLMJRHGGFID78DA,64.58,7.83,0.0,有
15563,20211201,台南市,歸仁區,房地(土地+建物)+車位,,36.25,都市：其他:住宅區,,,1090307,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100507.0,112.98,3,2,2,有,有,5450000.0,48239.0,一樓平面,0.0,0.0,,RPWNMLMJRHGGFID88DA,65.41,10.69,0.0,有
15564,20211201,台南市,歸仁區,房地(土地+建物)+車位,,35.71,都市：其他:住宅區,,,1091107,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100507.0,109.32,3,2,2,有,有,5370000.0,49122.0,一樓平面,0.0,0.0,,RPQOMLMJRHGGFID38DA,59.25,12.22,0.0,有
15565,20211201,台南市,歸仁區,房地(土地+建物)+車位,,32.64,都市：其他:住宅區,,,1091110,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100507.0,107.68,3,2,2,有,有,5000000.0,46434.0,一樓平面,0.0,0.0,,RPOOMLMJRHGGFID18DA,59.25,12.22,0.0,有
15566,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1070411,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.67,2,2,1,有,有,5700000.0,54976.0,坡道平面,17.45,850000.0,,RPRPMLMJRHGGFID58DA,49.65,8.73,0.0,有
15567,20211201,台南市,仁德區,房地(土地+建物),,22.4,都市：其他:住宅區,,,1100731,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830225.0,117.03,3,2,2,有,有,5200000.0,44433.0,,0.0,0.0,,RPSNMLSJRHGGFID09DA,81.7,8.19,0.0,有
15568,20211201,台南市,關廟區,土地,,23.14,,鄉村區,乙種建築用地,1100828,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,270000.0,11668.0,,0.0,0.0,含土地增值稅或其他稅費；,RPXNMLTJRHGGFID07DA,0.0,0.0,0.0,無
15569,20211201,台南市,仁德區,房地(土地+建物),,80.78,都市：其他:計畫道路用地,,,1100717,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1030314.0,217.08,6,1,7,有,無,15960000.0,73521.0,,0.0,0.0,,RPPOMLTJRHGGFID98DA,193.3,23.78,0.0,無
15570,20211201,台南市,關廟區,土地,,44.0,都市：其他:住宅區,,,1100825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1151480.0,26170.0,,0.0,0.0,政府機關標讓售；,RPUOMLTJRHGGFID86DA,0.0,0.0,0.0,無
15571,20211201,台南市,仁德區,房地(土地+建物),,86.67,都市：其他:住宅區,,,1100826,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,860422.0,196.12,4,2,3,有,無,8000000.0,40791.0,,0.0,0.0,,RPQNMLTJRHGGFID98DA,185.92,10.2,0.0,無
15572,20211201,台南市,玉井區,土地,,3503.0,,山坡地保育區,農牧用地,1100706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000.0,856.0,,0.0,0.0,,RPPNMLTJRHGGFJD98DA,0.0,0.0,0.0,無
15573,20211201,台南市,永康區,房地(土地+建物)+車位,,22.23,都市：其他:住宅區,,,1100808,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840123.0,136.21,3,2,2,有,有,5500000.0,40382.0,坡道機械,0.0,800000.0,陽台外推；,RPPNMLSJQHGGFKD88DA,72.66,8.7,0.0,有
15574,20211201,台南市,永康區,土地,,30.0,都市：其他:道路用地,,,1100615,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,930000.0,31000.0,,0.0,0.0,包含公共設施保留地用地；,RPWOMLQKQHGGFKD96DA,0.0,0.0,0.0,無
15575,20211201,台南市,永康區,房地(土地+建物),,10.54,都市：其他:住宅區,,,1081203,土地2建物1車位0,十九層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100204.0,103.73,2,2,1,有,有,6310000.0,60831.0,,0.0,0.0,,RPUNMLPLQHGGFKD66DA,59.91,9.75,0.0,有
