Unnamed: 0,匯入時間,縣市,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
15806,20211201,台南市,善化區,房地(土地+建物)+車位,,27.78,都市：其他:生活服務區(第三種住宅區),,,1090826,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.29,2,2,2,有,有,4900000.0,47986.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPUVMLSJRHGGFHD37DA,52.38,5.37,0.0,有
15807,20211201,台南市,善化區,房地(土地+建物)+車位,,29.32,都市：其他:生活服務區(第三種住宅區),,,1080318,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,104.07,2,2,2,有,有,5060000.0,47160.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPVOMLRJRHGGFHD66DA,52.93,8.71,0.0,有
15808,20211201,台南市,善化區,房地(土地+建物)+車位,,29.32,都市：其他:生活服務區(第三種住宅區),,,1091126,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,104.07,2,2,2,有,有,5080000.0,47398.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPXOMLRJRHGGFHD86DA,52.93,8.71,0.0,有
15809,20211201,台南市,善化區,房地(土地+建物)+車位,,27.65,都市：其他:生活服務區(第三種住宅區),,,1080330,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.92,2,2,2,有,有,4610000.0,45801.0,一樓平面,20.1,1000000.0,預售屋、或土地及建物分件登記案件；,RPOPMLRJRHGGFHD68DA,47.65,9.76,0.0,有
15810,20211201,台南市,善化區,房地(土地+建物),,25.49,都市：其他:生活服務區(第三種住宅區),,,1080501,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.19,2,2,2,有,有,3560000.0,44955.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPPNMLSJRHGGFHD68DA,52.38,5.37,0.0,有
15811,20211201,台南市,善化區,房地(土地+建物),,25.61,都市：其他:生活服務區(第三種住宅區),,,1090408,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.55,2,2,2,有,有,3570000.0,44877.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPQNMLSJRHGGFHD78DA,52.56,5.45,0.0,有
15812,20211201,台南市,善化區,房地(土地+建物),,25.31,都市：其他:生活服務區(第三種住宅區),,,1090702,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,78.61,2,2,2,有,有,3620000.0,46050.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPSNMLSJRHGGFHD98DA,52.04,5.45,0.0,有
15813,20211201,台南市,善化區,房地(土地+建物)+車位,,27.65,都市：其他:生活服務區(第三種住宅區),,,1080921,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.92,2,2,2,有,有,4800000.0,46942.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPTNMLSJRHGGFHD09DA,47.65,9.76,0.0,有
15814,20211201,台南市,善化區,房地(土地+建物),,25.49,都市：其他:生活服務區(第三種住宅區),,,1091027,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.19,2,2,2,有,有,3500000.0,44197.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPUNMLSJRHGGFHD56DA,52.38,5.37,0.0,有
15815,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1080921,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.64,2,2,2,有,有,4800000.0,46517.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPVNMLSJRHGGFHD66DA,52.56,5.45,0.0,有
15816,20211201,台南市,善化區,房地(土地+建物)+車位,,27.6,都市：其他:生活服務區(第三種住宅區),,,1080321,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.71,2,2,2,有,有,4560000.0,45287.0,一樓平面,20.1,1000000.0,預售屋、或土地及建物分件登記案件；,RPWNMLSJRHGGFHD76DA,52.04,5.45,0.0,有
15817,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1080325,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.26,2,2,2,有,有,5800000.0,48374.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPXNMLSJRHGGFHD86DA,65.72,5.39,0.0,有
15818,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1090805,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.64,2,2,2,有,有,4750000.0,45889.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPOOMLSJRHGGFHD68DA,52.56,5.45,0.0,有
15819,20211201,台南市,善化區,房地(土地+建物)+車位,,27.78,都市：其他:生活服務區(第三種住宅區),,,1081008,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.3,2,2,2,有,有,4900000.0,47980.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPQOMLSJRHGGFHD88DA,52.93,5.5,0.0,有
15820,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1090724,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.26,3,2,2,有,有,5700000.0,47345.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPSOMLSJRHGGFHD09DA,65.72,5.39,0.0,有
15821,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1081001,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.64,2,2,2,有,有,4870000.0,47398.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPTOMLSJRHGGFHD56DA,52.56,5.45,0.0,有
15822,20211201,台南市,善化區,房地(土地+建物)+車位,,27.78,都市：其他:生活服務區(第三種住宅區),,,1091108,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.3,2,2,2,有,有,4720000.0,45707.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPUOMLSJRHGGFHD66DA,52.93,5.5,0.0,有
15823,20211201,台南市,善化區,房地(土地+建物)+車位,,27.65,都市：其他:生活服務區(第三種住宅區),,,1080427,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.92,2,2,2,有,有,4750000.0,46308.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPVOMLSJRHGGFHD76DA,47.65,9.76,0.0,有
15824,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.36,2,2,2,有,有,4800000.0,46512.0,一樓平面,19.81,1100000.0,預售屋、或土地及建物分件登記案件；,RPOPMLSJRHGGFHD78DA,52.56,5.45,0.0,有
15825,20211201,台南市,善化區,房地(土地+建物)+車位,,27.6,都市：其他:生活服務區(第三種住宅區),,,1080502,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.71,2,2,2,有,有,4820000.0,47322.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPPPMLSJRHGGFHD88DA,52.04,5.45,0.0,有
15826,20211201,台南市,善化區,房地(土地+建物)+車位,,27.65,都市：其他:生活服務區(第三種住宅區),,,1080407,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.92,2,2,2,有,有,4750000.0,46308.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPQPMLSJRHGGFHD98DA,47.65,9.76,0.0,有
15827,20211201,台南市,善化區,房地(土地+建物),,25.49,都市：其他:生活服務區(第三種住宅區),,,1080903,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.19,2,2,2,有,有,3700000.0,46723.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPRPMLSJRHGGFHD09DA,52.38,5.37,0.0,有
15828,20211201,台南市,善化區,房地(土地+建物)+車位,,27.6,都市：其他:生活服務區(第三種住宅區),,,1091114,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,97.68,2,2,2,有,有,4680000.0,46813.0,一樓平面,19.07,1000000.0,預售屋、或土地及建物分件登記案件；,RPTPMLSJRHGGFHD66DA,52.04,5.45,0.0,有
15829,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.26,2,2,2,有,有,5650000.0,46830.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPUPMLSJRHGGFHD76DA,65.72,5.39,0.0,有
15830,20211201,台南市,善化區,房地(土地+建物),,25.61,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.55,2,2,2,有,有,3720000.0,46763.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPVPMLSJRHGGFHD86DA,52.56,5.45,0.0,有
15831,20211201,台南市,善化區,房地(土地+建物)+車位,,27.78,都市：其他:生活服務區(第三種住宅區),,,1080318,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.27,2,2,2,有,有,4800000.0,47980.0,坡道平面,19.07,1000000.0,預售屋、或土地及建物分件登記案件；,RPWPMLSJRHGGFHD96DA,52.93,5.5,0.0,有
15832,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1080408,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.26,3,2,2,有,有,5650000.0,46830.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPOQMLSJRHGGFHD88DA,65.72,5.39,0.0,有
15833,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.64,2,2,2,有,有,4750000.0,45889.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPRQMLSJRHGGFHD56DA,52.56,5.45,0.0,有
15834,20211201,台南市,善化區,房地(土地+建物)+車位,,27.78,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,99.01,2,2,2,有,有,4800000.0,46717.0,坡道平面,19.81,1100000.0,預售屋、或土地及建物分件登記案件；,RPSQMLSJRHGGFHD66DA,52.93,5.5,0.0,有
15835,20211201,台南市,善化區,房地(土地+建物)+車位,,27.65,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.63,2,2,2,有,有,4750000.0,46308.0,坡道平面,19.81,1100000.0,預售屋、或土地及建物分件登記案件；,RPTQMLSJRHGGFHD76DA,47.65,9.76,0.0,有
15836,20211201,台南市,善化區,房地(土地+建物),,25.49,都市：其他:生活服務區(第三種住宅區),,,1080317,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,79.19,2,2,2,有,有,3680000.0,46471.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPUQMLSJRHGGFHD86DA,52.38,5.37,0.0,有
15837,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1080928,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.62,2,2,2,有,有,4750000.0,47140.0,坡道平面,19.07,1000000.0,預售屋、或土地及建物分件登記案件；,RPVQMLSJRHGGFHD96DA,52.56,5.45,0.0,有
15838,20211201,台南市,善化區,房地(土地+建物)+車位,,27.6,都市：其他:生活服務區(第三種住宅區),,,1080928,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.71,2,2,2,有,有,4800000.0,47068.0,坡道平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPWQMLSJRHGGFHD07DA,52.04,5.45,0.0,有
15839,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1080322,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.29,3,2,2,有,有,5700000.0,48359.0,坡道平面,20.1,1000000.0,預售屋、或土地及建物分件登記案件；,RPRNMLPKRHGGFHD68DA,65.72,5.39,0.0,有
15840,20211201,台南市,善化區,房地(土地+建物)+車位,,27.9,都市：其他:生活服務區(第三種住宅區),,,1080322,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,98.68,2,2,2,有,有,4670000.0,46100.0,坡道平面,19.07,1000000.0,預售屋、或土地及建物分件登記案件；,SPRNMLPKRHGGFHD78DA,52.56,5.51,0.0,有
15841,20211201,台南市,善化區,房地(土地+建物)+車位,,33.56,都市：其他:生活服務區(第三種住宅區),,,1080324,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100708.0,117.26,3,2,2,有,有,5650000.0,46830.0,一樓平面,20.1,1100000.0,預售屋、或土地及建物分件登記案件；,RPPNMLTJRHGGFHD78DA,65.72,5.39,0.0,有
15842,20211201,台南市,善化區,房地(土地+建物),,160.01,都市：其他:生活服務區(第二種住宅區),,,1100724,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1091218.0,289.36,4,3,5,有,無,25500000.0,88126.0,,0.0,0.0,,RPUNMLLKRHGGFHD58DA,277.67,11.69,0.0,有
15843,20211201,台南市,仁德區,房地(土地+建物)+車位,,13.15,都市：其他:商業區,,,1080306,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,139.31,3,2,2,有,有,7480000.0,54817.0,坡道平面,17.45,800000.0,,RPXNMLLKQHGGFID88DA,68.77,12.0,0.0,有
15844,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1090330,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.46,2,2,1,有,有,5880000.0,57721.0,坡道平面,17.45,800000.0,,RPORMLMJQHGGFID38DA,50.06,8.11,0.0,有
15845,20211201,台南市,仁德區,房地(土地+建物)+車位,,13.15,都市：其他:商業區,,,1070712,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,139.31,3,2,2,有,有,7720000.0,55966.0,坡道平面,17.45,900000.0,,RPSRMLMJQHGGFID78DA,68.77,12.0,0.0,有
15846,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1070712,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,104.56,2,2,1,有,有,5360000.0,53148.0,坡道平面,16.88,700000.0,,RPTSMLPLQHGGFID86DA,47.58,10.26,0.0,有
15847,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1100819,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.13,2,2,1,有,有,5580000.0,55087.0,坡道平面,17.45,750000.0,,RPVSMLPLQHGGFID07DA,47.58,10.26,0.0,有
15848,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1070427,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,104.56,2,2,1,有,有,5390000.0,54288.0,坡道平面,16.88,630000.0,,RPWNMLRKQHGGFID76DA,47.58,10.26,0.0,有
15849,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1090806,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,104.56,2,2,1,有,有,5300000.0,53376.0,坡道平面,16.88,620000.0,,RPXOMLNKQHGGFID56DA,47.58,10.26,0.0,有
15850,20211201,台南市,仁德區,房地(土地+建物)+車位,,12.9,都市：其他:商業區,,,1070720,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,137.48,3,2,2,有,有,7880000.0,57319.0,坡道平面,17.45,1000000.0,,RPSPMLMJRHGGFID68DA,67.5,12.0,0.0,有
15851,20211201,台南市,關廟區,土地,,1697.79,,一般農業區,農牧用地,1100819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7876473.0,4639.0,,0.0,0.0,,RPPNMLPJRHGGFID48DA,0.0,0.0,0.0,無
15852,20211201,台南市,關廟區,土地,,216.67,,一般農業區,農牧用地,1100819,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1004837.0,4638.0,,0.0,0.0,,RPQNMLPJRHGGFID58DA,0.0,0.0,0.0,無
15853,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1080611,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.3,2,2,1,有,有,5690000.0,56801.0,坡道平面,17.45,700000.0,,RPUPMLMJRHGGFID88DA,49.88,8.13,0.0,有
15854,20211201,台南市,歸仁區,房地(土地+建物),,82.0,都市：其他:住宅區,,,1080728,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,179.42,4,2,3,有,無,13000000.0,72456.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPSPMLSJRHGGFID66DA,153.52,25.9,0.0,無
15855,20211201,台南市,歸仁區,房地(土地+建物),,83.0,都市：其他:住宅區,,,1080713,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,177.93,5,2,3,有,無,11780000.0,66206.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPTPMLSJRHGGFID76DA,148.25,29.68,0.0,無
15856,20211201,台南市,歸仁區,房地(土地+建物),,83.0,都市：其他:住宅區,,,1100225,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,189.37,4,2,3,有,無,13680000.0,72240.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPVPMLSJRHGGFID96DA,160.85,28.52,0.0,無
15857,20211201,台南市,歸仁區,房地(土地+建物),,104.0,都市：其他:住宅區,,,1080806,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,201.96,3,2,3,有,無,16170000.0,80065.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPXPMLSJRHGGFID17DA,177.59,24.37,0.0,無
15858,20211201,台南市,歸仁區,房地(土地+建物),,104.0,都市：其他:住宅區,,,1080806,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,201.9,5,2,3,有,無,16200000.0,80238.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPPQMLSJRHGGFID09DA,177.53,24.37,0.0,無
15859,20211201,台南市,歸仁區,房地(土地+建物),,96.0,都市：其他:住宅區,,,1080731,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,180.95,5,2,3,有,無,12050000.0,66593.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPRQMLSJRHGGFID66DA,150.83,30.12,0.0,無
15860,20211201,台南市,歸仁區,房地(土地+建物),,88.0,都市：其他:住宅區,,,1081006,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,177.93,5,2,3,有,無,12180000.0,68454.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPTQMLSJRHGGFID86DA,148.25,29.68,0.0,無
15861,20211201,台南市,歸仁區,房地(土地+建物),,78.0,都市：其他:住宅區,,,1080420,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,170.52,5,2,3,有,無,11580000.0,67910.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPVQMLSJRHGGFID07DA,148.25,22.27,0.0,無
15862,20211201,台南市,歸仁區,房地(土地+建物),,93.0,都市：其他:住宅區,,,1090224,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,185.98,5,2,3,有,無,14200000.0,76352.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPPRMLSJRHGGFID56DA,159.3,26.68,0.0,無
15863,20211201,台南市,歸仁區,房地(土地+建物),,89.0,都市：其他:住宅區,,,1090305,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100601.0,190.24,5,2,3,有,無,13500000.0,70963.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPRRMLSJRHGGFID76DA,167.77,22.47,0.0,無
15864,20211201,台南市,歸仁區,房地(土地+建物),,101.0,都市：其他:住宅區,,,1090710,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,1100601.0,242.17,4,2,4,有,無,18000000.0,74328.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPTRMLSJRHGGFID96DA,218.89,23.28,0.0,無
15865,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1090911,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.3,2,2,1,有,有,6010000.0,59306.0,坡道平面,17.45,800000.0,,RPPQMLMJRHGGFID48DA,49.88,8.13,0.0,有
15866,20211201,台南市,關廟區,土地,,109.8,,鄉村區,乙種建築用地,1090718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000.0,18215.0,,0.0,0.0,,RPOPMLTJRHGGFID98DA,0.0,0.0,0.0,無
15867,20211201,台南市,關廟區,土地,,1496.31,,鄉村區,乙種建築用地,1090718,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20000000.0,13366.0,,0.0,0.0,,SPOPMLTJRHGGFID09DA,0.0,0.0,0.0,無
15868,20211201,台南市,歸仁區,房地(土地+建物),,80.0,都市：其他:住宅區,,,1090523,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,1100601.0,204.38,4,2,4,有,無,15180000.0,74273.0,,0.0,0.0,預售屋、或土地及建物分件登記案件；,RPSNMLTJRHGGFID56DA,177.45,26.93,0.0,無
15869,20211201,台南市,仁德區,房地(土地+建物)+車位,,10.12,都市：其他:商業區,,,1100903,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315.0,105.27,2,1,1,有,有,6000000.0,56996.0,坡道平面,17.45,0.0,,RPWNMLLKRHGGFID88DA,49.83,8.15,0.0,有
15870,20211201,台南市,永康區,房地(土地+建物),,1935.0,都市：其他:零星工廠區,,,1100618,土地4建物2車位0,全,一層,透天厝,商業用,鐵架石棉瓦。,610100.0,1210.91,3,1,3,有,無,110470000.0,91229.0,,0.0,0.0,其他增建；,RPWNMLSKOHGGFKD86DA,1210.91,0.0,0.0,無
15871,20211201,台南市,永康區,房地(土地+建物)+車位,,35.97,都市：其他:住宅區,,,1070311,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100519.0,178.0,3,2,2,有,有,10600000.0,66079.0,坡道平面,32.72,1000000.0,預售屋、或土地及建物分件登記案件；,RPPOMLPJPHGGFKD58DA,85.51,11.09,0.0,有
15872,20211201,台南市,永康區,房地(土地+建物)+車位,,42.87,都市：其他:住宅區,,,1070307,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100519.0,210.72,3,2,2,有,有,11260000.0,63739.0,坡道平面,65.44,2000000.0,預售屋、或土地及建物分件登記案件；,RPXNMLQKPHGGFKD86DA,85.51,11.09,0.0,有
15873,20211201,台南市,永康區,房地(土地+建物)+車位,,42.87,都市：其他:住宅區,,,1070307,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100519.0,210.72,3,2,2,有,有,11260000.0,63739.0,坡道平面,65.44,2000000.0,預售屋、或土地及建物分件登記案件；,RPQOMLQKPHGGFKD88DA,85.51,11.09,0.0,有
15874,20211201,台南市,永康區,房地(土地+建物)+車位,,35.97,都市：其他:住宅區,,,1070522,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100519.0,178.0,3,2,2,有,有,11320000.0,69659.0,坡道平面,32.72,1200000.0,預售屋、或土地及建物分件登記案件；,RPXOMLNLPHGGFKD76DA,85.51,11.09,0.0,有
15875,20211201,台南市,永康區,房地(土地+建物)+車位,,42.87,都市：其他:住宅區,,,1070307,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100519.0,210.72,3,2,2,有,有,11730000.0,64221.0,坡道平面,65.44,2400000.0,預售屋、或土地及建物分件登記案件；,RPPNMLTLPHGGFKD09DA,85.51,11.09,0.0,有
15876,20211201,台南市,永康區,土地,,1859.73,都市：其他:物流專區,,,1090129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,103084375.0,55430.0,,0.0,0.0,,RPSNMLMJQHGGFKD58DA,0.0,0.0,0.0,無
15877,20211201,台南市,永康區,房地(土地+建物),,7.74,都市：其他:住宅區,,,1090808,土地2建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100204.0,76.24,2,2,1,有,有,4580000.0,60073.0,,0.0,0.0,,RPXPMLQKQHGGFKD17DA,46.58,4.61,0.0,有
15878,20211201,台南市,永康區,土地,,86.66,都市：其他:道路用地,,,1100626,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2896411.0,33423.0,,0.0,0.0,包含公共設施保留地用地；,RPPNMLMLQHGGFKD48DA,0.0,0.0,0.0,無
