Unnamed: 0,匯入時間,統計時間,縣市ID,縣市名稱,鄉鎮市區ID,鄉鎮市區名稱,CODE3,用水度數
74473,20210301,201908,67000,臺南市,67000180,新化區,A6700018001,47381.51
74474,20210301,201908,67000,臺南市,67000180,新化區,A6700018002,36874.18
74475,20210301,201908,67000,臺南市,67000180,新化區,A6700018003,14044.04
74476,20210301,201908,67000,臺南市,67000180,新化區,A6700018004,20104.68
74477,20210301,201908,67000,臺南市,67000180,新化區,A6700018005,16246.81
74478,20210301,201908,67000,臺南市,67000180,新化區,A6700018006,20306.7
74479,20210301,201908,67000,臺南市,67000180,新化區,A6700018007,17918.57
74480,20210301,201908,67000,臺南市,67000180,新化區,A6700018008,24379.93
74481,20210301,201908,67000,臺南市,67000180,新化區,A6700018009,22214.86
74482,20210301,201908,67000,臺南市,67000180,新化區,A6700018010,21949.97
74483,20210301,201908,67000,臺南市,67000180,新化區,A6700018011,25876.87
74484,20210301,201908,67000,臺南市,67000180,新化區,A6700018012,42906.01
74485,20210301,201908,67000,臺南市,67000180,新化區,A6700018013,18251.04
74486,20210301,201908,67000,臺南市,67000180,新化區,A6700018014,34747.49
74487,20210301,201908,67000,臺南市,67000180,新化區,A6700018015,39420.47
74488,20210301,201908,67000,臺南市,67000190,善化區,A6700019001,22917.22
74489,20210301,201908,67000,臺南市,67000190,善化區,A6700019002,
74490,20210301,201908,67000,臺南市,67000190,善化區,A6700019003,15131.64
74491,20210301,201908,67000,臺南市,67000190,善化區,A6700019004,43248.18
74492,20210301,201908,67000,臺南市,67000190,善化區,A6700019005,31942.97
74493,20210301,201908,67000,臺南市,67000190,善化區,A6700019006,27599.18
74494,20210301,201908,67000,臺南市,67000190,善化區,A6700019007,12955.36
74495,20210301,201908,67000,臺南市,67000190,善化區,A6700019008,30016.62
74496,20210301,201908,67000,臺南市,67000190,善化區,A6700019009,20647.7
74497,20210301,201908,67000,臺南市,67000190,善化區,A6700019010,37140.71
74498,20210301,201908,67000,臺南市,67000190,善化區,A6700019011,26834.23
