匯入時間,統計時間,縣市,停車場名稱,停車場地址,汽車停車位數,機車停車位數,lat,lng
20211201,202110,台南,建國路康樂街臨時停車場,臺南市柳營區建國路與康樂街路口,12,0,23.277554,120.320535
20211201,202110,台南,青年路東市場公有停車場,臺南市中西區青年路近萬昌街路口南側,2,116,22.991511,120.210301
20211201,202110,台南,崇義C1、C2,臺南市安平區安北路、同平路口北側,350,0,22.999816,120.151948
20211201,202110,台南,運河博物館,臺南市安平區運河路5號對面,32,37,22.998679,120.163281
20211201,202110,台南,大潤發前,臺南市安平區華平路、郡平路口,572,270,22.988849,120.174057
20211201,202110,台南,新都路(南側)臨時免費公有停車場,臺南市南區新都路、永吉街口(鹽埕段1819、1831地號),121,0,22.9665,120.19408
20211201,202110,台南,民治市政中心停車場,臺南市新營區台南市新營區民治路36號,339,247,23.311575,120.315051
20211201,202110,台南,迎曦湖南側停車場,臺南市新市區環東路1段,63,44,23.084882,120.284302
20211201,202110,台南,迎曦湖北側停車場,臺南市新市區環東路1段,55,40,23.089256,120.286029
20211201,202110,台南,安億路路外停車場,臺南市安平區安億路與慶平路路口東南側,393,274,22.997425,120.16404
20211201,202110,台南,怡平停九免費臨時停車場,臺南市安平區怡平路、永華6街口,36,0,22.993263,120.17711
20211201,202110,台南,運河路，停3(休憩碼頭),臺南市安平區運河路(觀景台、金城里活動中心旁),108,120,22.996402,120.1597
20211201,202110,台南,文平路與建平五街免費臨時停車場,臺南市安平區文平路、建平五街口,64,0,22.98782,120.17786
20211201,202110,台南,本原街3段，停1,臺南市安南區本原街3段、智安三街口(本淵寮公有零售市場東側),48,0,23.053144,120.17765
20211201,202110,台南,安順里臨時免費公有停車場,臺南市安南區總安街1段、育安街口,55,21,23.051342,120.21535
20211201,202110,台南,東興路公有停車場,臺南市新營區東興路、東興八街(衛生局旁),57,28,23.315834,120.32295
20211201,202110,台南,民族路停車場,臺南市新營區民族路308巷口(防疫所後方),63,0,23.318612,120.319367
20211201,202110,台南,湖美街60巷臨時免費公有停車場,臺南市中西區湖美街60巷(西湖社區活動中心旁),35,30,23.001348,120.18046
20211201,202110,台南,崇善停車場,臺南市東區崇善路913巷6弄口（德高段349地號）,4,0,22.965755,120.233832
20211201,202110,台南,凱旋臨時停車場,臺南市東區中華東路與凱旋路口(東光段1011地號),271,0,22.992103,120.233264
20211201,202110,台南,西拉雅停車場,臺南市白河區溫泉段546地號土地(統茂會館旁),91,0,23.336388,120.50455
20211201,202110,台南,西拉雅(一)停車場,臺南市白河區溫泉段577地號土地(統茂會館斜對面),23,0,23.33639,120.504326
20211201,202110,台南,文化商場地下收費停車場,臺南市東區中華東路3段336巷53號地下1樓,34,0,22.975339,120.220763
20211201,202110,台南,娛樂城停車場,臺南市中西區公園路60號,84,0,22.995506,120.206413
20211201,202110,台南,台灣聯通台南小東停車場,臺南市東區小東路190號旁空地（光明段6071-2地號）,30,0,22.999756,120.227488
20211201,202110,台南,TimesUniqlo台南文賢路店平面停車場,臺南市北區文賢路996號,45,0,23.012586,120.194221
20211201,202110,台南,台灣聯通台南永康停車場,臺南市永康區中山南路119巷12號旁(永康段1151地號),43,0,23.01363,120.229683
20211201,202110,台南,台灣聯通台南莊敬停車場,臺南市東區莊敬路270號對面(東光段51-16、51-17、51-18、51-19地號等4筆土地),146,0,22.997197,120.233599
20211201,202110,台南,台南自由停車場,臺南市東區自由路一段79號旁(德高段106、106-1、107、126-2地號),52,0,22.96738,120.234425
20211201,202110,台南,台南活水路樹谷園區停車場,臺南市新市區活水路1號,242,32,23.104445,120.261405
20211201,202110,台南,翰林停車場,臺南市東區東區自由路三段210號旁(虎尾寮段532-1、533-2、532-3、532-4、532-101、533-1、533-2、533-3、533-9地號),89,0,22.97924,120.237868
20211201,202110,台南,GoLine台南長榮停車場,臺南市北區北區長榮路四段221號旁(仁愛段560、620地號),17,0,23.007225,120.220856
20211201,202110,台南,新樓醫院停車場,臺南市東區東門路1段57號,175,0,22.989099,120.212687
20211201,202110,台南,TimesUniqlo台南新營復興路店平面停車場,臺南市新營區復興路490號,38,0,23.305284,120.29905
20211201,202110,台南,台南西門停車場,臺南市中西區友愛街177號對面,38,0,22.991848,120.197869
20211201,202110,台南,文東停車場,臺南市東區文東路30巷24號(東區德高段481-3號),6,0,22.960811,120.233533
20211201,202110,台南,TimesUNIQLO臺南永康永大路店停車場,臺南市永康區永大路三段168號,43,0,23.031159,120.260281
20211201,202110,台南,大遠百停車場,臺南市東區前鋒路210號,530,0,22.996316,120.214833
20211201,202110,台南,郭綜合醫院立體停車場,臺南市中西區民生路2段27號,106,0,22.994758,120.19839
20211201,202110,台南,日月亭健康路停車場,臺南市南區健康路二段386號旁(新興段233-21，233-22與233-23等3筆地號),20,0,22.982432,120.186874
20211201,202110,台南,Times崇善十街停車場,臺南市東區崇善十街61號(東區竹篙段3685地號),49,0,22.97172,120.232003
20211201,202110,台南,五都停車場高鐵台南二站,臺南市歸仁區高鐵大道與高鐵一路交叉口（武東段366-6~366-12地號）,185,0,22.922471,120.282606
20211201,202110,台南,華興段008-0000私人停車場,臺南市北區南園街127巷106弄82號旁空地(北區華興段8地號土地),6,0,23.008604,120.229746
20211201,202110,台南,綠園停車場,臺南市中西區中山路39號(中西區三民段74地號土地),13,0,22.993383,120.206207
20211201,202110,台南,七股鹽山停車場,臺南市七股區鹽埕里66號,80,22,23.154948,120.098966
20211201,202110,台南,柳營新天地停車場,臺南市柳營區太康村201-10號,341,303,23.289913,120.329166
20211201,202110,台南,助安168台南北門停車場,臺南市中西區北門路一段101號地下室(中西區青年段503、508、509、510、512及859地號等6筆土地),35,0,22.992244,120.211521
20211201,202110,台南,見橋停車場,臺南市永康區中華路870號旁空地(六甲頂段522地號),0,91,23.021339,120.22181
20211201,202110,台南,寶立成停車場,臺南市東區中華東路2段22巷14弄西側,4,0,22.987912,120.232912
20211201,202110,台南,盛川停車場,臺南市永康區臺南市永康區中華路829號旁(大橋車站前),0,68,23.019417,120.224546
20211201,202110,台南,Times中華西和緯停車場,臺南市中西區臺南市中西區和緯路四段305號,13,0,23.006439,120.186493
20211201,202110,台南,東門停車場,臺南市東區臺南市東區東門路一段187號旁,23,0,22.987678,120.215782
20211201,202110,台南,石門國民小學停車場,臺南市安平區安平路700號,14,0,22.999626,120.166319
20211201,202110,台南,烏山頭水庫風景區停車場,臺南市官田區嘉南里68-2號,302,5,23.207948,120.363147
20211201,202110,台南,台灣聯通台南小北停車場,臺南市北區臺南市北區西門路4段111號(北區小北段1889、1889-2地號),83,191,23.009112,120.206828
20211201,202110,台南,康利福停車場,臺南市永康區臺南市永康區奇美醫院第五醫療大樓旁(永康區頂南段793~797、801地號),104,0,23.019532,120.221671
20211201,202110,台南,走馬瀨農場停車場,臺南市大內區二溪里唭子瓦60號,137,10,23.136501,120.429929
20211201,202110,台南,捷美停車場,臺南市安平區臺南市安平區金華段35-12地號,29,0,22.99246,120.17142
20211201,202110,台南,台灣聯通台南大東停車場,臺南市東區臺南市東區長榮路1段223號旁空地,157,0,22.985222,120.218129
20211201,202110,台南,關子嶺風景特定區白河水庫停車場,臺南市白河區仙草里1-18號,29,9,23.333585,120.458797
20211201,202110,台南,成大醫院汽機車停車場,臺南市北區小東路35號,423,485,23.001557,120.218078
20211201,202110,台南,東門三多停車場,臺南市東區臺南市東區東門路3段226巷內,177,0,22.976081,120.235277
20211201,202110,台南,台灣聯通台南安中停車場,臺南市安南區臺南市安南區怡安路2段535巷6弄4號對面空地,46,0,23.043979,120.195405
20211201,202110,台南,順民族停車場,臺南市中西區民族路2段81號,27,0,22.994521,120.209264
20211201,202110,台南,新興停車場,臺南市南區臺南市南區聖南街83號旁,7,0,22.979458,120.190458
20211201,202110,台南,嘉年華購物中心停車場,臺南市仁德區仁愛里1211號,710,391,22.946418,120.221417
20211201,202110,台南,奇美博物館P1,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門南側),81,0,22.934484,120.221216
20211201,202110,台南,奇美博物館P2,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門北側),185,0,22.934484,120.221216
20211201,202110,台南,奇美博物館P3,臺南市仁德區臺南市仁德區文華路二段62號(文華路虎山橋旁),63,309,22.937478,120.224646
20211201,202110,台南,俥亭中華東路停車場,臺南市東區臺南市東區中華東路2段311號旁,17,0,22.981901,120.230742
20211201,202110,台南,詮營股份有限公司台南（一）收費處,臺南市歸仁區武東段241地號(高鐵橋下-歸仁八路與歸仁十路間),186,0,22.928577,120.284453
20211201,202110,台南,永固便利停車新凱旋停車場,臺南市東區臺南市東區東光路一段與凱旋路交叉口空地,296,0,22.993337,120.22979
20211201,202110,台南,竑穗水交社停車場,臺南市南區臺南市南區興昌路南側空地,187,0,22.976226,120.199062
20211201,202110,台南,曾文水庫風景區停車場,臺南市楠西區密枝里70號,145,8,23.210457,120.496897
20211201,202110,台南,虎頭埤風景區附設停車場,臺南市新化區新化區中興路42巷36號(新化段王公廟小段1090-11地號),53,8,23.027103,120.335162
20211201,202110,台南,新光三越百貨股份有限公司台南西門分公司停車場,臺南市中西區西門路1段658號,1515,0,22.986936,120.199802
20211201,202110,台南,福吉停車場,臺南市南區臺南市南區健康路2段198巷,19,0,22.982099,120.19209
20211201,202110,台南,臺南萬年二街停車場,臺南市南區臺南市南區萬年二街與萬年五街交叉路口,94,0,22.932832,120.188612
20211201,202110,台南,臺南萬年六街停車場,臺南市南區臺南市南區萬年六街與萬年一街交叉路口,149,0,22.932032,120.184744
20211201,202110,台南,臺南萬年五街停車場,臺南市南區臺南市南區萬年五街與萬年七街102巷交叉路口,136,0,22.931939,120.18909
20211201,202110,台南,南科停車場,臺南市善化區臺南市善化區善新段299地號,48,18,23.110159,120.302812
20211201,202110,台南,新光三越百貨股份有限公司台南西門分公司二館停車場,臺南市中西區永福路1段189號地下4樓,212,0,22.987969,120.200007
20211201,202110,台南,永康區農會停車場,臺南市永康區中正南路635號,12,7,23.025496,120.255012
20211201,202110,台南,頑皮世界股份有限公司停車場,臺南市學甲區臺南市學甲區三慶里頂洲75-25號,220,64,23.283586,120.208742
20211201,202110,台南,思源停車場,臺南市安南區臺南市安南區安和路四段101巷,15,0,23.053088,120.21774
20211201,202110,台南,台糖長榮酒店（台南）第二停車場,臺南市東區臺南市東區中華東路三段401號(竹篙厝段4064地號),137,0,22.97309,120.220453
20211201,202110,台南,助安168台南高鐵停車場,臺南市歸仁區臺南市歸仁區歸仁十路旁高鐵高架橋下（武東段69地號）,114,0,22.926631,120.285428
20211201,202110,台南,日月亭五妃廟停車場,臺南市中西區臺南市中西區南門路237巷4號對面,61,0,22.983251,120.204714
20211201,202110,台南,Times台南府連路停車場,臺南市中西區臺南市東區府連路(龍泉段565地號),21,0,22.98613,120.217316
20211201,202110,台南,Times台南海安路一段停車場,臺南市中西區臺南市中西區海安路一段(保安段313地號),14,0,22.98934,120.195295
20211201,202110,台南,Times台南永康中正路停車場,臺南市永康區臺南市永康區中正路148巷,43,0,23.0312,120.253589
20211201,202110,台南,五都停車場高鐵台南站,臺南市歸仁區台南高鐵特定區歸仁八路與武當路交叉口,414,16,22.927922,120.283697
20211201,202110,台南,宏益停車場,臺南市永康區臺南市永康區中山路411號旁,0,193,23.037419,120.254003
20211201,202110,台南,五福停車場,臺南市永康區臺南市永康區五福街（南新段450-1、476-2地號）,43,0,23.013346,120.233846
20211201,202110,台南,芝凡企業社停車場,臺南市新市區臺南市新市區富林路（新北段105、105-1地號）,28,0,23.080612,120.290995
20211201,202110,台南,詮營股份有限公司台南(二)收費處停車場,臺南市永康區臺南市永康區中華路893巷(頂南段463、708地號),18,21,23.019082,120.223875
20211201,202110,台南,台灣聯通台南忠義停車場,臺南市中西區忠義路2段177號旁(觀音段718、726、727、728地號),13,0,22.996748,120.204157
20211201,202110,台南,助安168台南善化停車場,臺南市善化區臺南市善化區文賢街25號旁空地(善文段559、561地號),26,0,23.130592,120.293599
20211201,202110,台南,博客停車場開發股份有限公司燦坤鹽行場,臺南市永康區臺南市永康區中正北路45號旁(鹽新段1122、1123地號),4,0,23.041635,120.23912
20211201,202110,台南,臺南市永華國民運動中心停車場,臺南市中西區臺南市中西區中華西路二段30號(環河段2550地號),81,115,22.989636,120.1882
20211201,202110,台南,竑穗中醫安南停車場,臺南市安南區臺南市安南區長和路二段66號(長和段865、865-1、866地號),190,0,23.064159,120.223784
20211201,202110,台南,台灣聯通台南安平停車場,臺南市安平區臺南市安平區健康路三段(漁光段48-13、95-2地號),164,0,22.984427,120.163343
20211201,202110,台南,廷勝停車場,臺南市北區臺南市北區開元路485巷內(開元段588-35、588-78地號),7,0,23.010761,120.224502
20211201,202110,台南,泰豐停車場,臺南市仁德區中洲里307-2號,0,152,22.904892,120.252826
20211201,202110,台南,歐特儀股份有限公司CARIN和緯站停車場,臺南市北區臺南市北區和緯路2段30號旁空地(正興段761、761-2、761-3、762、763、766、766-1、766-2、738地號),47,0,23.01126,120.209752
20211201,202110,台南,安怡停車場,臺南市安南區臺南市安南區安中路1段560巷25號旁(怡中段1010、1011、1011-1地號),11,0,23.041486,120.200338
20211201,202110,台南,新東安臨時停車場,臺南市東區臺南市東區東安路32號(光明段575、576、577地號),96,0,22.991875,120.226227
20211201,202110,台南,Times台南永康永二街（月租）停車場,臺南市永康區臺南市永康區永二街258號旁(二王段1226、1228地號),23,0,23.018016,120.250224
20211201,202110,台南,五都停車場車寶貝站,臺南市歸仁區臺南市歸仁區歸仁八路與高鐵二路交叉路口(武東段261-1地號),135,0,22.927101,120.281072
20211201,202110,台南,Times台南U.I.JHotelHostel停車場,臺南市中西區臺南市中西區友愛街115巷5號,29,0,22.990889,120.199656
20211201,202110,台南,新營醫院停車場,臺南市新營區臺南市新營區信義街73號(民治段359地號),67,0,23.308246,120.313372
20211201,202110,台南,文慧停車場,臺南市關廟區花園一街80號旁(北花段994地號),3,0,22.961623,120.336446
20211201,202110,台南,新光三越百貨股份有限公司台南中山分公司停車場,臺南市中西區中山路162號,268,0,22.994518,120.209903
20211201,202110,台南,華成停車場,臺南市安平區臺南市安平區育平9街22巷(金華段54-20、54-21地號),3,0,22.995908,120.175054
20211201,202110,台南,高雄榮總臺南分院停車場,臺南市永康區臺南市永康區復興路427號旁(永中段479、480、487、488、497地號),88,90,22.997604,120.240179
20211201,202110,台南,臺南文南路停車場,臺南市南區臺南市南區文南路128號旁(正義段674、674-1、674-2、674-3、674-4、674-5地號),8,0,22.985316,120.190104
20211201,202110,台南,竑穗華平二站停車場,臺南市安平區臺南市安平區華平路515號旁(金華段51-7地號),17,0,22.994064,120.175394
20211201,202110,台南,嘟嘟房台南安平運河站,臺南市安平區臺南市安平區運河路11號對面(安億橋旁),94,0,22.998742,120.162539
20211201,202110,台南,高雄榮總臺南分院機車停車場,臺南市東區臺南市東區精忠段153-2地號(高雄榮總台南分院對面),0,78,22.99801,120.239819
20211201,202110,台南,土虱堀停車場,臺南市永康區臺南市永康區永大一路307號對面（文化段135地號）,21,0,23.015416,120.253798
20211201,202110,台南,德根停車場,臺南市永康區臺南市永康區文化街235巷3弄(大灣段6594、6594-1、6594-2、6594-3、6594-4、6594-5地號),16,0,23.01477,120.255979
20211201,202110,台南,新日進停車場,臺南市永康區臺南市永康區永和街與永和街100巷路口（永二段187、188、189、191地號）,38,0,23.017993,120.255046
20211201,202110,台南,Times台南文化二街停車場,臺南市東區臺南市東區文化二街(仁和段1290、1293、1293-1地號),58,0,22.977948,120.23259
20211201,202110,台南,安富農停車場,臺南市東區臺南市東區自由路三段155巷30號旁(虎尾寮段500-4、500-5、500-6、500-15、500-16、500-17地號共6筆土地),46,0,22.981307,120.236274
20211201,202110,台南,麻豆市五停車場,臺南市麻豆區臺南市麻豆區中正路80號(保安段347地號),89,0,23.186097,120.249837
20211201,202110,台南,奇美醫療財團法人佳里奇美醫院停車場,臺南市佳里區臺南市佳里區興化里606號（興化段349、349-1、349-2、350、350-1、351、351-1、376、381、382地號),145,0,23.18291,120.183744
20211201,202110,台南,成功路停車場,臺南市中西區忠義路2段237號旁(觀音段577、580、581、582地號),25,0,22.998212,120.204623
20211201,202110,台南,台南西門二停車場,臺南市中西區西門路一段430號旁,17,0,22.982328,120.19771
20211201,202110,台南,臺南站前永發停車場,臺南市東區臺南市東區北門路二段（育樂段6022-1地號）,0,138,22.998037,120.212468
20211201,202110,台南,科技部南部科學園區管理局台南科學園區第二期標準廠房附屬地下停車場,臺南市新市區臺南市新市區南科三路17號等地下1樓（新科段135地號）,212,0,23.097548,120.281881
20211201,202110,台南,鈦興停車場,臺南市中西區健康路1段390巷地下室,44,0,22.981965,120.198724
20211201,202110,台南,阿福停車場,臺南市永康區臺南市永康區永勝街近文化路口（大灣段6562-1、6563-3地號）,12,0,23.015346,120.255115
20211201,202110,台南,中華路停車場,臺南市新營區臺南市新營區中華路5號空地（民權段69地號）,8,0,23.305048,120.315582
20211201,202110,台南,台灣聯通台南崇明停車場,臺南市東區臺南市東區崇明五街31號旁（竹篙厝段2089、2089-6地號）,7,0,22.97994,120.216825
20211201,202110,台南,奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康村201號,296,0,23.290288,120.325346
20211201,202110,台南,張瑞祥停車場,臺南市永康區臺南市永康區永大一路（大灣段6448、6448-1、6448-2地號）,13,0,23.01706,120.25684
20211201,202110,台南,阿卡停車場,臺南市中西區臺南市中西區中山路164巷(廣慈段140、140-1地號),0,197,22.995177,120.21032
20211201,202110,台南,阿凡達停車場,臺南市中西區臺南市中西區海安路二段306號旁（普濟段311地號）,17,0,22.999153,120.198312
20211201,202110,台南,龍昇停車場,臺南市歸仁區臺南市歸仁區歸仁大道與歸仁五路交叉路口（武東段130-2、131地號）,154,0,22.929313,120.284886
20211201,202110,台南,中正停車場,臺南市中西區中正路313號旁(府前段1269等地號),92,0,22.993467,120.195252
20211201,202110,台南,盛川永康停車場,臺南市永康區臺南市永康區臺鐵永康站旁（四維段48、49、50、51、52地號）,0,61,23.038187,120.253387
20211201,202110,台南,盛川大橋停車場,臺南市永康區臺南市永康區臺鐵大橋站附近（六甲頂段519地號）,0,35,23.019721,120.224587
20211201,202110,台南,竑穗國泰置地停車場,臺南市中西區臺南市中西區和意路1號B1~B3、B5~B7(南門段1054、1055、1057地號),785,1111,22.988295,120.199559
20211201,202110,台南,臺南新營後站停車場,臺南市新營區臺南市新營區後火車站旁(新營段15、30-3地號),14,91,23.305807,120.323518
20211201,202110,台南,煙波大飯店停車場,臺南市中西區臺南市中西區永福路1段269號B1~B2（南門段704地號）,121,103,22.989209,120.199897
20211201,202110,台南,噗噗車棧-富農店,臺南市東區臺南市東區富農街一段131巷25弄(富農段911地號),38,0,22.981733,120.233745
20211201,202110,台南,全聯台南開元停車場,臺南市北區臺南市北區開元路153號,12,0,23.006991,120.219087
20211201,202110,台南,FOCUS停車場,臺南市中西區中山路166號,241,0,22.995827,120.21034
20211201,202110,台南,尖山埤江南渡假村停車場,臺南市柳營區旭山里60號,313,0,23.266749,120.392637
20211201,202110,台南,百創中洲停車場,臺南市仁德區臺南市仁德區臺鐵中洲站旁（中洲東段1086地號）,0,103,22.904451,120.252904
20211201,202110,台南,五都停車場高鐵台南五站,臺南市歸仁區臺南市歸仁區歸仁十路與武當路口西北側(武東段264地號）,267,79,22.926118,120.283402
20211201,202110,台南,育平健康停車場,臺南市安平區臺南市安平區健康路三段與育平路交叉路口（金華段109地號）,298,0,22.985336,120.166445
20211201,202110,台南,五福二停車場,臺南市永康區臺南市永康區五福街（南新段466、466-1、467(部分)、467-1、476-1地號）,25,0,23.01305,120.233097
20211201,202110,台南,五都停車場高鐵台南三站,臺南市歸仁區武當路與高鐵大道交叉口（武東段268地號）,59,39,22.925039,120.283806
20211201,202110,台南,Times台南崇明三街停車場,臺南市東區臺南市東區崇明三街近崇德路口（竹篙厝段1994、1994-33地號）,6,0,22.981051,120.2176
20211201,202110,台南,Times台南東和路停車場,臺南市東區臺南市東區東和路93號對面（光明段6091地號）,10,0,22.998558,120.227979
20211201,202110,台南,永華國平停車場,臺南市安平區臺南市安平區永華路二段與國平路交叉口（金華段93、93-1地號）,261,0,22.990799,120.17081
20211201,202110,台南,永固便利停車台南一站停車場,臺南市東區臺南市東區中華東路二段75號旁（虎尾寮段371-27、371-22地號）,29,0,22.986293,120.233525
20211201,202110,台南,Times台南文平路停車場,臺南市安平區臺南市安平區文平路545號旁（金華段5-1、5-2、5-40地號）,28,0,22.996401,120.178989
20211201,202110,台南,衛生福利部臺南醫院收費停車場,臺南市中西區臺南市中西區中山路125號,253,460,22.995136,120.20891
20211201,202110,台南,地王停車場,臺南市中西區臺南市中西區民權路4段232號旁（成光段1504、1505、1509地號）,27,0,22.999237,120.179904
20211201,202110,台南,億載金城停車場,臺南市安平區臺南市安平區光州路3號（金城段41地號）,38,0,22.988582,120.160021
20211201,202110,台南,台灣聯通台南裕農停車場,臺南市東區裕農路375號旁(新東段77，78，79地號),139,0,22.987197,120.229929
20211201,202110,台南,新營區三民路站前停車場,臺南市新營區臺南市新營區三民路與三民路8巷交叉口（民族段706地號）,79,428,23.307545,120.321039
20211201,202110,台南,TIMES寶雅台南永康停車場,臺南市永康區中華路106號,13,0,23.002719,120.235188
20211201,202110,台南,Times台南民族路二段停車場,臺南市中西區臺南市中西區民族路2段149號旁（中山段500地號部份）,5,0,22.995079,120.207371
20211201,202110,台南,噗噗車棧-中華店,臺南市永康區臺南市永康區中華路103號旁(兵南段254、263地號),101,0,23.001708,120.234861
20211201,202110,台南,麗新大酒店停車場,臺南市永康區臺南市永康區中正北路222號,83,0,23.041484,120.245021
20211201,202110,台南,嘟嘟房臺南建平站停車場,臺南市安平區臺南市安平區建平七街418號旁（金華段141-5、141-6、141-17地號）,13,0,22.989297,120.176
20211201,202110,台南,竑穗東興停車場,臺南市東區臺南市東區東興路(光明段428-2、428-3地號),36,0,22.991125,120.228695
20211201,202110,台南,永固東寧停車場,臺南市東區臺南市東區東光路與東寧路口（東光段1002、1003地號）,316,1057,22.990386,120.231433
20211201,202110,台南,興來停車場,臺南市永康區臺南市永康區永二段1225、1225-27地號,48,0,23.017729,120.251141
20211201,202110,台南,六藝復興停車場,臺南市東區臺南市東區自由路三段376號旁（虎尾寮段480-57地號）,25,0,22.98194,120.237316
20211201,202110,台南,新長越民權路停車場,臺南市中西區臺南市中西區民權路2段254號空地（新美段578地號）,14,0,22.996007,120.200376
20211201,202110,台南,竑穗永福停車場,臺南市南區臺南市南區健康路1段近永福路口（鹽埕段1-656、1-657、169-2、168-53、168-3、169-43地號）,31,0,22.981218,120.20006
20211201,202110,台南,臺南市美術館停車場,臺南市中西區臺南市中西區忠義路二段1號(臺南市美術館2館B1、B2),543,149,22.98999,120.20095
20211201,202110,台南,崇信浮生六記地下一樓停車場,臺南市東區臺南市東區崇信街97號B1,43,0,22.980216,120.227522
20211201,202110,台南,台灣聯通民生停車場,臺南市中西區民生路2段279號,132,0,22.996694,120.192082
20211201,202110,台南,台南都會公園文賢停車場,臺南市仁德區臺南市仁德區文華路二段62號(公園段230~234地號等5筆土地),687,214,22.936676,120.228188
20211201,202110,台南,竑穗成功大學醫學中心附屬停車場,臺南市北區臺南市北區勝利路138號（東興段845地號）,55,62,23.001281,120.218925
20211201,202110,台南,HotelA聖禾大飯店停車場,臺南市中西區臺南市中西區西門路二段23號B1~B2,34,50,22.990961,120.197537
20211201,202110,台南,南紡購物中心停車場,臺南市東區中華東路1段366號,1007,1958,22.989882,120.233606
20211201,202110,台南,齊杉建平華平停車場,臺南市安平區臺南市安平區建平七街近華平路口（金華段139地號）,22,0,22.989508,120.174301
20211201,202110,台南,明德和平停車場,臺南市關廟區臺南市關廟區和平路與明德街口（南花段907、910地號）,27,0,22.960101,120.33357
20211201,202110,台南,和雲台南成功站停車場,臺南市北區臺南市北區成功路22巷3號（公園段629-2、765、765-7地號）,45,0,22.999063,120.208996
20211201,202110,台南,大集停車場,臺南市東區臺南市東區文化二街（仁和段158地號）,4,0,22.975917,120.233461
20211201,202110,台南,嘟嘟房永康東橋站停車場,臺南市永康區臺南市永康區東橋六街15號對面（橋北段82、82-7~12地號共7筆土地）,38,0,23.019109,120.233972
20211201,202110,台南,國立臺灣歷史博物館遊客停車場,臺南市安南區臺南市安南區長和路1段250號（和館段48地號部份）,171,113,23.059165,120.231786
20211201,202110,台南,竑穗東寧停車場,臺南市東區東寧路85號(東寧段231-4、231-5、232-3與232-5等4筆地號),66,0,22.991764,120.222546
20211201,202110,台南,Times台南忠義路二段停車場,臺南市中西區臺南市中西區忠義路二段（觀音段415、416地號）,22,0,22.997749,120.204697
20211201,202110,台南,Times台南慶東街停車場,臺南市中西區臺南市東區慶東街127巷7號旁（光華段771~775及777地號）,13,0,22.989897,120.215825
20211201,202110,台南,楠西區都市計畫停二立體停車場,臺南市楠西區臺南市楠西區民生路12號,38,96,23.176599,120.48591
20211201,202110,台南,嘟嘟房台南康樂友愛站停車場,臺南市中西區臺南市中西區康樂街94號旁空地(府前段1318、1319、1320、1321、1322、1323地號),55,0,22.992852,120.194627
20211201,202110,台南,邵慈企業社停車場,臺南市中西區臺南市中西區觀亭街110號(觀音段67地號),19,0,22.997683,120.206074
20211201,202110,台南,杉霖裕孝路停車場,臺南市東區臺南市東區裕孝路近裕和路口（裕東段424、433地號）,23,0,22.987224,120.243326
20211201,202110,台南,杉霖裕義路停車場,臺南市東區臺南市東區裕義路近裕文路口（裕東段790、804地號）,28,0,22.983162,120.247755
20211201,202110,台南,立暉東門停車場,臺南市東區臺南市東區東門路三段（虎尾段1103地號部份）,87,0,22.976341,120.23814
20211201,202110,台南,富星停車場,臺南市永康區臺南市永康區大同街6號對面（國聖段503、540、941地號）,61,0,23.008398,120.271506
20211201,202110,台南,承莉善化停車場,臺南市善化區臺南市善化區中山路377號,96,0,23.131771,120.291398
20211201,202110,台南,俥亭慶平停車場,臺南市安平區臺南市安平區慶平路485號旁（金華段57-26地號）,29,0,22.996927,120.173206
20211201,202110,台南,ViViPARK永華八街停車場,臺南市安平區臺南市安平區永華八街330號旁（金華段60-1地號）,5,0,22.996455,120.173083
20211201,202110,台南,ViViPARK安平路一站停車場,臺南市安平區臺南市安平區安平路606巷9號旁（上鯤鯓段586、587、588、589、590、591、592地號）,20,0,22.99931,120.169224
20211201,202110,台南,ViViPARK安平路二站停車場,臺南市安平區臺南市安平區安平路606巷48號對面（上鯤鯓段490、490-2、490-3、491、491-1、491-2地號）,25,0,23.000521,120.169844
20211201,202110,台南,ViViPARK永華八街二站停車場,臺南市安平區臺南市安平區永華八街298號旁（金華段60-33至60-36地號）,19,0,22.99625,120.172989
20211201,202110,台南,新光三越(股)機車停車場,臺南市中西區北門路1段123巷56號,0,128,22.994817,120.210246
20211201,202110,台南,Times台南東門路二段第2停車場,臺南市東區臺南市東區東門路2段95號旁（東安段822、904、905、923、925、925-1、926、927地號）,30,0,22.985931,120.221482
20211201,202110,台南,竑穗建業停車場,臺南市中西區建業街58號,44,0,22.987918,120.205482
20211201,202110,台南,佳里新生停車場,臺南市佳里區臺南市佳里區新生路139號旁,24,0,23.160301,120.177338
20211201,202110,台南,台灣聯通台南東一停車場,臺南市東區東和路88號東側空地,6,0,22.998593,120.226838
20211201,202110,台南,玖鑫物業管理顧問有限公司玖鑫停車場,臺南市東區臺南市東區中華東路一段66、68、70號地下2樓,95,0,22.99667,120.23412
20211201,202110,台南,TIMES台南金華路三段停車場,臺南市中西區金華路三段233號北側空地,22,0,22.995221,120.193372
20211201,202110,台南,Times台南民生路第2停車場,臺南市中西區臺南市中西區民生路2段59號旁,20,0,22.99487,120.197546
20211201,202110,台南,台灣聯通台南東和停車場,臺南市東區東和路102號西側空地,12,0,22.998513,120.227428
