Unnamed: 0,匯入時間,統計時間,縣市代碼,縣市名稱,學校代碼,學校名稱,1年級班級數,2年級班級數,3年級班級數,4年級班級數,5年級班級數,6年級班級數,1年級男學生數,1年級女學生數,2年級男學生數,2年級女學生數,3年級男學生數,3年級女學生數,4年級男學生數,4年級女學生數,5年級男學生數,5年級女學生數,6年級男學生數,6年級女學生數,上學年男畢業生,上學年女畢業生,男專任教師,女專任教師,男職員,女職員,lat,lng
2373,20210801,202101,21,臺南市,213626,市立安順國小,9,9,10,8,8,9,114,134,125,119,145,135,99,101,104,99,111,121,122,101,24,67,3,4,23.0483657,120.2182231
2374,20210801,202101,21,臺南市,213627,市立和順國小,9,9,10,8,7,9,112,117,119,122,139,116,111,96,100,89,123,105,113,103,34,53,2,4,23.0666065,120.21833329999998
2375,20210801,202101,21,臺南市,213628,市立海東國小,13,15,16,13,10,12,187,169,214,187,229,209,199,146,136,142,177,147,172,171,48,89,1,7,23.0489061,120.174709
2376,20210801,202101,21,臺南市,213629,市立安慶國小,8,9,10,8,7,9,121,108,107,130,121,110,97,83,101,101,106,105,109,131,25,65,1,7,23.0404655,120.1930124
2377,20210801,202101,21,臺南市,213630,市立土城國小,3,2,2,2,2,3,22,21,21,19,23,24,15,21,26,19,28,30,30,21,10,15,0,4,24.972563,121.4424728
2378,20210801,202101,21,臺南市,213631,市立青草國小,1,1,1,1,1,1,7,6,7,11,6,6,4,4,7,6,6,4,3,7,5,7,0,2,23.0766989,120.1168636
2379,20210801,202101,21,臺南市,213632,市立鎮海國小,1,1,1,1,1,1,7,8,8,10,8,8,6,5,2,5,11,5,5,3,3,9,0,2,23.0190395,120.1342569
2380,20210801,202101,21,臺南市,213633,市立顯宮國小,1,1,1,1,1,1,4,4,6,5,3,7,4,2,5,9,4,6,4,6,5,9,0,2,23.0362445,120.1272647
2381,20210801,202101,21,臺南市,213634,市立長安國小,3,3,3,3,3,3,37,29,33,34,37,33,31,30,41,29,17,42,29,36,12,20,0,4,25.0495306,121.5301139
2382,20210801,202101,21,臺南市,213635,市立安南區南興國小,1,1,1,1,1,1,6,4,8,13,6,8,8,6,8,5,6,8,9,5,7,7,0,3,23.0736499,120.1604304
2383,20210801,202101,21,臺南市,213636,市立安佃國小,2,2,2,2,2,2,24,29,25,30,29,26,21,27,26,21,24,27,28,26,9,13,0,2,23.0640268,120.1733217
2384,20210801,202101,21,臺南市,213637,市立大港國小,5,6,6,4,4,6,66,68,76,70,79,60,46,59,43,60,77,68,98,75,13,41,0,5,23.013212,120.189012
2385,20210801,202101,21,臺南市,213638,市立海佃國小,12,12,13,12,11,11,177,166,171,166,190,182,183,152,167,147,162,150,163,175,27,97,2,7,23.0277538,120.2004672
2386,20210801,202101,21,臺南市,213639,市立東區復興國小,13,13,14,13,11,15,163,182,190,177,204,181,174,185,161,144,206,198,208,184,27,108,2,7,22.9824584,120.2387606
2387,20210801,202101,21,臺南市,213640,市立崇明國小,11,14,14,11,12,14,167,144,206,192,189,184,139,156,176,158,196,178,204,198,28,104,2,7,22.9711141,120.2254939
2388,20210801,202101,21,臺南市,213641,市立安平國小,6,8,8,7,6,8,70,97,112,95,112,86,120,78,70,82,101,100,117,100,14,61,1,5,22.9935743,120.1765999
2389,20210801,202101,21,臺南市,213642,市立文元國小,14,15,15,14,14,14,189,218,194,211,229,194,215,173,180,193,209,191,206,189,29,115,1,6,23.0153635,120.199927
2390,20210801,202101,21,臺南市,213643,市立學東國小,1,1,1,1,1,1,7,5,3,9,8,6,5,4,4,1,4,5,8,5,4,10,0,2,23.0781834,120.1454058
2391,20210801,202101,21,臺南市,213644,市立億載國小,12,14,13,11,11,11,149,141,184,190,171,160,146,139,136,132,162,127,155,130,21,98,0,8,22.989736,120.163355
2392,20210801,202101,21,臺南市,213645,市立賢北國小,7,7,7,6,5,6,100,92,84,91,90,87,94,64,73,53,83,81,87,73,19,45,1,4,23.0072265,120.1796769
2393,20210801,202101,21,臺南市,213646,市立裕文國小,6,6,7,6,6,6,83,77,81,91,101,96,89,78,88,82,90,82,90,78,14,50,0,5,22.9824992,120.2457409
