Unnamed: 0,匯入時間,統計時間,工廠名稱,地址,中行業別,細行業別,耗用原料,主要產品,lat,lng
52903,20211201,202110,東成飼料股份有限公司,臺南市學甲區新達里瓦寮２２之３號,食品及飼品業,動物飼品製造業,,配合飼料,23.2293147961532,120.212103891355
52904,20211201,202110,匹士克股份有限公司,臺南市學甲區新榮里華宗路７１之２號,機械設備業,流體傳動設備製造業,,空油壓機械零組件,23.22125802583389,120.183515506103
52905,20211201,202110,雅騰電機股份有限公司,臺南市學甲區新榮里華宗路７１號Ｂ棟,電子零組件業,未分類其他電子零組件製造業,銅線、銅粒、塑膠、鐵片,電磁線圈,23.221258116129604,120.183515505554
52906,20211201,202110,利通樹脂股份有限公司台南廠,臺南市學甲區新榮里華宗路１０８號,化學材料業,合成橡膠原料製造業,,塑膠及合成橡膠原料（液態松香皂）,23.2220869942924,120.184181978698
52907,20211201,202110,鱠樂有限公司,臺南市學甲區新榮里華宗路８７號,食品及飼品業,水產加工及保藏業,,水產加工,23.2224370259762,120.18363203011002
52908,20211201,202110,寶榮開發企業股份有限公司工廠,臺南市學甲區新榮里中華路一段８９號,其他製造業,其他未分類製造業,,寵物食品（貓．狗飼料）,23.2222162507669,120.185652602185
52909,20211201,202110,大慈紡織有限公司,臺南市學甲區新榮里華宗路１２０之１號,紡織業,染整業,,撚紗加工,23.223066972596804,120.184002014805
52910,20211201,202110,大德股份有限公司,臺南市學甲區新榮里華宗路１２０號,食品及飼品業,動物飼品製造業,,養魚飼料，澱粉加工,23.223087036479303,120.184005410217
52911,20211201,202110,利威紙業社,臺南市學甲區新榮里華宗路１１８之１號,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,其他紙容器,23.2230089910769,120.184487368151
52912,20211201,202110,志宏實業有限公司,臺南市學甲區新榮里華宗路１２６之２號,紡織業,人造纖維紡紗業,,撚紗、絨紗,23.2228380588082,120.185794507408
52913,20211201,202110,志弘實業有限公司,臺南市學甲區新榮里華宗路１２６之３號,紡織業,人造纖維紡紗業,,撚紗、絨紗,23.2228380588082,120.185794507408
52914,20211201,202110,立興盛纖維有限公司工廠,臺南市學甲區新榮里華宗路１２６號,紡織業,棉毛紡紗業,,棉混紡紗,23.2228380588082,120.185794507408
52915,20211201,202110,宜佳棉業股份有限公司學甲廠,臺南市學甲區新榮里華宗路１２１號Ｃ棟〈１址多廠〉,紡織業,不織布業,聚酯棉多元酯棉,不織布,23.2241369953846,120.182851979235
52916,20211201,202110,信立化學工業股份有限公司,臺南市學甲區新榮里華宗路１２１號,塑膠製品業,塑膠皮、板及管材製造業,,塑膠皮、ＰＵ合成皮,23.224588986963703,120.181715462245
52917,20211201,202110,勤業實業股份有限公司,臺南市學甲區新榮里華宗路１２１號Ｂ棟,塑膠製品業,其他塑膠製品製造業,,塑膠料,23.224588986963703,120.181715462245
52918,20211201,202110,冠紘興業股份有限公司,臺南市學甲區新榮里華宗路１３５之１號,紡織業,人造纖維紡紗業,,花式撚紗,23.224440058738,120.183290587651
52919,20211201,202110,冠盛興業股份有限公司,臺南市學甲區新榮里華宗路１３５號,紡織業,人造纖維紡紗業,,花式撚紗,23.224440058738,120.183290587651
52920,20211201,202110,隆豐製冰冷凍廠,臺南市學甲區新榮里華宗路１３７及１３７之２號,其他製造業,其他未分類製造業,,冰塊（非食品用）,23.224886018728,120.183216452748
52921,20211201,202110,金朝預拌混凝土股份有限公司學甲廠,臺南市學甲區豐和里美豐１２５之２４號,非金屬礦物製品業,預拌混凝土製造業,,預拌混凝土,23.216953898854104,120.197291000573
52922,20211201,202110,雙鎰企業有限公司學甲廠,臺南市學甲區豐和里美豐１２５之２７號,金屬製品業,金屬表面處理業,,烤漆鋼板,23.216953898854104,120.197291000573
52923,20211201,202110,連輝玻璃有限公司學甲廠,臺南市學甲區豐和里美豐１２２之２５號,非金屬礦物製品業,平板玻璃及其製品製造業,,玻璃及其製品,23.2168178127186,120.198281020135
52924,20211201,202110,依洛嘉國際實業有限公司,臺南市學甲區豐和里美豐６７之４６號１樓,化學製品業,清潔用品及化粧品製造業,不織布,化粧品（面膜）,23.2167097880827,120.200830054477
52925,20211201,202110,禾倉企業有限公司學甲廠,臺南市學甲區豐和里美豐４９之１２號,食品及飼品業,未分類其他食品製造業,,決明子、大麥,23.2191858251735,120.201211988946
52926,20211201,202110,滿庭芳實業有限公司工廠,臺南市學甲區豐和里美豐４９之１３號,紡織業,紡織製成品製造業,,寢具用品製造,23.2191858251735,120.201211988946
52927,20211201,202110,秉廉企業社,臺南市學甲區豐和里美和１之４０號,汽車及零件業,汽車零件製造業,,汽車剎車來令,23.2248053584664,120.197907879519
52928,20211201,202110,泰榮化粧品有限公司,臺南市學甲區大灣里大灣１６９之１號,化學製品業,清潔用品及化粧品製造業,,化妝品,23.2084723660013,120.184765529522
52929,20211201,202110,高盈企業股份有限公司,臺南市學甲區大灣里大灣１５４之２２號,紡織業,其他紡織品製造業,,花式撚紗、棉混紡紗,23.2094770939705,120.184638782061
52930,20211201,202110,翰林格鋁業有限公司大灣廠,臺南市學甲區大灣里大灣１５４之２８號,金屬製品業,金屬建築組件製造業,,鋁門窗,23.2094825553872,120.185692963186
52931,20211201,202110,合大吉光電有限公司,臺南市麻豆區港尾里港子尾５８之１１號,電力設備業,電燈泡及燈管製造業,,ＬＥＤ燈管,23.204184208508305,120.202137889331
52932,20211201,202110,仁瑋針織股份有限公司,臺南市麻豆區港尾里姓陳寮１之８號,成衣及服飾品業,成衣製造業,,針織帽，針織圍巾，針織手套,23.2013472519949,120.207150310596
52933,20211201,202110,允順綠環保有限公司,臺南市麻豆區海埔里莊禮寮８之２號,塑膠製品業,塑膠膜袋製造業,,塑膠布,23.1988889899936,120.211813125217
52934,20211201,202110,益立達實業有限公司,臺南市麻豆區海埔里莊禮寮８號１樓,塑膠製品業,塑膠皮、板及管材製造業,,塑膠布,23.1986885867764,120.211843312988
52935,20211201,202110,昌鋐機電工業有限公司麻豆廠,臺南市麻豆區海埔里５０之３號,機械設備業,輸送機械設備製造業,,輸送機,23.200429534896003,120.216739473198
52936,20211201,202110,笙榮紙業股份有限公司麻豆廠,臺南市麻豆區北勢里北勢寮１０之３８號,紙漿、紙及紙製品業,未分類其他紙製品製造業,,紙,23.2051049464032,120.238157922657
52937,20211201,202110,宏徉工業社麻豆廠,臺南市麻豆區北勢里北勢寮１０之４５號,金屬製品業,金屬建築組件製造業,,機械加工,23.2045849130892,120.234698013326
52938,20211201,202110,鴻群織造有限公司工廠,臺南市下營區西連里西寮６０之８號,成衣及服飾品業,服飾品製造業,,針織（手套、帽子、圍巾、襪子）,23.206193500166,120.263602507806
52939,20211201,202110,皓冠企業社,臺南市下營區西連里連表１之２９號,木竹製品製造業,其他木竹製品製造業,,木竹製品,23.2091034842372,120.267970520664
52940,20211201,202110,鼎和實業股份有限公司下營廠,臺南市下營區西連里連表１之２８號,石油及煤製品業,石油及煤製品製造業,,引擎機油添加劑（油精）,23.20910348332789,120.267970325279
52941,20211201,202110,福双有限公司,臺南市下營區西連里西寮２５之４號,汽車及零件業,汽車零件製造業,,五金零件，汽車零件之加工,23.2077794000762,120.263903507234
52942,20211201,202110,能廣織造股份有限公司下營廠,臺南市下營區茅港里茅港尾２３５之１１號,紡織業,其他紡織品製造業,,緞帶、織帶,23.2066354504174,120.282106200949
52943,20211201,202110,燁成實業有限公司,臺南市將軍區長榮里長榮１７９之２６號,金屬製品業,未分類其他金屬製品製造業,鐵材，木材,寵物用品（鳥籠）,23.1896718842668,120.154688943317
52944,20211201,202110,洽益化學股份有限公司台南廠,臺南市將軍區長榮里長榮１６５號,化學製品業,農藥及環境用藥製造業,達馬松、嘉磷塞、二甘醇,殺蟲劑、殺菌劑、除草劑,23.1897793108555,120.158930957091
52945,20211201,202110,仁翔複合橡膠鞋材有限公司,臺南市將軍區長榮里長榮１７３號,塑膠製品業,塑膠外殼及配件製造業,,海綿板,23.1871246895863,120.158469719588
52946,20211201,202110,承佑企業有限公司,臺南市將軍區長榮里長榮１６５之８０號,化學製品業,清潔用品及化粧品製造業,,無香精肥皂,23.18949282544389,120.162526745883
52947,20211201,202110,順大電機行,臺南市將軍區長榮里長榮６５之１０號,機械設備業,泵、壓縮機、活栓及活閥製造業,,馬達、泵浦,23.1946740267237,120.169984891706
52948,20211201,202110,富騁國際實業有限公司,臺南市佳里區海澄里萊芊寮１７之３１號,塑膠製品業,其他塑膠製品製造業,,塑膠製品,23.1863539739574,120.17291272045
52949,20211201,202110,佳承欣有限公司,臺南市佳里區禮化里３７０之２號,成衣及服飾品業,成衣製造業,,毛衣,23.1914181125704,120.18490830917
52950,20211201,202110,強新工業股份有限公司五廠,臺南市佳里區海澄里萊芊寮１２之３５號,基本金屬業,鋼鐵伸線業,,黑鐵線，五金線材，螺帽線材，不銹鋼線材,23.1859702595906,120.179254388759
52951,20211201,202110,千葉興業有限公司,臺南市佳里區海澄里萊芊寮１２之１２號,機械設備業,其他通用機械設備製造業,,機車及其零件,23.1859702595906,120.179254388759
52952,20211201,202110,金器工業股份有限公司佳里三廠,臺南市佳里區海澄里萊芊寮１２之１３號,機械設備業,流體傳動設備製造業,,各種空壓、油壓機械零組件,23.1859702595906,120.179254388759
52953,20211201,202110,三恒金屬股份有限公司,臺南市佳里區海澄里萊芊寮１２之１４號,基本金屬業,鋼鐵鑄造業,,鑄件,23.1859702595906,120.179254388759
52954,20211201,202110,強新工業股份有限公司佳里三廠,臺南市佳里區海澄里萊芊寮１２之２２、１２之２３、１２之２５號,基本金屬業,鋼鐵伸線業,,黑鐵線、五金線材、螺帽線材、不銹鋼線材,23.1859702595906,120.179254388759
52955,20211201,202110,全協工業股份有限公司,臺南市佳里區海澄里萊芊寮１２之１７號,基本金屬業,鋼鐵鑄造業,,鑄件,23.1859702595906,120.179254388759
52956,20211201,202110,金器工業股份有限公司佳里四廠,臺南市佳里區海澄里萊芊寮１２之３０號,機械設備業,流體傳動設備製造業,,各種空壓、油壓機械零件,23.1859702595906,120.179254388759
52957,20211201,202110,強新工業股份有限公司,臺南市佳里區海澄里萊芊寮１２之１９號,基本金屬業,鋼鐵伸線業,,黑鐵線，五金線材，螺帽線材，不線材,23.1859702595906,120.179254388759
52958,20211201,202110,台瑋股份有限公司台南廠,臺南市佳里區海澄里萊芊寮１２之３３號,塑膠製品業,其他塑膠製品製造業,,塑膠製品,23.1859702595906,120.179254388759
52959,20211201,202110,誠玉開發機械廠股份有限公司,臺南市佳里區海澄里萊芊寮１２之２６號,機械設備業,其他通用機械設備製造業,,押出機械,23.1859702595906,120.179254388759
52960,20211201,202110,鐵人企業股份有限公司,臺南市佳里區海澄里萊芊寮１２之３號Ａ棟,電力設備業,配線器材製造業,,五金電器電件組立,23.1859702595906,120.179254388759
52961,20211201,202110,東皋企業股份有限公司,臺南市佳里區海澄里萊芊寮１２之５號,化學材料業,塑膠原料製造業,,塑膠粒、ＡＰＰ脂、ＥＰＤＭ橡膠、橡膠粒,23.1859702595906,120.179254388759
52962,20211201,202110,彥泰企業股份有限公司,臺南市佳里區海澄里萊芊寮１２之６號,化學材料業,塑膠原料製造業,,塑膠及橡膠精製粒,23.1859702595906,120.179254388759
52963,20211201,202110,陞弘實業社,臺南市佳里區海澄里萊芊寮１２之８號,基本金屬業,鍊鋁業,,鋁錠,23.1859702595906,120.179254388759
52964,20211201,202110,興達塑膠工廠,臺南市佳里區興化里佳里興５７１之２４號,塑膠製品業,其他塑膠製品製造業,,塑膠粒,23.1863233610359,120.185553863836
52965,20211201,202110,桔瑞國際有限公司台南廠,臺南市佳里區興化里佳里興５７０號Ｂ棟,金屬製品業,未分類其他金屬製品製造業,,金屬餐具（不含鋁器皿）,23.1862940473224,120.185525421952
52966,20211201,202110,全乙工業有限公司台南廠,臺南市佳里區興化里佳里興５７０號Ｅ棟,金屬製品業,未分類其他金屬製品製造業,,不銹鋼煎鍋、餐具組系列、湯鍋,23.1862940473224,120.185525421952
52967,20211201,202110,亮亞紙品有限公司,臺南市佳里區禮化里佳里興３０２之３號,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,紙箱、紙盒,23.1920662668294,120.187140889561
52968,20211201,202110,三合成商號,臺南市佳里區興化里佳里興４４２之２號,食品及飼品業,碾榖業,,糙米、白米,23.189916164903497,120.187893905662
52969,20211201,202110,大昌製藥廠,臺南市佳里區禮化里３０５號,藥品及醫用化學品業,中藥製造業,,中藥,23.1919350848622,120.187669844303
52970,20211201,202110,通瑩精密有限公司,臺南市佳里區海澄里萊芉寮１７之３３號,金屬製品業,其他金屬加工處理業,,鋁管加工、鐵管加工,23.185531921497503,120.176620974692
52971,20211201,202110,清美化學工廠,臺南市佳里區興化里４７６之２及４７６之３號,化學製品業,清潔用品及化粧品製造業,,乳劑、液劑、油劑、膏劑、粉劑,23.1901552000875,120.189438050681
52972,20211201,202110,怡欣達金屬有限公司工廠,臺南市佳里區海澄里萊芊寮１７之１８號,其他運輸工具零件業,機車零件製造業,,機車內燃機汽缸、汽缸頭,23.1856821143276,120.175625319039
52973,20211201,202110,漢將實業有限公司,臺南市佳里區海澄里萊芊寮１７之１１號,金屬製品業,其他金屬加工處理業,,鋼板加工,23.1856821143276,120.175625319039
52974,20211201,202110,閏鑫企業有限公司佳里廠,臺南市佳里區海澄里萊芊寮１７之２３號,金屬製品業,其他金屬加工處理業,,鋼管（材）加工,23.1856821143276,120.175625319039
52975,20211201,202110,安雄電子股份有限公司,臺南市佳里區海澄里萊芊寮１７之１４號,電力設備業,其他電力設備及配備製造業,,電子安定器、螢光照明燈,23.1856821143276,120.175625319039
52976,20211201,202110,華品食品廠二廠,臺南市佳里區海澄里萊芊寮１７之４號,食品及飼品業,未分類其他食品製造業,,餐盒食品,23.1856821143276,120.175625319039
52977,20211201,202110,群禾工業有限公司,臺南市佳里區海澄里萊芊寮１７之１５號,金屬製品業,未分類其他金屬製品製造業,鋁錠,機械零件、汽機車零件、配電器材,23.1856821143276,120.175625319039
52978,20211201,202110,漢將實業有限公司第二廠,臺南市佳里區海澄里萊芊寮１７之７號,金屬製品業,其他金屬加工處理業,,鋼板加工,23.1856821143276,120.175625319039
52979,20211201,202110,崙金企業股份有限公司,臺南市佳里區海澄里萊芊寮１７之２１號,金屬製品業,其他金屬加工處理業,,鋼鐵,23.1856821143276,120.175625319039
52980,20211201,202110,毅泰企業有限公司,臺南市佳里區海澄里萊芊寮１７之２２號,塑膠製品業,塑膠膜袋製造業,,塑膠製品,23.1856821143276,120.175625319039
52981,20211201,202110,承鴻國際實業股份有限公司,臺南市佳里區海澄里萊芊寮１７之３號,基本金屬業,鋼鐵鑄造業,,可鍛鑄鐵，球墨鑄鐵，鑄鋼，合金鋼，鋁合金,23.1856821143276,120.175625319039
52982,20211201,202110,連和得企業股份有限公司,臺南市佳里區海澄里萊芊寮１７之５號,電力設備業,其他電力設備及配備製造業,,端子,23.1856821143276,120.175625319039
52983,20211201,202110,佳明食品有限公司,臺南市佳里區海澄里萊芊寮１７之９號,食品及飼品業,未分類其他食品製造業,,盒餐,23.1856821143276,120.175625319039
52984,20211201,202110,弘偉昇塑膠有限公司,臺南市佳里區海澄里萊芉寮１７之３８號,塑膠製品業,其他塑膠製品製造業,,塑膠容器,23.1857927855592,120.175239404879
52985,20211201,202110,鉅橡企業股份有限公司佳里廠,臺南市佳里區海澄里萊芊寮１２之１８、１２之２７、１２之２９號,電力設備業,其他電力設備及配備製造業,,電木板,23.182973607872,120.179272670132
52986,20211201,202110,鐵贏企業股份有限公司,臺南市佳里區禮化里２６０之１號,金屬製品業,螺絲、螺帽及鉚釘製造業,,螺帽、模具、機械五金零件,23.193055718548496,120.189460911612
52987,20211201,202110,南都化學製藥股份有限公司,臺南市佳里區佳化里佳里興３９號,藥品及醫用化學品業,中藥製造業,,軟膏劑、內服液、膠囊劑、中藥,23.1889291307724,120.194717176215
52988,20211201,202110,新生化粧品工廠,臺南市佳里區佳化里佳里興４６之１號,化學製品業,清潔用品及化粧品製造業,,乳劑、液劑、油劑、膏劑,23.1893741047333,120.194131170847
52989,20211201,202110,福成醬園,臺南市佳里區佳化里佳里興４６之２號,食品及飼品業,蔬果加工及保藏業,,香筍、蔭鳳梨、蔭冬瓜、豆腐乳,23.1893741047333,120.194131170847
52990,20211201,202110,八廣企業有限公司台南廠,臺南市佳里區佳化里１５９之１號,電力設備業,其他家用電器製造業,,吹風機,23.1868780291935,120.192363509729
52991,20211201,202110,宏維企業社,臺南市佳里區佳化里佳里興２０６之９號１樓,成衣及服飾品業,成衣製造業,,毛衣代工、毛衣,23.1873072980266,120.191798112678
52992,20211201,202110,合盛企業有限公司,臺南市佳里區禮化里佳里興２２３之１號,化學製品業,清潔用品及化粧品製造業,,乳劑、液劑、油膏粉劑等,23.1899502189026,120.190613103308
52993,20211201,202110,偉良紙業股份有限公司,臺南市佳里區佳化里佳里興１１５號,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,紙盒，紙箱,23.1840163574962,120.191817004545
52994,20211201,202110,南忠工業股份有限公司,臺南市麻豆區埤頭里埤頭２０之１０號,金屬製品業,金屬表面處理業,,ＡＵ－０Ｌ加工、支架（鐵）加工、小鐵加工、車臺加工,23.191319200096,120.226057899468
52995,20211201,202110,永絖企業有限公司第一廠,臺南市麻豆區埤頭里埤頭２０之１６號,非金屬礦物製品業,預拌混凝土製造業,,預拌混凝土,23.191319200096,120.226057899468
52996,20211201,202110,台灣福基畜牧股份有限公司,臺南市麻豆區小埤里埤頭１之１號,食品及飼品業,動物飼品製造業,,畜產配合飼料，水產配合飼料，玉米粉,23.1904893049542,120.227795531131
52997,20211201,202110,強登建材有限公司,臺南市麻豆區小埤里埤頭１之７號,非金屬礦物製品業,水泥及混凝土製品製造業,,水泥製品,23.1904893049542,120.227795531131
52998,20211201,202110,翔專企業股份有限公司,臺南市麻豆區小埤里埤頭１之９號,電子零組件業,未分類其他電子零組件製造業,,其他未分類電子零組件製造,23.1904893049542,120.227795531131
52999,20211201,202110,奇鼎化學股份有限公司麻豆廠,臺南市麻豆區小埤里埤頭１號,化學製品業,未分類其他化學製品製造業,,各種用途之樹脂,23.1904893049542,120.227795531131
53000,20211201,202110,松高蛋品企業社,臺南市麻豆區小埤里埤頭１之２號,食品及飼品業,未分類其他食品製造業,,皮蛋、鹹蛋,23.1904893952512,120.22779553061198
53001,20211201,202110,奇美涂料股份有限公司麻豆廠,臺南市麻豆區小埤里埤頭１之５號,化學製品業,塗料、染料及顏料製造業,,環氧樹脂漆、路線漆,23.1904893952512,120.22779553061198
53002,20211201,202110,正信興工業有限公司,臺南市麻豆區小埤里小埤頭１０之１號,金屬製品業,金屬刀具及手工具製造業,平鐵,耕耘刀,23.191074241756606,120.227845994993
53003,20211201,202110,弘鎮金屬股份有限公司,臺南市麻豆區埤頭里埤頭２８之５號,基本金屬業,銅鑄造業,,其他銅製品,23.191761184349108,120.224473988222
53004,20211201,202110,統盈實業股份有限公司,臺南市麻豆區小埤里埤頭１之１３號,食品及飼品業,動物飼品製造業,,肉豬肥育用、仔豬用、母豬用（哺乳期）,23.187978597849497,120.227809945299
53005,20211201,202110,晉宇寢具有限公司麻豆廠,臺南市麻豆區麻口里麻豆口３２之２２號,紡織業,其他紡織品製造業,,紡織品,23.1903730187406,120.222096926083
53006,20211201,202110,鋐鈦精密有限公司,臺南市麻豆區麻口里麻豆口３２之２１號,機械設備業,其他通用機械設備製造業,,汽壓另件,23.190342915170497,120.222017002154
53007,20211201,202110,新廣銓有限公司麻豆廠,臺南市麻豆區麻口里麻豆口３２之３７號,塑膠製品業,其他塑膠製品製造業,,塑膠料加工塑膠料,23.190312941933,120.221926918735
53008,20211201,202110,旺弘精密工業有限公司,臺南市麻豆區麻口里麻豆口３２之３８號,機械設備業,其他通用機械設備製造業,,通用機械設備、零件加工,23.1901130194447,120.22192700081
53009,20211201,202110,大新肉品行麻豆廠,臺南市麻豆區麻口里麻豆口３２之４１號,食品及飼品業,肉類其他加工及保藏業,,肉類加工,23.189862036750803,120.221937048595
53010,20211201,202110,良展車體工業有限公司,臺南市麻豆區麻口里麻豆口３２之４０號,汽車及零件業,車體製造業,,車斗修改,23.189952056409695,120.221916991791
53011,20211201,202110,有限責任臺南市農業合作社聯合社麻豆廠,臺南市麻豆區麻口里麻豆口３２之４２號,食品及飼品業,蔬果加工及保藏業,,蔬果加工,23.189771958657108,120.221927020231
53012,20211201,202110,鉦昊科技有限公司麻豆廠,臺南市麻豆區麻口里麻豆口３２之４３號,塑膠製品業,其他塑膠製品製造業,,塑膠製品粉碎料,23.1896520000396,120.221936993783
53013,20211201,202110,田中精密工業股份有限公司,臺南市麻豆區埤頭里埤頭４６之６號,金屬製品業,未分類其他金屬製品製造業,,精密墊片,23.1940128558057,120.227735248593
53014,20211201,202110,鑫河貿易有限公司,臺南市麻豆區海埔里大山脚１－５９號,汽車及零件業,汽車零件製造業,,汽缸加工,23.190593024875803,120.221446955963
53015,20211201,202110,首宇塑膠股份有限公司,臺南市麻豆區大山里大山腳１之６０號,塑膠製品業,塑膠膜袋製造業,,ＰＥ袋、ＰＥ布,23.19071678417361,120.221128386236
53016,20211201,202110,東和紡織股份有限公司麻豆廠,臺南市麻豆區小埤里工業路２２７號,紡織業,人造纖維紡紗業,,混紡紗，棉紗,23.1896690784662,120.23084932671
53017,20211201,202110,麻新電子股份有限公司二廠,臺南市麻豆區大山里大山腳１０之３３號１樓,電力設備業,其他電力設備及配備製造業,,充電器,23.1930910376338,120.221605295054
53018,20211201,202110,景琦企業股份有限公司,臺南市麻豆區大山里大山脚１之６５號,電腦電子及光學品業,量測、導航及控制設備製造業,,水錶,23.191168253327497,120.220356825935
53019,20211201,202110,東盟冷凍食品有限公司麻豆廠,臺南市麻豆區埤頭里苓子林８之１２號,食品及飼品業,未分類其他食品製造業,,蛋餅皮、蔥抓餅,23.189661957838894,120.232128001181
53020,20211201,202110,千興不銹鋼股份有限公司一貫作業廠,臺南市麻豆區小埤里工業路２２２號,基本金屬業,鋼鐵軋延及擠型業,,不銹鋼（熱片，熱軋帶，冷軋鋼帶，冷軋）,23.1886935043473,120.233463729565
53021,20211201,202110,綠園牧場股份有限公司工廠,臺南市麻豆區油車里新生北路１３７之１號,飲料業,非酒精飲料製造業,,果汁製造．水果批發零售,23.189585803611497,120.240682976348
53022,20211201,202110,翔祿實業有限公司工廠,臺南市麻豆區油車里新生北路１３７號Ｂ棟,紡織業,不織布業,,不織布、港寶,23.189585803611497,120.240682976348
53023,20211201,202110,五通實業有限公司工廠,臺南市麻豆區油車里新生北路１３７號Ｃ棟,紡織業,不織布業,,不織布,23.18954197375561,120.240338998583
53024,20211201,202110,禾和企業有限公司,臺南市麻豆區油車里新生北路５７號２樓前段,紡織業,紡織製成品製造業,,紡織品，成衣,23.18723197286809,120.240778997552
53025,20211201,202110,允晨興業有限公司,臺南市麻豆區油車里油車８之１８號１樓,紡織業,紡織製成品製造業,,椅墊套子、抱枕套子、小套子,23.1881919819177,120.244859016035
53026,20211201,202110,旗勝科技股份有限公司台南廠,臺南市麻豆區寮廍里寮仔廍１６６之２０、１６６之２１號,電子零組件業,印刷電路板製造業,,軟性印刷電路板、銅箔基板、保護膠片,23.1885293135398,120.234998818161
53027,20211201,202110,富源紙器廠,臺南市麻豆區大埕里大同街４０號,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,紙箱,23.1866372651436,120.246304395052
53028,20211201,202110,日又新工坊,臺南市麻豆區穀興里大同街３之３號１樓,化學製品業,未分類其他化學製品製造業,,機油活化劑,23.186141904670897,120.245988935925
53029,20211201,202110,合信針織廠,臺南市麻豆區新建里新生南路１１４巷２６號,成衣及服飾品業,成衣製造業,,針織成衣,23.1824184481019,120.240328432861
53030,20211201,202110,振發碾米工廠,臺南市麻豆區新興里光復路８３號,食品及飼品業,碾榖業,,白米,23.1844025163509,120.246623228985
53031,20211201,202110,良易織造加工廠,臺南市麻豆區南勢里關帝廟１４之１０號,成衣及服飾品業,服飾品製造業,,毛衣，手套，帽子，圍巾，襪子,23.1901086630892,120.253714252963
53032,20211201,202110,專味香食品廠,臺南市麻豆區南勢里關帝廟１４之２號,食品及飼品業,烘焙炊蒸食品製造業,,餅乾、糖果、瓜子,23.1901086630892,120.253714252963
53033,20211201,202110,和容工業有限公司工廠,臺南市麻豆區北勢里加輦邦１之１１號,金屬製品業,其他金屬加工處理業,,金屬加工處理（鋼板裁剪）,23.1944332353917,120.252748483091
53034,20211201,202110,維全實業有限公司,臺南市麻豆區東角里忠孝路６３號,機械設備業,其他通用機械設備製造業,,工業用爐,23.186290344570605,120.258742906685
53035,20211201,202110,銓毅蕾絲有限公司,臺南市麻豆區東角里忠孝路６５號,紡織業,其他紡織品製造業,,刺繡、繡花布、蕾絲花邊,23.1860646116614,120.258784882248
53036,20211201,202110,成大藥品股份有限公司,臺南市麻豆區南勢里關帝廟８０號,藥品及醫用化學品業,西藥製造業,,西藥,23.1911345419099,120.261424533504
53037,20211201,202110,先進交通器材股份有限公司麻豆廠,臺南市麻豆區南勢里南勢２４之１號,電腦電子及光學品業,其他通訊傳播設備製造業,,汽車零組件,23.1869924262317,120.261663049962
53038,20211201,202110,三德包裝有限公司,臺南市麻豆區南勢里南勢２５之１１、２５之１３號Ａ棟,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,紙容器製造,23.1868045746634,120.262042292529
53039,20211201,202110,百豐傳牧場,臺南市麻豆區北勢里加輦邦１６之６號,食品及飼品業,肉類其他加工及保藏業,,豬肉產品,23.1963940194334,120.250662748484
53040,20211201,202110,永州菌肥有機肥料廠,臺南市麻豆區巷口里復興街１５號１樓,化學材料業,肥料及氮化合物製造業,,有機肥料製造,23.1841301615914,120.250100765666
53041,20211201,202110,聯宏工業股份有限公司,臺南市麻豆區南勢里南勢１之２０號,基本金屬業,鋼鐵鑄造業,,其他金屬製品：鑄鐵蓋、鑄鐵污水人孔蓋、臺電人孔、鑄鐵雨水人孔,23.1928449490376,120.263455151751
53042,20211201,202110,豐記木器加工所,臺南市麻豆區南勢里南勢１之２２號,木竹製品製造業,其他木竹製品製造業,,木材裁剪加工,23.1928449490376,120.263455151751
53043,20211201,202110,新丸天瓜子行一廠,臺南市麻豆區南勢里南勢１之３８號,食品及飼品業,未分類其他食品製造業,,瓜子,23.1928450393352,120.263455151256
53044,20211201,202110,復興鐵工所工廠,臺南市麻豆區南勢里南勢８６之９號,基本金屬業,鋼鐵鑄造業,,可鍛鑄鐵,23.18780245603689,120.273332757658
53045,20211201,202110,正新科技有限公司工廠,臺南市麻豆區寮廍里寮子廍３８之６號,機械設備業,泵、壓縮機、活栓及活閥製造業,,不銹鋼閥門,23.1891599832312,120.284597565179
53046,20211201,202110,松林蘭藝企業有限公司工廠,臺南市麻豆區寮廍里寮子廍９之７號,金屬製品業,未分類其他金屬製品製造業,,園藝資材,23.190614963224697,120.282488595428
53047,20211201,202110,統昇食品工業有限公司,臺南市麻豆區寮廍里寮子廍１１９之３號,食品及飼品業,巧克力及糖果製造業,,糖果,23.1890770379567,120.282622612178
53048,20211201,202110,柳寅企業有限公司,臺南市麻豆區寮廍里寮子廍５之５號,金屬製品業,螺絲、螺帽及鉚釘製造業,,接頭,23.1924285047235,120.282576896067
53049,20211201,202110,協治塑膠工業有限公司,臺南市麻豆區寮廍里寮子廍１６６之７、１６６之９、１６７之７號,化學材料業,塑膠原料製造業,,ＰＥＴ碎片（粒）、ＰＳ碎片（粒）、ＰＥ碎片（粒）、ＰＰ碎片（粒）,23.189320070324804,120.280908582245
