Unnamed: 0,匯入時間,統計時間,縣市,站點UID,業管機關代碼,站點名稱,lat,lng
88236,20211201,202110,台南市,TNN14153,8,公園南路,23.00084,120.20972
88237,20211201,202110,台南市,TNN14154,8,臺南火車站(北站),22.99751,120.21124
88238,20211201,202110,台南市,TNN14155,8,台南醫院,22.99538,120.20931000000002
88239,20211201,202110,台南市,TNN14156,8,中山、民權路口,22.99398,120.20709
88240,20211201,202110,台南市,TNN14157,8,中華電信,22.99345,120.20281
88241,20211201,202110,台南市,TNN14158,8,西門、友愛街口,22.99224,120.19834
88242,20211201,202110,台南市,TNN14159,8,小西門(大億麗緻),22.98853,120.19753
88243,20211201,202110,台南市,TNN14160,8,新光三越新天地,22.98661,120.19748
88244,20211201,202110,台南市,TNN14161,8,西門路一段,22.98445,120.19752
88245,20211201,202110,台南市,TNN14162,8,台南站,22.98237,120.19759
88246,20211201,202110,台南市,TNN14170,8,碧海碼頭,22.99378,120.15287
88247,20211201,202110,台南市,TNN14171,8,育平派出所,22.99225,120.16731
88248,20211201,202110,台南市,TNN14172,8,育平派出所,22.99248,120.16751
88249,20211201,202110,台南市,TNN14173,8,碧海碼頭,22.99292,120.15237
88250,20211201,202110,台南市,TNN14176,8,建興國中(府前路),22.98923,120.20423999999998
88251,20211201,202110,台南市,TNN14177,8,原住民文化會館,22.99575,120.16367
88252,20211201,202110,台南市,TNN14178,8,原住民文化會館,22.99575,120.16367
88253,20211201,202110,台南市,TNN14179,8,建興國中(府前路),22.98926,120.20344
88254,20211201,202110,台南市,TNN14192,8,臺南高工,23.01382000000001,120.23041
88255,20211201,202110,台南市,TNN14193,8,國賓影城,22.99558,120.23421
88256,20211201,202110,台南市,TNN14194,8,國賓影城,22.99558,120.23425
88257,20211201,202110,台南市,TNN14195,8,臺南高工,23.01418,120.23035
88258,20211201,202110,台南市,TNN14200,8,郡平路口,22.98951,120.16682
88259,20211201,202110,台南市,TNN14201,8,郡平路口,22.98964,120.16705
88260,20211201,202110,台南市,TNN14240,8,竹溪寺(大林路),22.97404,120.20616
88261,20211201,202110,台南市,TNN14241,8,竹溪寺(大林路),22.97397,120.20659
88262,20211201,202110,台南市,TNN14250,8,公塭里,23.06944,120.16624
88263,20211201,202110,台南市,TNN14251,8,公塭里,23.06929,120.16615
88264,20211201,202110,台南市,TNN14260,8,安平區公所,22.99416,120.16821000000002
88265,20211201,202110,台南市,TNN14270,8,裕和路,22.98767,120.24097
88266,20211201,202110,台南市,TNN14271,8,南聖公園,22.98779,120.24591
88267,20211201,202110,台南市,TNN14272,8,裕信路口,22.99014,120.24474
88268,20211201,202110,台南市,TNN14273,8,裕信路口,22.99004,120.24468
88269,20211201,202110,台南市,TNN14274,8,南聖公園,22.98779,120.24612
88270,20211201,202110,台南市,TNN14275,8,裕和路,22.98772,120.24011000000002
88271,20211201,202110,台南市,TNN14290,8,長安里,23.06182,120.19966
88272,20211201,202110,台南市,TNN14291,8,長安里,23.06207,120.19935
88273,20211201,202110,台南市,TNN14292,8,關帝廳,22.98491,120.23261
88274,20211201,202110,台南市,TNN14293,8,富農街口,22.97822,120.23312
88275,20211201,202110,台南市,TNN14294,8,富農街口,22.97797000000001,120.23394
88276,20211201,202110,台南市,TNN14295,8,關帝廳,22.98514,120.23299
88277,20211201,202110,台南市,TNN14296,8,大成路口,22.97485,120.19775
88278,20211201,202110,台南市,TNN14297,8,大成路口,22.97402,120.19765
88279,20211201,202110,台南市,TNN14298,8,大成路口,22.97402,120.19765
88280,20211201,202110,台南市,TNN14299,8,大成路口,22.97485,120.19775
88281,20211201,202110,台南市,TNN14300,8,大成國中,22.97799,120.19778
88282,20211201,202110,台南市,TNN14301,8,大成國中,22.97825,120.19759
88283,20211201,202110,台南市,TNN14320,8,海巡基地站,22.87613,120.20113
88284,20211201,202110,台南市,TNN14321,8,海巡基地站,22.87641,120.20098
88285,20211201,202110,台南市,TNN14330,8,奇美博物館,22.93496,120.22088
88286,20211201,202110,台南市,TNN14331,8,臺南家具產業博物館,22.92431,120.22311
88287,20211201,202110,台南市,TNN14332,8,嘉南藥理大學,22.92064,120.22499
88288,20211201,202110,台南市,TNN14333,8,嘉南藥理大學,22.92064,120.22499
88289,20211201,202110,台南市,TNN14334,8,臺南家具產業博物館,22.92354,120.22371
88290,20211201,202110,台南市,TNN14335,8,奇美博物館,22.93355,120.22108
88291,20211201,202110,台南市,TNN14340,8,市立醫院,22.96878,120.22759
88292,20211201,202110,台南市,TNN14341,8,崇德十四街口,22.97082,120.22746
88293,20211201,202110,台南市,TNN14342,8,崇明國中,22.97047,120.22573
88294,20211201,202110,台南市,TNN14343,8,市立醫院(崇明路),22.96926,120.22562
88295,20211201,202110,台南市,TNN14360,8,和順國中,23.06881,120.22297
88296,20211201,202110,台南市,TNN14361,8,安南醫院,23.06449,120.22366
88297,20211201,202110,台南市,TNN14362,8,東和里,23.06279,120.22739
88298,20211201,202110,台南市,TNN14363,8,東和里活動中心,23.06178,120.22887
88299,20211201,202110,台南市,TNN14364,8,臺灣歷史博物館(長和路),23.05855,120.23215
88300,20211201,202110,台南市,TNN14365,8,臺灣歷史博物館(慶和路),23.05767,120.23737
88301,20211201,202110,台南市,TNN14366,8,臺灣歷史博物館(慶和路),23.05767,120.23737
88302,20211201,202110,台南市,TNN14367,8,臺灣歷史博物館(長和路),23.05821,120.23288
88303,20211201,202110,台南市,TNN14368,8,東和里活動中心,23.06223,120.22881
88304,20211201,202110,台南市,TNN14369,8,東和里,23.06273,120.22791
88305,20211201,202110,台南市,TNN14370,8,安南醫院,23.06449,120.22366
88306,20211201,202110,台南市,TNN14371,8,和順國中,23.06889,120.22304
88307,20211201,202110,台南市,TNN14380,8,沙灘忠誠社區,22.99705,120.14912
88308,20211201,202110,台南市,TNN14381,8,白鷺灣社區,22.99731,120.14685
88309,20211201,202110,台南市,TNN14382,8,白鷺灣社區,22.99722,120.14692
88310,20211201,202110,台南市,TNN14383,8,沙灘忠誠社區,22.99694,120.14904
88311,20211201,202110,台南市,TNN14384,8,花園夜市,23.00923,120.20002
88312,20211201,202110,台南市,TNN14385,8,花園夜市,23.00916,120.19979
88313,20211201,202110,台南市,TNN14405,8,崇義社區,22.99962,120.15257
88314,20211201,202110,台南市,TNN14411,8,德記洋行、安平樹屋(850巷),23.00188,120.15837
88315,20211201,202110,台南市,TNN14412,8,德記洋行、安平樹屋(850巷),23.00188,120.15837
88316,20211201,202110,台南市,TNN14413,8,文化中心(台糖長榮酒店),22.97522,120.22241
88317,20211201,202110,台南市,TNN14414,8,崇學、崇明路口,22.97786,120.22084
88318,20211201,202110,台南市,TNN14415,8,富強市場,22.98249,120.22576
88319,20211201,202110,台南市,TNN14416,8,富強市場,22.98254,120.22571
88320,20211201,202110,台南市,TNN14417,8,崇學、崇明路口,22.97784,120.22067
88321,20211201,202110,台南市,TNN14418,8,文化中心(台糖長榮酒店),22.975620000000006,120.22193
88322,20211201,202110,台南市,TNN14450,8,同平路,22.99653,120.15311
88323,20211201,202110,台南市,TNN14451,8,同平路,22.99614,120.15328999999998
88324,20211201,202110,台南市,TNN14452,8,西湖街口,23.00367,120.18695
88325,20211201,202110,台南市,TNN14453,8,西湖街口,23.00416,120.18675
88326,20211201,202110,台南市,TNN14461,8,濱海站,22.98187,120.15552
88327,20211201,202110,台南市,TNN14466,8,濱海站,22.98187,120.15552
88328,20211201,202110,台南市,TNN14468,8,漁光里,22.98455,120.15363
88329,20211201,202110,台南市,TNN14520,8,南公親,23.07475,120.19864
88330,20211201,202110,台南市,TNN14521,8,南公親,23.074720000000006,120.19858
88331,20211201,202110,台南市,TNN14522,8,城西街三段,23.05871,120.10268
88332,20211201,202110,台南市,TNN14523,8,城西街三段,23.05863,120.10281
88333,20211201,202110,台南市,TNN14530,8,仁愛里國泰社區,22.95437,120.21777
88334,20211201,202110,台南市,TNN14531,8,仁愛里國泰社區,22.95437,120.21777
88335,20211201,202110,台南市,TNN15000,8,安平工業區,22.96891,120.17431
88336,20211201,202110,台南市,TNN15001,8,中華南路二段,22.96178,120.18543
88337,20211201,202110,台南市,TNN15002,8,新興國宅,22.96171,120.18728
88338,20211201,202110,台南市,TNN15003,8,德興路口,22.96186,120.19281
88339,20211201,202110,台南市,TNN15004,8,郡南里,22.96628,120.19532
88340,20211201,202110,台南市,TNN15005,8,府南里,22.97414,120.19543
88341,20211201,202110,台南市,TNN15006,8,新興國小,22.97896,120.19652
88342,20211201,202110,台南市,TNN15007,8,台南站,22.98206,120.19775
88343,20211201,202110,台南市,TNN15008,8,小西門(大億麗緻),22.98883,120.19752
88344,20211201,202110,台南市,TNN15009,8,西門、友愛街口,22.99113,120.19817
88345,20211201,202110,台南市,TNN15010,8,中正、西門路口,22.99247,120.19959
88346,20211201,202110,台南市,TNN15011,8,林百貨(中正路),22.99202,120.20172
88347,20211201,202110,台南市,TNN15012,8,中山、民權路口,22.99375,120.20709
88348,20211201,202110,台南市,TNN15013,8,臺南火車站(北站),22.99762,120.21158
88349,20211201,202110,台南市,TNN15014,8,東門圓環,22.99086,120.21149
88350,20211201,202110,台南市,TNN15015,8,東門教會,22.98742,120.21585
88351,20211201,202110,台南市,TNN15016,8,東門城,22.98645,120.21931
88352,20211201,202110,台南市,TNN15017,8,龍山寺,22.98584,120.22128
88353,20211201,202110,台南市,TNN15018,8,富強市場,22.98277,120.22718
88354,20211201,202110,台南市,TNN15019,8,東門路,22.98181,120.22842
88355,20211201,202110,台南市,TNN15020,8,虎尾寮,22.98007,120.23073
88356,20211201,202110,台南市,TNN15021,8,富農街口,22.97822,120.23312
88357,20211201,202110,台南市,TNN15022,8,嘉南療養院,22.97437,120.24198
88358,20211201,202110,台南市,TNN15023,8,仁德交流道,22.97341,120.24497
88359,20211201,202110,台南市,TNN15024,8,仁德,22.97149,120.25216
88360,20211201,202110,台南市,TNN15025,8,仁義里,22.97115,120.25508
88361,20211201,202110,台南市,TNN15026,8,鍾厝,22.97082,120.25799
88362,20211201,202110,台南市,TNN15027,8,慈濟台南分會,22.97065,120.26026
88363,20211201,202110,台南市,TNN15028,8,義林一街口,22.97044,120.26197
88364,20211201,202110,台南市,TNN15029,8,林仔,22.97012,120.26503999999998
88365,20211201,202110,台南市,TNN15030,8,南紡世貿展覽中心,22.96941,120.27041
88366,20211201,202110,台南市,TNN15031,8,上帝廟,22.96896,120.27391
88367,20211201,202110,台南市,TNN15032,8,南興里,22.96859,120.27743999999998
88368,20211201,202110,台南市,TNN15033,8,南保,22.96811,120.28153
88369,20211201,202110,台南市,TNN15034,8,姓李仔,22.96776,120.28551000000002
88370,20211201,202110,台南市,TNN15035,8,後市,22.96733,120.28867
88371,20211201,202110,台南市,TNN15036,8,歸仁區公所,22.96668,120.29359
88372,20211201,202110,台南市,TNN15037,8,善化寺,22.96597,120.30072
88373,20211201,202110,台南市,TNN15038,8,看東里,22.96532,120.30392
88374,20211201,202110,台南市,TNN15039,8,修元堂,22.96454,120.30702
88375,20211201,202110,台南市,TNN15040,8,歸仁交流道,22.96281,120.31265
88376,20211201,202110,台南市,TNN15041,8,大亞公司,22.96199,120.31614
88377,20211201,202110,台南市,TNN15042,8,關廟國中,22.96034,120.32481
88378,20211201,202110,台南市,TNN15043,8,關廟市場,22.96208,120.32831000000002
88379,20211201,202110,台南市,TNN15044,8,北勢里,22.96181,120.33075
88380,20211201,202110,台南市,TNN15045,8,花園,22.96322,120.33464
88381,20211201,202110,台南市,TNN15046,8,關廟轉運站,22.96329,120.33751
88382,20211201,202110,台南市,TNN15047,8,仰龍橋,22.96726,120.34476
88383,20211201,202110,台南市,TNN15048,8,牛稠埔,22.96784,120.34902
88384,20211201,202110,台南市,TNN15049,8,九天宮,22.96839,120.35294
88385,20211201,202110,台南市,TNN15050,8,龍崎,22.96475,120.36014
88386,20211201,202110,台南市,TNN15051,8,龍崎,22.96475,120.36014
88387,20211201,202110,台南市,TNN15052,8,九天宮,22.96854,120.35288
88388,20211201,202110,台南市,TNN15053,8,牛稠埔,22.96796,120.34901
88389,20211201,202110,台南市,TNN15054,8,仰龍橋,22.96734,120.34448
88390,20211201,202110,台南市,TNN15055,8,關廟轉運站,22.96345,120.33731
88391,20211201,202110,台南市,TNN15056,8,花園,22.96324,120.33461
88392,20211201,202110,台南市,TNN15057,8,北勢里,22.961920000000006,120.33144
88393,20211201,202110,台南市,TNN15058,8,關廟市場,22.96221,120.32838999999998
88394,20211201,202110,台南市,TNN15059,8,關廟國中,22.96046,120.32505
88395,20211201,202110,台南市,TNN15060,8,大亞公司,22.96187,120.31706
88396,20211201,202110,台南市,TNN15061,8,歸仁交流道,22.96294,120.31289
88397,20211201,202110,台南市,TNN15062,8,修元堂,22.96456,120.30736
88398,20211201,202110,台南市,TNN15063,8,看東里,22.96553,120.30382
88399,20211201,202110,台南市,TNN15064,8,善化寺,22.96603,120.30109
88400,20211201,202110,台南市,TNN15065,8,歸仁區公所,22.96684,120.29368
88401,20211201,202110,台南市,TNN15066,8,後市,22.96735,120.28846
88402,20211201,202110,台南市,TNN15067,8,姓李仔,22.96777,120.28558
88403,20211201,202110,台南市,TNN15068,8,南保,22.96828,120.28158
88404,20211201,202110,台南市,TNN15069,8,南興里,22.96876,120.27751
88405,20211201,202110,台南市,TNN15070,8,上帝廟,22.96918,120.27397
88406,20211201,202110,台南市,TNN15071,8,南紡世貿展覽中心,22.96955,120.27051000000002
88407,20211201,202110,台南市,TNN15072,8,林仔,22.97016,120.26516
88408,20211201,202110,台南市,TNN15073,8,義林一街口,22.97054,120.26216
88409,20211201,202110,台南市,TNN15074,8,慈濟台南分會,22.97068,120.26027
88410,20211201,202110,台南市,TNN15075,8,鍾厝,22.97083,120.25821
88411,20211201,202110,台南市,TNN15076,8,仁義里,22.97112000000001,120.25565
88412,20211201,202110,台南市,TNN15077,8,仁德,22.97162,120.25227
88413,20211201,202110,台南市,TNN15078,8,仁德交流道,22.97315,120.24627
88414,20211201,202110,台南市,TNN15079,8,嘉南療養院,22.97465,120.24139
88415,20211201,202110,台南市,TNN15080,8,富農街口,22.97788,120.23403
88416,20211201,202110,台南市,TNN15081,8,虎尾寮,22.98012,120.23095
88417,20211201,202110,台南市,TNN15082,8,東門路,22.98187,120.22854
88418,20211201,202110,台南市,TNN15083,8,富強市場,22.98272,120.22731
88419,20211201,202110,台南市,TNN15084,8,龍山寺,22.98582,120.22135
88420,20211201,202110,台南市,TNN15085,8,東門城,22.98671,120.21849
88421,20211201,202110,台南市,TNN15086,8,東門教會,22.98747,120.21597
88422,20211201,202110,台南市,TNN15087,8,東門圓環,22.99081,120.21151
88423,20211201,202110,台南市,TNN15088,8,臺南火車站(南站),22.99706,120.21119
88424,20211201,202110,台南市,TNN15089,8,中山、民權路口,22.99398,120.20709
88425,20211201,202110,台南市,TNN15090,8,林百貨(中正路),22.99205,120.20221
88426,20211201,202110,台南市,TNN15091,8,中正、西門路口,22.99261,120.19981
88427,20211201,202110,台南市,TNN15092,8,西門、友愛街口,22.99224,120.19834
88428,20211201,202110,台南市,TNN15093,8,小西門(大億麗緻),22.98812,120.19741
88429,20211201,202110,台南市,TNN15095,8,台南站,22.98237,120.19759
88430,20211201,202110,台南市,TNN15096,8,新興國小,22.97887,120.19604
88431,20211201,202110,台南市,TNN15097,8,府南里,22.97444,120.19535
88432,20211201,202110,台南市,TNN15098,8,郡南里,22.96671,120.19526
88433,20211201,202110,台南市,TNN15099,8,德興路口,22.96178,120.19235
88434,20211201,202110,台南市,TNN15100,8,新興國宅,22.96183,120.18736
88435,20211201,202110,台南市,TNN15101,8,中華南路二段,22.96191,120.18565
88436,20211201,202110,台南市,TNN15102,8,安平工業區,22.96891,120.17431
88437,20211201,202110,台南市,TNN15104,8,臺南火車站(北站),22.99769,120.21161
88438,20211201,202110,台南市,TNN15105,8,東門圓環,22.99086,120.21149
88439,20211201,202110,台南市,TNN15106,8,東門教會,22.98742,120.21585
88440,20211201,202110,台南市,TNN15107,8,東門城,22.98645,120.21931
88441,20211201,202110,台南市,TNN15108,8,龍山寺,22.98584,120.22128
88442,20211201,202110,台南市,TNN15109,8,妙善寺,22.98643,120.22828
88443,20211201,202110,台南市,TNN15110,8,後甲,22.98858,120.23678
88444,20211201,202110,台南市,TNN15111,8,慈幼工商,22.98893,120.23921
88445,20211201,202110,台南市,TNN15112,8,國道南工處,22.99058,120.24746
88446,20211201,202110,台南市,TNN15113,8,棉新紡織,22.99132,120.25233
88447,20211201,202110,台南市,TNN15114,8,明直宮,22.99141,120.25712
88448,20211201,202110,台南市,TNN15115,8,太子廟,22.99129,120.26005
88449,20211201,202110,台南市,TNN15116,8,土井仔,22.99152,120.26743
88450,20211201,202110,台南市,TNN15117,8,六甲店,22.99171,120.27073
88451,20211201,202110,台南市,TNN15118,8,東春紡織,22.99185,120.27298
88452,20211201,202110,台南市,TNN15119,8,大人廟,22.99716,120.27731
88453,20211201,202110,台南市,TNN15120,8,西勢仔,22.99705,120.28812
88454,20211201,202110,台南市,TNN15121,8,媽廟北,22.99612,120.29379
88455,20211201,202110,台南市,TNN15122,8,媽祖廟,22.99425,120.29373
88456,20211201,202110,台南市,TNN15123,8,圳頭,22.98871,120.29239
88457,20211201,202110,台南市,TNN15124,8,七甲,22.98379,120.29296
88458,20211201,202110,台南市,TNN15125,8,富強社區,22.98074,120.29374
88459,20211201,202110,台南市,TNN15126,8,八甲,22.97706,120.29501
88460,20211201,202110,台南市,TNN15127,8,新豐高中,22.97198,120.29539
88461,20211201,202110,台南市,TNN15128,8,歸仁國中,22.97005,120.29501
88462,20211201,202110,台南市,TNN15129,8,歸仁區公所(中正北路),22.96744,120.29434
88463,20211201,202110,台南市,TNN15130,8,歸仁市場,22.96687,120.29681
88464,20211201,202110,台南市,TNN15131,8,歸仁,22.96923,120.29995
88465,20211201,202110,台南市,TNN15132,8,看東里,22.96532,120.30392
88466,20211201,202110,台南市,TNN15133,8,修元堂,22.96454,120.30702
88467,20211201,202110,台南市,TNN15134,8,歸仁交流道,22.96281,120.31265
88468,20211201,202110,台南市,TNN15135,8,大亞公司,22.96199,120.31614
88469,20211201,202110,台南市,TNN15136,8,關廟國中,22.96034,120.32481
88470,20211201,202110,台南市,TNN15137,8,關廟國中,22.96046,120.32505
88471,20211201,202110,台南市,TNN15138,8,大亞公司,22.96187,120.31706
88472,20211201,202110,台南市,TNN15139,8,歸仁交流道,22.96294,120.31289
88473,20211201,202110,台南市,TNN15140,8,修元堂,22.96456,120.30736
88474,20211201,202110,台南市,TNN15141,8,看東里,22.96553,120.30382
88475,20211201,202110,台南市,TNN15142,8,歸仁,22.96914,120.29975
88476,20211201,202110,台南市,TNN15143,8,歸仁市場,22.96671,120.29667
88477,20211201,202110,台南市,TNN15144,8,歸仁區公所(中正北路),22.96731,120.29443
88478,20211201,202110,台南市,TNN15145,8,歸仁國中,22.97001,120.29504
88479,20211201,202110,台南市,TNN15146,8,新豐高中,22.97194,120.29559
88480,20211201,202110,台南市,TNN15147,8,八甲,22.97677,120.29501
88481,20211201,202110,台南市,TNN15148,8,富強社區,22.98071,120.29374
88482,20211201,202110,台南市,TNN15149,8,七甲,22.98387,120.29295
88483,20211201,202110,台南市,TNN15150,8,圳頭,22.98869,120.29246
88484,20211201,202110,台南市,TNN15151,8,媽祖廟,22.99406,120.29364
88485,20211201,202110,台南市,TNN15152,8,媽廟北,22.99622,120.29375
88486,20211201,202110,台南市,TNN15153,8,西勢仔,22.99708,120.28801
88487,20211201,202110,台南市,TNN15154,8,大人廟,22.997020000000006,120.27755
88488,20211201,202110,台南市,TNN15155,8,東春紡織,22.99199,120.27299
88489,20211201,202110,台南市,TNN15156,8,六甲店,22.99184,120.27016
88490,20211201,202110,台南市,TNN15157,8,土井仔,22.99163,120.26703
88491,20211201,202110,台南市,TNN15158,8,太子廟,22.99124,120.26001
88492,20211201,202110,台南市,TNN15159,8,明直宮,22.99127,120.25656
88493,20211201,202110,台南市,TNN15160,8,棉新紡織,22.99147,120.25248
88494,20211201,202110,台南市,TNN15161,8,國道南工處,22.99073,120.24744
88495,20211201,202110,台南市,TNN15162,8,慈幼工商,22.98906,120.23914
88496,20211201,202110,台南市,TNN15163,8,後甲,22.98867000000001,120.23656
88497,20211201,202110,台南市,TNN15164,8,妙善寺,22.98646,120.22853
88498,20211201,202110,台南市,TNN15165,8,龍山寺,22.98582,120.22135
88499,20211201,202110,台南市,TNN15166,8,東門城,22.98671,120.21849
88500,20211201,202110,台南市,TNN15167,8,東門教會,22.98747,120.21597
88501,20211201,202110,台南市,TNN15168,8,東門圓環,22.99081,120.21151
88502,20211201,202110,台南市,TNN15169,8,臺南火車站(南站),22.99706,120.21119
88503,20211201,202110,台南市,TNN15172,8,臺南火車站(北站),22.99762,120.21158
88504,20211201,202110,台南市,TNN15183,8,仁德,22.97101,120.25162
88505,20211201,202110,台南市,TNN15184,8,土庫仔,22.96731,120.25283
88506,20211201,202110,台南市,TNN15185,8,中正路(仁德),22.96432,120.25349
88507,20211201,202110,台南市,TNN15186,8,崙仔尾,22.96006,120.25329
88508,20211201,202110,台南市,TNN15187,8,北保仔,22.95366,120.25201
88509,20211201,202110,台南市,TNN15188,8,後壁厝,22.95052,120.25149
88510,20211201,202110,台南市,TNN15189,8,三塊厝(仁德),22.94815,120.25117
88511,20211201,202110,台南市,TNN15190,8,鉅全公司,22.94469,120.25034
88512,20211201,202110,台南市,TNN15191,8,蔦松腳,22.93981,120.24849
88513,20211201,202110,台南市,TNN15192,8,田厝,22.93852,120.24808
88514,20211201,202110,台南市,TNN15193,8,上崙子,22.94263,120.25867
88515,20211201,202110,台南市,TNN15194,8,社尾,22.95275,120.27509
88516,20211201,202110,台南市,TNN15195,8,六甲,22.95266,120.27745
88517,20211201,202110,台南市,TNN15196,8,歸南派出所,22.95414,120.28031
88518,20211201,202110,台南市,TNN15197,8,頂歸南,22.95665,120.28271
88519,20211201,202110,台南市,TNN15198,8,歸南,22.95841,120.28467
88520,20211201,202110,台南市,TNN15199,8,崁仔下,22.96029,120.28735
88521,20211201,202110,台南市,TNN15200,8,崁仔頭,22.96216,120.29059
88522,20211201,202110,台南市,TNN15201,8,歸仁區公所(中正南路),22.96551,120.29418
88523,20211201,202110,台南市,TNN15202,8,歸仁市場,22.96687,120.29681
88524,20211201,202110,台南市,TNN15203,8,歸仁,22.96923,120.29995
88525,20211201,202110,台南市,TNN15204,8,看東里,22.96532,120.30392
88526,20211201,202110,台南市,TNN15205,8,修元堂,22.96454,120.30702
88527,20211201,202110,台南市,TNN15206,8,歸仁交流道,22.96281,120.31265
88528,20211201,202110,台南市,TNN15207,8,大亞公司,22.96199,120.31614
88529,20211201,202110,台南市,TNN15208,8,關廟國中,22.96034,120.32481
88530,20211201,202110,台南市,TNN15209,8,關廟國中,22.96046,120.32505
88531,20211201,202110,台南市,TNN15210,8,大亞公司,22.96187,120.31706
88532,20211201,202110,台南市,TNN15211,8,歸仁交流道,22.96294,120.31289
88533,20211201,202110,台南市,TNN15212,8,修元堂,22.96456,120.30736
88534,20211201,202110,台南市,TNN15213,8,看東里,22.96553,120.30382
88535,20211201,202110,台南市,TNN15214,8,歸仁,22.96914,120.29975
88536,20211201,202110,台南市,TNN15215,8,歸仁市場,22.96671,120.29667
88537,20211201,202110,台南市,TNN15216,8,歸仁區公所(中正南路),22.96597,120.29405
88538,20211201,202110,台南市,TNN15217,8,崁仔頭,22.96241,120.29068999999998
88539,20211201,202110,台南市,TNN15218,8,崁仔下,22.96025,120.28741
88540,20211201,202110,台南市,TNN15219,8,歸南,22.95822,120.28432
88541,20211201,202110,台南市,TNN15220,8,頂歸南,22.95645,120.28258
88542,20211201,202110,台南市,TNN15221,8,歸南派出所,22.95434,120.28043999999998
88543,20211201,202110,台南市,TNN15222,8,六甲,22.95259,120.27721
88544,20211201,202110,台南市,TNN15223,8,社尾,22.952720000000006,120.27507
88545,20211201,202110,台南市,TNN15224,8,上崙子,22.94266,120.25881
88546,20211201,202110,台南市,TNN15225,8,田厝,22.93793,120.24792
88547,20211201,202110,台南市,TNN15226,8,蔦松腳,22.93968,120.24865
88548,20211201,202110,台南市,TNN15227,8,鉅全公司,22.94489,120.25052
88549,20211201,202110,台南市,TNN15229,8,後壁厝,22.95049,120.25146
88550,20211201,202110,台南市,TNN15230,8,北保仔,22.95356,120.25201
88551,20211201,202110,台南市,TNN15231,8,崙仔尾,22.96035,120.25352
88552,20211201,202110,台南市,TNN15232,8,中正路(仁德),22.96442,120.25345
88553,20211201,202110,台南市,TNN15233,8,土庫仔,22.96666,120.25309
88554,20211201,202110,台南市,TNN15234,8,仁德,22.97105,120.25175
88555,20211201,202110,台南市,TNN15245,8,臺南火車站(南站),22.99706,120.21119
88556,20211201,202110,台南市,TNN15247,8,臺南轉運站,23.00185,120.20908
88557,20211201,202110,台南市,TNN15248,8,臺南火車站(北站),22.99769,120.21161
88558,20211201,202110,台南市,TNN15249,8,中山、民權路口,22.99398,120.20709
88559,20211201,202110,台南市,TNN15250,8,開山路,22.99072,120.20626
88560,20211201,202110,台南市,TNN15251,8,延平郡王祠,22.98755,120.20861
88561,20211201,202110,台南市,TNN15252,8,聯合報,22.98241,120.21136
88562,20211201,202110,台南市,TNN15257,8,大同、機場路口,22.96198,120.21671
88563,20211201,202110,台南市,TNN15258,8,仁愛里國泰社區,22.95406,120.21767
88564,20211201,202110,台南市,TNN15259,8,空軍臺南基地,22.95165,120.21656000000002
88565,20211201,202110,台南市,TNN15260,8,臺南航空站(奇美幸福工廠),22.94825,120.21661
88566,20211201,202110,台南市,TNN15261,8,臺南都會公園,22.93735,120.22282
88567,20211201,202110,台南市,TNN15263,8,保安轉運站,22.93298,120.23057
88568,20211201,202110,台南市,TNN15264,8,嘉南藥理大學,22.92125,120.22471000000002
88569,20211201,202110,台南市,TNN15265,8,保安,22.921470000000006,120.23722
88570,20211201,202110,台南市,TNN15266,8,中生里,22.90868,120.25003999999998
88571,20211201,202110,台南市,TNN15267,8,中洲,22.90785,120.25072
88572,20211201,202110,台南市,TNN15268,8,依仁派出所,22.90822,120.25299
88573,20211201,202110,台南市,TNN15269,8,依仁國小,22.90933,120.26132
88574,20211201,202110,台南市,TNN15270,8,南大潭,22.91032,120.26859
88575,20211201,202110,台南市,TNN15271,8,大潭,22.91186,120.27041
88576,20211201,202110,台南市,TNN15272,8,大潭國小,22.91405,120.27123
88577,20211201,202110,台南市,TNN15273,8,武東,22.91747,120.27272
88578,20211201,202110,台南市,TNN15274,8,臺南監獄,22.92401,120.27577
88579,20211201,202110,台南市,TNN15275,8,高鐵台南站,22.92401,120.28587
88580,20211201,202110,台南市,TNN15276,8,窩仔底,22.92895,120.27749
88581,20211201,202110,台南市,TNN15277,8,成大歸仁校區,22.93635,120.27705
88582,20211201,202110,台南市,TNN15278,8,上帝廟,22.96896,120.27391
88583,20211201,202110,台南市,TNN15279,8,南興里,22.96859,120.27743999999998
88584,20211201,202110,台南市,TNN15280,8,南保,22.96811,120.28153
88585,20211201,202110,台南市,TNN15281,8,姓李仔,22.96776,120.28551000000002
88586,20211201,202110,台南市,TNN15282,8,後市,22.96733,120.28867
88587,20211201,202110,台南市,TNN15283,8,歸仁區公所,22.96668,120.29359
88588,20211201,202110,台南市,TNN15284,8,善化寺,22.96597,120.30072
88589,20211201,202110,台南市,TNN15285,8,看東里,22.96532,120.30392
88590,20211201,202110,台南市,TNN15286,8,修元堂,22.96454,120.30702
88591,20211201,202110,台南市,TNN15287,8,歸仁交流道,22.96281,120.31265
88592,20211201,202110,台南市,TNN15288,8,大亞公司,22.96199,120.31614
88593,20211201,202110,台南市,TNN15289,8,關廟國中,22.96034,120.32481
88594,20211201,202110,台南市,TNN15290,8,關廟國中,22.96046,120.32505
88595,20211201,202110,台南市,TNN15291,8,大亞公司,22.96187,120.31706
